gene_name,TCGA-09-2044-01,TCGA-13-1505-01,TCGA-25-1319-01,TCGA-25-2397-01
PPP3CB,4.3889,4.3992,4.1764,4.6
PPP3CC,2.4571,1.0007,1.1117,1.1512
PPP3R1,4.8233,4.3869,4.5638,4.2025
PPP3R2,-9.9658,-9.9658,-9.9658,-9.9658
PPP4C,7.4179,7.0177,7.2343,6.8997
PPP4R3A,0.0,0.0,0.0,0.0
PPP4R3B,0.0,0.0,0.0,0.0
PPP4R3C,0.0,0.0,0.0,0.0
PPP5C,6.1867,5.166,4.8861,5.3643
PRDM4,1.8996,3.2856,3.7259,2.0535
PREX1,2.1798,3.1261,2.9948,2.0289
PRICKLE1,0.434,2.5536,1.9786,1.9968
PRICKLE2,-1.9379,1.1512,1.4388,0.679
PRICKLE3,3.9865,4.1002,4.0833,3.0515
PRICKLE4,0.346,3.5791,1.5266,2.0638
PRKAA1,4.5577,3.9261,3.2796,3.4765
PRKAA2,-0.8084,-2.8262,0.9343,1.0151
PRKAB1,3.2766,5.191,5.24,3.3745
PRKAB2,1.1382,3.0038,2.2783,1.6512
PRKACA,5.9498,4.9089,6.9955,5.1148
PRKACB,2.77,2.2513,1.9564,0.2881
PRKACG,-9.9658,-9.9658,-9.9658,-9.9658
PRKAG1,5.1946,5.795,5.5844,4.986
PRKAG2,3.2282,4.0242,2.5828,3.9956
PRKAG3,-6.5064,-1.5105,-4.035,-4.035
PRKAR1A,5.675,5.1863,6.3255,5.096
PRKAR1B,3.9663,3.1955,3.3966,5.7785
PRKAR2A,3.7324,3.6737,4.6966,3.83
PRKAR2B,0.4865,1.7446,1.3283,3.8289
PRKCA,0.7664,1.0711,2.3479,1.3454
PRKCB,-0.4719,-0.5973,-0.8599,1.8564
PRKCD,4.7903,4.8895,4.7651,4.4951
PRKCE,2.3135,0.8726,2.3251,1.4808
PRKCG,-3.6259,1.0151,0.6608,-4.035
PRKCI,4.6645,6.0244,4.6271,4.5988
PRKCQ,2.909,-0.4325,1.7617,1.9786
PRKCZ,4.1506,4.3364,4.5405,4.5028
PRKD1,0.6332,2.3251,0.6145,-2.0529
PRKD2,4.359,4.429,4.17,4.4033
PRKD3,2.3135,3.1112,2.7657,1.8282
PRKG1,-2.2447,-0.0277,-2.8262,0.9191
PRKG2,-5.5735,-1.3921,-1.5522,-4.035
PRL,-6.5064,-5.0116,-9.9658,-5.5735
PRLR,-4.2934,-1.8314,-4.2934,-4.035
PRMT1,8.3001,6.8933,5.9987,7.0374
PRR5,3.0092,2.7572,2.6895,3.3897
PSEN1,4.4706,4.2243,5.2649,3.6782
PSEN2,3.4384,2.5585,3.9421,3.7324
PSENEN,8.2087,7.079,6.4114,7.3937
PSTPIP1,1.4228,1.2023,0.3115,1.5013
PTAFR,2.236,0.5763,1.6558,1.6093
PTCH1,-0.4921,2.2513,0.7748,1.9188
PTCH2,-0.5332,0.8164,0.8164,-0.9406
PTCRA,-2.1779,-5.0116,-3.3076,-3.3076
PTEN,5.5835,4.6393,4.2472,5.1788
PTGER1,-0.1993,0.4865,-0.2498,2.3251
PTGER2,0.517,1.0915,-0.1345,2.9747
PTGER3,-2.0529,2.6418,-0.5332,3.0127
PTGFR,-4.6082,-2.1779,-4.2934,-3.816
PTGS2,-0.8084,-0.4521,-0.8599,-1.8836
PTK2,5.3733,5.4806,4.0688,6.2438
PTK2B,2.2842,2.8341,2.0218,2.9413
PTPN1,3.5547,3.5935,4.5528,3.2049
PTPN11,3.0234,3.6006,3.6939,2.5112
PTPN2,3.7116,4.6277,4.8074,4.5066
PTPN5,-2.9324,-2.9324,-3.458,-4.035
PTPN6,5.3622,5.0492,4.7517,4.9668
PTPN7,1.4441,0.9343,0.9493,0.3573
PTPRC,2.5876,2.0289,1.9564,1.6604
PTPRF,6.0813,8.5096,7.2193,6.8434
PTPRR,-3.6259,-1.6394,-2.0529,-0.0277
PXN,4.6352,5.6041,5.1035,4.6543
PYCARD,5.24,3.38,4.6468,5.0926
PYDC1,-0.9132,-9.9658,-2.1779,-9.9658
PYDC2,-9.9658,-9.9658,-9.9658,-9.9658
PYDC5,0.0,0.0,0.0,0.0
PYGB,4.1244,5.0679,5.1623,5.5407
PYGL,4.4496,3.0637,3.8857,4.096
PYGM,-2.2447,-1.2142,-1.9379,-1.1172
RAB10,5.9232,6.0115,6.3248,5.8199
RAB11B,6.4211,6.2388,7.2586,6.4196
RAB14,3.652,4.4582,4.4067,4.6416
RAB2A,6.6358,6.6266,6.7556,6.9065
RAB5A,4.554,4.7872,5.178,4.7016
RAB5B,4.6949,6.3941,7.8365,5.6502
RAB5C,7.953,6.4621,7.4072,6.0202
RAB8A,5.1268,5.6047,5.6094,5.2843
RAC1,8.129,7.5881,7.8123,8.3494
RAC2,4.2609,3.3177,3.5274,2.96
RAC3,4.7049,4.4887,3.8551,4.0748
RAF1,4.9098,5.613,5.3342,4.7296
RAG1,-1.8836,-0.4131,-0.6193,-1.1172
RAG2,-9.9658,-3.3076,-3.458,-9.9658
RALA,6.1857,3.8411,4.5516,4.3917
RALB,4.7231,4.2654,3.9337,5.0286
RALBP1,3.836,4.5311,5.3827,5.4896
RALGDS,3.3869,4.7132,5.3551,3.5199
RAP1A,5.9338,4.5988,4.7027,5.3551
RAP1B,6.0573,7.0048,6.3381,5.3719
RAP1GAP,3.6184,3.0145,5.5705,4.3442
RAPGEF1,3.2617,4.3177,3.837,2.6185
RAPGEF2,1.7954,2.0183,2.6161,2.0254
RAPGEF3,2.4597,2.6579,3.7324,3.1669
RAPGEF4,-0.8339,0.1257,0.0014,0.434
RAPGEF5,2.3536,1.4281,0.9191,1.6187
RAPGEF6,0.7321,0.679,0.7579,0.9568
RARA,4.2465,4.859,5.4986,3.4843
RASA1,1.7702,2.7721,3.4451,2.4805
RASA2,1.9638,1.0983,1.3167,1.3225
RASA3,1.3567,1.7702,0.8883,2.1638
RASA4,2.7357,4.0269,3.7259,5.8518
RASA4B,2.1147,3.3364,3.4384,4.8983
RASAL1,2.6738,1.9415,1.4335,3.0961
RASAL2,0.2277,2.0218,1.2271,1.7053
RASAL3,0.7058,1.0503,0.1776,0.4761
RASGRF1,-3.1714,-0.6873,-1.4305,-1.1172
RASGRF2,-1.8836,1.1641,-0.8599,-2.114
RASGRP1,-1.3921,0.3231,-0.4131,1.1833
RASGRP2,0.7493,0.2642,-0.5125,0.3231
RASGRP3,0.7146,0.9419,1.0079,0.2762
RASGRP4,0.9568,-0.013,1.3225,1.5165
RASSF1,3.2481,3.6301,2.93,3.8866
RASSF2,0.7748,1.8404,1.3567,0.4967
RASSF4,3.3535,2.7227,2.6138,2.6783
RASSF5,2.6828,3.242,1.0711,4.9635
RASSF6,-0.9971,-1.6394,-0.1345,-3.816
RBCK1,6.7382,6.6535,6.0007,6.2203
RBL1,1.2271,0.6969,0.679,0.0014
RBL2,3.1228,3.6312,3.6916,4.1954
RBPJ,2.6895,4.4667,4.1061,4.1061
RBPJL,-3.458,-3.6259,-9.9658,-9.9658
RBX1,6.3445,5.1744,4.9552,5.517
RCAN1,2.7422,2.7051,3.1261,1.787
RCAN2,0.4552,1.0363,1.2875,1.2815
RCHY1,4.8161,3.4881,3.1311,4.0705
REL,-0.0877,-0.1187,0.2881,-0.6643
RELA,6.5729,5.5735,6.3221,5.4182
RELB,4.8679,3.3619,3.7389,3.2389
RELN,-2.9324,-1.7322,-2.7274,0.2154
RET,-1.8836,1.0363,-1.2481,-0.2671
RFNG,6.0061,5.0365,5.1587,5.5255
RGL1,1.5415,3.1327,3.5608,4.2465
RGL2,5.0018,5.1647,5.4957,5.8048
RGMA,3.0808,3.4156,2.3135,0.5859
RGMB,1.6695,2.4857,2.3898,1.2209
RGS14,5.6485,3.74,4.2721,3.2826
RGS2,3.4318,3.5237,2.1147,1.7489
RHEB,7.4282,7.7078,6.1779,7.131
RHOA,9.2465,8.1695,8.4685,8.3899
RHOQ,5.426,4.9538,6.2911,3.9127
RICTOR,1.0642,1.4011,0.5568,1.2333
RIN1,1.4228,2.1114,0.679,2.1638
RIPK1,2.9052,2.5731,3.8925,3.6277
RIPK2,3.3061,2.8422,3.074,2.7594
RIPK3,2.676,1.9675,2.9674,1.4859
RLN1,-2.114,0.1519,0.1648,-0.6643
RLN2,0.5666,1.1316,2.3423,1.1447
RLN3,-9.9658,-4.2934,3.8126,-4.2934
RNASEL,-0.5543,0.9343,1.2209,0.9935
RNF125,-0.2845,-0.4719,1.1833,2.3788
RNF152,0.6332,1.5806,1.9264,1.0222
RNF31,5.291,5.0352,4.7055,4.9132
RNF43,1.9527,3.3307,3.6714,1.5563
ROCK1,1.884,3.0358,3.1344,4.4176
ROCK2,0.8082,2.4198,2.3508,1.2394
ROR1,1.5415,2.3337,2.328,2.4934
ROR2,2.4857,3.0498,3.794,3.8451
RPRM,-1.1172,2.5996,0.03,-3.0469
RPS6,11.81,11.9857,10.6934,10.7167
RPS6KA1,3.9728,3.0893,2.9205,5.2292
RPS6KA2,1.5854,2.5511,2.5036,2.6043
RPS6KA3,2.362,1.1897,2.7095,2.667
RPS6KA4,4.6077,3.7919,3.4661,3.6714
RPS6KA5,0.24,0.7832,0.2277,-1.9942
RPS6KA6,-0.1665,-0.9971,-6.5064,-1.3548
RPS6KB1,3.4007,1.8201,3.0893,2.0946
RPS6KB2,5.5085,4.9098,5.1098,5.0237
RPTOR,2.8562,2.6302,3.6219,2.5536
RRAGA,6.1179,5.8296,6.749,5.0153
RRAGB,2.2452,3.0671,3.9261,2.694
RRAGC,4.0926,4.2914,4.9364,3.8228
RRAGD,4.8645,3.0181,3.6691,1.8201
RRAS,7.578,5.9579,5.7099,6.7533
RRAS2,4.284,3.9515,3.2722,4.0471
RRM2,5.4893,4.0765,4.9036,2.9167
RRM2B,1.6234,1.934,2.6715,2.5658
RSPO1,3.7656,5.1989,-1.0262,5.3625
RSPO2,-9.9658,-5.5735,-6.5064,-6.5064
RSPO3,3.2096,0.688,2.118,-0.7588
RSPO4,3.1765,-0.5543,2.6208,3.6972
RUVBL1,6.7833,4.7323,5.9626,5.7445
RXFP1,-1.8836,-3.1714,-2.114,-2.7274
RXFP2,-5.5735,-9.9658,-9.9658,-9.9658
RXFP3,-9.9658,-6.5064,-5.0116,-5.5735
RXFP4,-3.1714,-1.3921,-4.035,-4.035
RXRA,3.0393,3.0927,2.5658,3.3003
RXRB,4.2373,4.6393,4.6787,5.1974
RXRG,2.0569,0.8408,4.6611,-3.3076
RYK,5.1014,4.504,4.2965,5.0527
RYR1,2.8562,2.6579,2.2019,4.034
RYR2,-4.2934,-0.3201,-3.0469,-2.5479
RYR3,-4.6082,-1.8836,-4.6082,-2.6349
S100A7,5.037,-4.035,-2.3147,1.8801
S100A7A,-2.9324,-9.9658,-9.9658,-3.816
S100A8,6.2687,1.4756,0.5271,3.5324
S100A9,6.318,2.8916,3.4437,6.0945
S1PR1,2.3871,1.3846,2.0673,2.0147
S1PR2,0.537,0.8327,3.1245,0.2762
S1PR3,1.6466,1.8604,3.2632,-1.3183
S1PR4,-0.4131,-0.0425,-0.3201,-1.3921
S1PR5,-0.7834,-0.7834,-1.8836,-3.3076
SAV1,3.3206,3.4048,3.6136,4.1002
SCD,6.374,4.8329,5.3844,4.6502
SCD5,4.0833,4.6781,2.3077,5.1235
SCP2,6.0898,6.1277,6.1934,7.7003
SCRIB,4.8151,6.7413,4.9021,6.2281
SEC13,6.8005,6.0295,6.2238,6.5604
SEH1L,3.9431,3.5149,4.0532,3.9213
SELE,-2.8262,-2.8262,-4.2934,-5.0116
SENP2,3.7149,4.2212,3.9929,2.9562
SERPINB5,-0.5756,0.099,2.2723,-3.6259
SERPINE1,2.8055,4.506,1.9895,1.7744
SERPINF1,4.9308,6.907,4.2017,3.1813
SESN1,1.5316,2.3732,2.6302,1.8801
SESN2,3.091,2.3926,2.4198,2.7972
SESN3,2.3251,2.8462,2.4008,1.4281
SETD7,2.5536,2.1114,1.7097,2.8055
SFN,6.0083,3.0411,5.2036,5.1684
SFRP1,0.8327,3.5262,0.8082,-3.1714
SFRP2,3.2526,7.8146,-1.7809,-0.1993
SFRP4,0.7146,5.6648,2.0569,0.1388
SFRP5,1.2875,1.0711,-6.5064,-2.6349
SGK1,7.1515,4.3082,3.6266,4.4842
SGK2,-1.685,1.4388,-0.1031,1.1117
SGK3,1.4388,1.3454,5.407,1.7053
SH2B1,3.4331,4.7929,4.7448,5.3027
SH2B2,3.0252,2.694,2.945,2.8422
SH2B3,2.2753,1.8119,2.3843,1.3167
SH2D2A,3.0825,0.9115,1.0847,2.4198
SHARPIN,5.8056,6.514,5.478,7.2361
SHC1,4.8575,5.7488,5.9397,5.2165
SHC2,0.2154,0.6145,-0.0574,1.0433
SHC3,-3.1714,-2.7274,-4.6082,-3.458
SHC4,-3.1714,-2.6349,-3.1714,-2.7274
SHH,-6.5064,-6.5064,-9.9658,-5.0116
SHISA5,7.4731,6.4138,7.9929,7.2901
SHOC2,4.1676,3.345,3.2988,3.0654
SIAH1,4.5021,3.6657,4.7672,3.8198
SIK1,-1.1488,-1.8836,2.0707,2.128
SIK2,1.3679,2.6325,1.4441,1.8801
SIKE1,5.4595,3.3393,3.8116,3.8788
SIN3A,4.3972,4.5766,4.7624,3.8798
SIPA1,4.3477,4.2593,4.1078,4.6634
SIPA1L1,3.5633,4.4115,4.447,5.0704
SIPA1L2,1.2696,1.4808,1.2209,1.8282
SIVA1,7.7608,6.5896,5.533,5.5081
SKAP1,5.1784,1.5709,4.1939,3.7006
SKP1,8.8995,7.6283,8.3651,9.2725
SKP2,4.49,3.2617,3.1971,3.1228
SLC25A31,-9.9658,-9.9658,-9.9658,-5.5735
SLC25A4,4.5982,3.3911,4.182,4.5154
SLC25A5,9.514,7.2588,8.7958,8.6375
SLC25A6,-0.987,-1.51375,-1.1847499999999995,-0.6958500000000001
SLC27A1,3.6532,4.4277,7.2653,3.6983
SLC27A4,3.4034,3.5827,4.1859,3.6612
SLC2A1,7.3584,7.9884,9.0234,9.3262
SLC2A2,-9.9658,-6.5064,-9.9658,-9.9658
SLC2A4,-0.7834,-0.7834,-2.0529,0.7321
SLC38A9,2.5036,2.5388,3.453,2.4412
SLC3A2,6.7843,5.9352,6.334,6.0583
SLC7A5,3.417,3.9709,1.5514,4.2048
SLC8A1,1.6093,-0.9686,1.4756,0.24
SLC8A2,-3.1714,-3.6259,-4.2934,-0.1665
SLC8A3,-6.5064,-9.9658,-6.5064,-9.9658
SLC9A1,2.945,3.3321,3.1908,4.1498
SMAD1,4.9308,3.3379,5.1486,3.3966
SMAD2,5.2495,4.1732,5.8677,6.1069
SMAD3,2.874,3.907,2.1114,3.3364
SMAD4,4.8074,4.4509,5.4624,5.353
SMAD5,3.4817,2.0776,2.4675,2.1378
SMAD6,3.0671,4.2064,2.5511,2.8641
SMAD7,1.692,3.3407,2.0673,1.5758
SMAD9,-0.9686,-0.2328,-0.0425,-1.8314
SMO,2.2175,4.9065,2.108,2.609
SMPD2,2.6348,2.609,2.4412,2.4544
SMURF1,3.1939,3.0568,2.676,2.5437
SMURF2,4.3234,2.93,3.4344,1.3956
SNAI2,0.7493,2.9224,1.0915,-0.4325
SNW1,5.0184,4.2072,5.1879,3.6748
SOCS1,6.5234,2.5731,2.108,-0.013
SOCS2,0.8408,0.9642,0.24,0.1257
SOCS3,3.7127,4.1061,3.421,4.892
SOCS4,2.1766,1.2576,1.614,1.0779
SOCS5,2.9784,3.1653,2.7889,2.3251
SOCS6,1.0079,0.7579,2.8301,2.376
SOCS7,2.0254,2.0673,2.4727,1.0293
SOD2,5.6879,4.6236,4.9069,6.3243
SORBS1,1.8801,3.0163,1.177,2.2237
SORT1,5.7304,4.1994,5.9098,5.4353
SOS1,2.3564,3.6543,5.8463,3.1095
SOS2,3.0393,2.8897,3.1011,3.0446
SOST,-3.3076,-1.4699,-2.5479,-4.2934
SOX17,5.8931,5.9105,6.3763,5.4087
SOX2,-9.9658,2.0395,-2.8262,-4.035
SOX9,4.6983,4.6809,3.3717,4.2906
SP1,2.909,4.3772,4.2571,3.5387
SPHK1,2.2633,2.7784,0.5666,2.5462
SPHK2,4.3169,4.1875,3.0961,3.4958
SPOP,4.5522,4.5952,5.0794,3.7961
SPOPL,2.5061,2.0878,1.8524,2.1213
SPP1,9.2326,6.5971,8.5415,8.8922
SRC,3.3703,4.1684,2.299,2.9839
SREBF1,5.033,4.8248,5.4912,5.6456
SRF,2.872,5.126,4.1939,2.4805
SRSF1,6.288,5.7798,6.6592,5.3965
SST,11.0425,2.824,10.8304,-0.1993
SSTR1,-4.6082,-5.0116,-5.0116,-6.5064
SSTR2,-2.3884,-2.7274,-3.3076,-4.2934
SSTR5,-9.9658,-9.9658,-6.5064,-9.9658
STAM,3.9617,3.1261,3.2251,2.7784
STAM2,3.2002,3.0127,2.7784,2.6984
STAT1,6.3698,5.6656,6.9862,5.428
STAT2,4.1376,5.9442,5.3961,4.373
STAT3,5.9709,5.8731,6.6417,5.3263
STAT4,-1.0262,0.1903,-0.6416,-1.7322
STAT5A,3.7061,2.9243,2.2753,3.4116
STAT5B,2.3019,2.2633,2.2421,1.9859
STAT6,4.6525,6.0514,5.0282,5.489
STEAP3,3.4197,1.949,1.1447,3.1195
STIM1,2.6738,3.5766,3.8105,4.0392
STIM2,2.4332,3.4583,2.8974,3.453
STING1,0.0,0.0,0.0,0.0
STK11,3.8157,4.0488,4.1931,3.8471
STK3,2.2452,3.8571,3.1701,3.9561
STK4,2.4544,2.8301,2.7422,1.8879
STMN1,9.1005,8.0732,7.8852,7.8638
STRADA,3.9691,4.1433,4.89,3.3264
STRADB,1.6281,2.982,2.1114,3.9874
SUCNR1,-0.1504,-1.0862,-0.5756,-2.5479
SUFU,2.9243,2.7161,2.909,2.1444
SUGT1,5.3263,3.7919,3.834,4.4751
SYK,3.2677,3.5249,4.9251,4.1153
SYNGAP1,2.4225,4.2714,3.8013,4.3104
TAB1,2.0004,2.7161,2.8014,2.3871
TAB2,3.8759,4.4836,4.3009,4.4364
TAB3,1.8996,1.5998,2.4252,-2.1779
TACR1,-3.816,-2.1779,-1.7322,-1.0262
TACR2,-0.5973,-0.9406,0.058,2.2421
TACR3,-6.5064,-9.9658,-5.5735,-9.9658
TANK,4.9393,5.2814,4.4654,4.597
TAOK1,1.5465,2.1476,2.6647,1.0433
TAOK2,2.8799,3.9506,3.5249,3.6972
TAOK3,2.108,3.1212,2.3898,2.5511
TBC1D1,4.0994,4.696,4.848,3.8126
TBC1D4,-0.0877,1.6649,0.434,2.4063
TBC1D7,4.5324,4.1859,5.434,6.7766
TBK1,1.8879,3.2267,2.7379,1.9712
TBKBP1,2.4359,1.9264,1.6512,1.6234
TBL1X,3.6195,1.9712,2.6805,2.6418
TBL1XR1,5.7156,5.8329,4.9137,4.208
TBL1Y,-9.9658,-9.9658,-9.9658,-9.9658
TBX3,-1.7322,0.9642,-0.9971,-0.8339
TBXA2R,-0.3752,-0.7346,-0.4521,-0.5756
TCF3,5.9177,5.6764,5.1847,4.1236
TCF7,4.2541,3.9719,4.5318,4.8405
TCF7L1,1.4335,4.0331,1.5514,-0.3022
TCF7L2,4.4061,4.0037,3.3787,3.1228
TCL1A,-3.0469,-3.6259,-3.6259,-9.9658
TCL1B,-4.6082,-9.9658,-5.5735,-9.9658
TEAD1,4.225,3.0393,3.1701,2.8819
TEAD2,5.6963,6.0106,5.1019,5.0475
TEAD3,3.335,4.7082,4.1796,3.8798
TEAD4,4.538,4.2442,2.4306,4.6577
TEC,1.0847,1.7489,1.9895,2.5087
TEK,-1.2142,1.177,1.5115,-2.0529
TELO2,2.96,5.3277,3.3119,3.9506
TF,-1.3921,0.7832,-1.3548,-0.5973
TFAM,4.8866,4.0278,3.6883,3.944
TFDP1,6.2646,4.3695,3.9829,5.257
TFF1,-4.035,-4.2934,-1.1811,-2.7274
TFRC,6.2017,5.3583,4.3017,4.6725
TGFA,-1.7322,0.6969,-0.8084,1.9226
TGFB1,4.8405,4.3306,4.4855,4.5117
TGFB2,1.0573,1.8282,2.6185,1.125
TGFB3,1.2696,4.1061,1.0151,0.9642
TGFBR1,2.0183,3.034,2.727,3.2313
TGFBR2,4.0357,3.7571,3.421,3.6312
TGIF1,5.7187,6.4069,5.8291,5.8689
TGIF2,4.6101,4.8069,5.5227,3.6125
TH,-2.114,-3.816,-9.9658,-0.5543
THBD,1.0222,0.4447,0.8726,-0.3201
THBS1,4.1804,5.6268,3.0825,4.0037
THBS2,1.787,5.3597,1.412,0.6608
THBS3,5.0027,5.2814,4.5224,4.373
THBS4,-1.8836,1.3679,4.2181,-0.5543
THEM4,3.0145,4.1136,3.5547,3.3134
THPO,-4.6082,-1.9942,-4.035,-9.9658
THRA,4.3017,4.4277,5.1182,3.8481
THRB,3.3264,0.4552,0.3907,2.6067
TIAM1,2.676,1.0433,2.5213,1.4388
TICAM1,3.2049,2.1114,2.1894,2.4675
TICAM2,0.4233,0.1776,-0.5332,0.6699
TIMP1,8.3934,9.2097,8.8361,8.8216
TIRAP,0.605,1.5902,0.1388,2.3394
TKFC,4.8704,5.3653,4.2204,4.7296
TLE1,5.2582,5.2426,5.9016,5.961
TLE2,4.7088,4.0055,2.9243,3.7475
TLE3,4.0875,4.8768,3.449,4.2434
TLE4,3.8002,2.667,1.3511,1.9712
TLE6,2.4144,-0.1187,1.0847,0.537
TLE7,0.0,0.0,0.0,0.0
TLN1,5.8951,6.9922,6.9702,5.6876
TLN2,0.9568,2.6395,0.688,2.8096
TLR1,1.9638,1.3283,1.6512,2.036
TLR2,1.6558,0.3115,1.2209,0.9493
TLR3,0.9343,1.0779,2.7742,1.7009
TLR4,1.3511,0.3685,0.6425,0.1388
TLR5,0.4016,0.8647,2.0912,2.7594
TLR6,-1.0262,-1.8836,-1.1488,-0.2671
TLR7,0.5271,-0.4921,0.099,0.0854
TLR8,-1.0862,-2.2447,-1.7322,-2.3884
TLR9,-3.6259,-1.2481,-0.9406,-0.2328
TNC,1.9931,1.7141,-0.7108,0.9115
TNF,1.0711,-0.4325,-0.6193,0.3231
TNFAIP3,3.2158,3.0092,2.9319,2.1541
TNFRSF10A,1.595,0.2522,0.2522,1.125
TNFRSF10B,3.7582,2.5658,1.8484,2.2421
TNFRSF11A,0.3685,-2.6349,0.099,-1.1811
TNFRSF13C,-2.1779,-0.8863,-1.5951,-1.7322
TNFRSF1A,7.3429,7.3001,7.0918,7.1432
TNFRSF1B,3.2707,2.2753,2.3451,1.787
TNFSF10,7.1902,5.1351,5.2987,3.3856
TNFSF11,-2.3884,-2.5479,-5.5735,-3.458
TNFSF13B,2.7805,1.7009,1.7185,2.1541
TNFSF14,1.3735,-0.6416,-0.6416,-1.0262
TNN,-3.816,-3.3076,-3.6259,-5.5735
TNNI3,5.6349,3.5287,1.4756,2.3479
TNR,-9.9658,-9.9658,-9.9658,-9.9658
TNXB,0.0718,1.3846,1.8918,1.412
TOLLIP,5.1567,3.8451,4.6933,5.0951
TP53,2.4252,3.7614,5.6068,5.5717
TP53AIP1,-5.5735,-3.1714,-3.1714,0.7493
TP53BP1,3.0757,3.6657,2.5087,3.5742
TP53BP2,3.4661,3.2127,3.7804,3.6148
TP53I3,5.4728,4.4054,5.427,4.6798
TP73,0.7493,-0.7108,0.6517,-1.1172
TPTEP2-CSNK1E,0.0,0.0,0.0,0.0
TRADD,3.3032,2.791,3.3619,4.1867
TRAF1,-0.0877,0.7321,-0.5125,0.9191
TRAF2,2.0465,2.876,2.4883,1.8201
TRAF3,2.0742,2.7931,2.8916,1.8683
TRAF3IP2,1.5316,4.2639,3.0927,2.4359
TRAF4,4.7698,5.4774,5.774,5.0794
TRAF5,1.2333,3.4371,1.8201,4.2855
TRAF6,2.0638,1.8242,2.3953,1.7446
TRDN,-6.5064,0.1519,-0.7834,-3.0469
TRHR,-9.9658,-9.9658,-9.9658,-5.0116
TRIM25,4.0019,3.7603,4.5754,3.2973
TRIP10,5.0405,4.4667,4.4894,3.8501
TRIP6,5.6619,5.3292,4.5161,6.4845
TRPC6,-1.3921,-0.5543,0.1124,-2.2447
TSC1,0.9716,2.8622,3.222,1.2576
TSC2,4.3723,7.1669,5.8415,4.9915
TSHB,-9.9658,-9.9658,-9.9658,-9.9658
TSHR,0.1903,-1.9942,-2.9324,0.5271
TSLP,-4.035,-2.6349,-5.0116,-6.5064
TTI1,3.5199,3.6838,4.0713,2.9013
TXN,7.2211,6.8368,7.1831,8.0927
TXN2,5.8038,5.3281,4.6195,5.6282
TXNIP,5.1441,7.2229,7.5649,7.1922
TYK2,4.3883,5.4084,7.5031,4.8405
UBC,8.9971,9.1566,9.7422,8.8219
UCP1,-3.816,-4.035,-0.5973,-5.5735
ULK1,2.2113,5.079,5.1696,2.8897
ULK2,1.5165,0.9789,2.4386,2.2633
USP25,2.299,4.3442,3.927,4.2281
USP7,6.672,5.3445,4.4257,3.6018
VANGL1,2.5188,3.8531,3.9709,2.6738
VANGL2,1.5514,3.5608,3.2692,1.9034
VASP,6.4191,4.97,4.5398,5.6491
VAV1,2.8582,0.8327,3.0358,0.6332
VAV2,1.6466,3.9356,-0.8084,2.6185
VAV3,3.9403,-1.5522,1.766,1.6327
VCAM1,2.9893,3.1653,0.2998,-0.0277
VDAC1,7.4084,5.5217,6.5844,7.5099
VDAC2,7.7156,6.689,6.8999,7.9145
VDAC3,7.147,6.1615,5.5659,6.4142
VEGFA,4.9819,5.4916,6.2956,6.767
VEGFB,6.9318,6.4637,6.755,6.8189
VEGFC,0.9343,1.3735,2.982,-0.1031
VEGFD,0.0,0.0,0.0,0.0
VHL,4.0748,3.7762,4.5946,3.4264
VIP,-9.9658,-5.0116,-5.0116,-4.6082
VIPR2,-4.2934,-1.5522,-3.0469,-0.9132
VTN,-2.5479,-1.1172,-2.6349,-2.5479
VWF,2.6019,2.5188,3.9608,3.3278
WAS,2.8661,2.1411,2.7657,2.1638
WDR24,2.6693,4.3625,2.876,2.1638
WDR59,3.3435,4.2366,4.5638,4.8987
WIF1,-3.6259,3.644,-5.5735,-2.7274
WNT1,-6.5064,-3.816,-5.5735,-9.9658
WNT10A,4.5687,4.3786,2.5112,4.546
WNT10B,-4.035,-2.114,-6.5064,-3.816
WNT11,0.3115,6.4895,3.5424,2.8076
WNT16,-6.5064,-3.458,-6.5064,-5.0116
WNT2,0.7058,0.5666,3.865,-2.4659
WNT2B,-2.8262,0.9419,-0.6873,-1.0262
WNT3,-0.8339,-2.0529,-4.2934,-1.4305
WNT3A,-3.1714,-3.1714,-3.1714,-3.0469
WNT4,-2.8262,2.9167,-2.0529,-1.1811
WNT5A,0.2762,-0.1828,0.547,1.5013
WNT5B,0.3796,4.0935,-1.9379,1.0433
WNT6,3.7688,5.4829,1.7053,-0.1031
WNT7A,-1.7809,2.1047,4.8028,1.7053
WNT7B,-2.6349,2.8462,-0.9406,3.2096
WNT8A,-9.9658,-9.9658,-6.5064,-9.9658
WNT8B,-3.458,-1.5105,-3.6259,-3.816
WNT9A,-0.1665,-1.1811,0.3231,1.8762
WNT9B,-5.0116,-4.2934,-6.5064,-6.5064
WTIP,3.0723,3.9874,2.2723,4.6508
WWC1,4.1433,3.863,4.1433,4.1498
WWTR1,5.7027,4.5814,4.5436,3.4843
XCL1,-1.8836,2.036,0.688,-1.2142
XCL2,0.7999,-0.1031,-0.3566,0.2762
XCR1,-3.816,-3.0469,-2.5479,-5.5735
XIAP,1.8801,1.8918,2.6418,1.6649
YAP1,4.3814,5.4219,4.7507,5.5097
YWHAB,6.7045,6.8314,6.9589,6.3089
YWHAE,8.8756,9.5047,7.6165,8.1457
YWHAG,5.5283,4.2766,5.1518,4.9468
YWHAH,6.5375,5.7793,6.5537,6.8318
YWHAQ,7.5245,8.0439,8.1687,6.7553
YWHAZ,8.1766,8.033,8.1225,8.5601
