gene_name,TCGA-P8-A5KC-01,TCGA-P8-A5KD-01,TCGA-P8-A6RX-01,TCGA-P8-A6RY-01,TCGA-PR-A5PF-01,TCGA-PR-A5PG-01,TCGA-PR-A5PH-01,TCGA-QR-A6GO-01,TCGA-QR-A6GT-01,TCGA-QR-A6GU-01,TCGA-QR-A6GZ-01,TCGA-QR-A6H2-01,TCGA-QR-A70W-01,TCGA-QT-A5XJ-01,TCGA-QT-A5XK-01,TCGA-QT-A5XL-01,TCGA-QT-A5XM-01,TCGA-QT-A5XN-01,TCGA-QT-A5XO-01,TCGA-QT-A5XP-01,TCGA-QT-A69Q-01,TCGA-QT-A7U0-01,TCGA-RT-A6Y9-01,TCGA-RT-A6YA-01,TCGA-RT-A6YC-01,TCGA-RW-A67V-01,TCGA-RW-A67X-01,TCGA-RW-A680-01,TCGA-RW-A681-01,TCGA-RW-A685-01,TCGA-RW-A688-01,TCGA-RW-A689-01,TCGA-RW-A68A-01,TCGA-RW-A68B-01,TCGA-RW-A68C-01,TCGA-RW-A68D-01,TCGA-RW-A68F-01,TCGA-RW-A68G-01,TCGA-RW-A8AZ-01,TCGA-RX-A8JQ-01,TCGA-S7-A7WL-01,TCGA-S7-A7WM-01,TCGA-S7-A7WN-01,TCGA-S7-A7WP-01,TCGA-S7-A7WQ-01,TCGA-S7-A7WR-01,TCGA-S7-A7WU-01,TCGA-S7-A7WV-01,TCGA-S7-A7WW-01,TCGA-S7-A7WX-01,TCGA-S7-A7X0-01,TCGA-S7-A7X1-01,TCGA-S7-A7X2-01,TCGA-SA-A6C2-01,TCGA-SP-A6QH-01,TCGA-SP-A6QJ-01,TCGA-SR-A6MQ-01,TCGA-SR-A6MX-01,TCGA-SR-A6MY-01,TCGA-SR-A6MZ-01,TCGA-TT-A6YN-01,TCGA-W2-A7HC-01,TCGA-W2-A7HF-01,TCGA-WB-A80Q-01,TCGA-WB-A814-01,TCGA-WB-A815-01,TCGA-WB-A817-01,TCGA-WB-A818-01,TCGA-WB-A819-01,TCGA-WB-A81G-01,TCGA-WB-A81M-01,TCGA-WB-A81P-01,TCGA-WB-A81S-01,TCGA-WB-A81T-01,TCGA-WB-A81V-01,TCGA-WB-A81W-01
ABL1,4.8915,3.9127,4.0584,2.9507,3.8808,3.7072,4.1978,3.8461,4.3002,3.7335,3.2959,3.573,3.4102,4.162,3.7017,4.2965,3.7815,3.3379,3.3883,3.2826,3.9251,3.6566,3.4424,3.3177,3.9792,3.8798,3.7061,3.0163,3.6566,3.4894,3.9691,3.7464,3.8411,4.0136,3.7518,4.1186,3.3148,3.2988,4.5868,3.7269,2.7444,4.0584,3.7204,3.9645,4.3155,3.9608,3.7561,4.429,3.3105,3.8719,3.8847,3.9156,3.0978,3.2541,3.8147,3.4543,4.0858,4.0765,3.9599,3.6861,3.7688,3.831,4.3751,3.2707,3.5362,3.8886,4.1103,4.0875,3.8391,3.8431,4.706,4.1441,3.9974,3.6771,3.4971,3.652
ABL2,1.816,2.0844,1.8404,0.8164,1.5013,1.8524,1.5013,1.8996,2.7636,1.595,1.1577,1.3567,1.0222,1.7828,2.2019,2.4934,2.3019,2.3981,1.8801,1.9452,0.7832,1.3283,2.1925,1.5064,3.4596,0.7321,1.9111,1.196,2.0254,1.3225,1.6187,1.3735,1.5661,1.6234,1.6187,1.595,1.1382,0.9862,2.2268,2.5585,1.8036,2.2842,1.9415,1.7229,1.674,1.9822,1.4335,3.1377,0.7579,1.6327,1.5266,1.3901,1.2333,2.1047,1.2756,1.2815,2.6918,1.5709,2.2663,1.8604,2.0638,2.1476,1.9931,0.8082,1.2576,1.5563,1.4704,2.036,1.7954,2.0535,2.4727,2.004,1.8762,1.6281,1.2333,2.0776
ACAA1,4.9538,4.5528,4.1555,4.2488,4.6381,4.1883,4.7071,4.8243,4.0198,3.5803,4.5367,5.0527,4.5814,3.5645,3.3647,4.3786,4.0171,2.96,4.8269,4.8294,5.2192,4.837,4.352,5.1526,4.1939,4.5161,4.5754,3.4517,4.6047,5.6171,5.2396,4.2243,4.0558,4.4196,4.5243,4.5429,4.2714,5.2087,4.0824,4.4324,4.0705,4.0901,4.1236,3.5621,4.3681,3.5791,5.2044,5.0926,4.6938,4.8595,4.5832,4.3667,4.7258,4.4317,5.1293,4.9308,4.3492,4.5009,4.8793,4.9787,4.4263,4.2563,4.3541,4.8525,4.1228,4.3435,4.8028,4.4713,4.0696,4.4135,4.986,4.809,4.4848,4.84,5.0777,3.9194
ACACA,3.5803,4.1384,2.9966,2.4225,3.603,3.9571,4.0532,3.2885,2.8402,3.1311,2.1638,2.7594,3.0842,4.518,3.242,3.0706,4.1804,2.6624,4.0295,2.3953,3.5839,3.0893,3.453,1.8801,3.0411,2.5011,2.2931,1.9452,3.4713,2.5011,3.4907,2.5061,3.8208,3.831,2.7161,3.6725,2.9802,2.9544,2.3135,2.9262,2.9375,1.614,2.8994,3.0393,2.9186,3.5911,3.1228,2.7805,2.7847,3.772,3.0163,2.4492,3.3661,3.1129,2.167,3.1212,3.5287,3.5669,3.3759,3.5161,3.9421,3.7836,3.8177,2.971,2.9013,2.9637,3.9374,3.2267,3.9213,3.5994,3.668,2.5437,3.242,3.8481,3.0481,4.1571
ACACB,2.4908,3.091,2.6828,2.8137,2.2543,1.9564,2.5487,2.826,2.3366,2.7742,2.5536,2.0325,2.6161,1.7141,2.5011,2.9356,2.8502,2.8799,3.1475,2.7636,3.1797,3.7646,3.1327,1.7617,1.5415,2.8055,1.5415,1.683,2.8301,2.8402,3.2236,1.683,3.1377,2.7636,2.828,3.1475,2.2019,2.0004,1.0642,3.335,2.5948,2.6185,3.0757,3.6486,2.3677,3.2481,3.4224,1.5902,3.0808,2.8974,3.2811,1.9073,2.0465,2.4985,3.1604,1.9859,3.5486,3.4765,2.299,2.982,3.5982,2.667,4.2134,1.5366,3.1278,2.4675,3.6804,3.2174,2.6624,3.2405,2.6828,3.6646,3.8501,3.2034,2.043,2.9692
ACADL,-9.9658,-6.5064,-9.9658,-4.6082,-5.5735,-5.5735,-6.5064,-6.5064,-6.5064,-4.2934,-9.9658,-5.5735,-5.5735,-5.0116,-4.6082,-9.9658,-5.5735,-6.5064,-5.5735,-4.6082,-9.9658,-6.5064,-3.458,-9.9658,-6.5064,-6.5064,-9.9658,-5.0116,-5.0116,-2.9324,-2.7274,-4.035,-4.2934,-6.5064,-6.5064,-5.0116,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-4.6082,-6.5064,-3.458,-4.035,-9.9658,-5.5735,-6.5064,-4.6082,-5.0116,-5.0116,-3.1714,-2.9324,-4.2934,-4.035,-4.6082,-5.5735,-6.5064,-9.9658,-4.6082,-4.2934,-3.458,-6.5064,-6.5064,-0.7346,-5.5735,-5.5735,-6.5064,-4.2934,-4.2934,-9.9658
ACADM,4.8753,4.0445,3.7919,4.162,4.1482,3.5959,3.9626,3.6793,3.7539,4.5553,3.4183,2.3843,2.6208,4.3191,4.1027,3.3076,4.222,3.7593,4.5417,3.8198,4.2235,5.1486,4.9421,3.3883,3.8993,2.2082,3.4997,1.8201,2.9562,3.5312,3.7867,3.9774,3.5212,4.0109,4.3364,4.8861,4.3256,3.1195,3.3264,3.6555,3.7846,3.1523,4.0109,4.5663,4.2736,4.4081,4.6508,3.7867,4.2126,3.5584,4.391,4.222,3.3105,4.6177,3.1507,3.4088,3.8177,3.417,4.0748,4.4829,4.2958,3.644,3.8095,3.2328,4.445,4.701,5.5925,4.1211,4.2196,3.7836,3.6939,3.6737,3.7961,4.17,3.0585,3.5803
ACOX1,3.4424,3.8147,2.874,2.7379,3.7773,3.325,3.6359,3.5682,3.3364,3.245,3.1475,3.2002,3.9856,3.4277,3.5249,2.8502,3.668,3.6972,3.4291,3.6983,2.9929,3.154,3.5947,2.2175,3.4596,4.8355,2.5363,3.6054,3.3478,3.3221,3.7982,3.3759,3.7171,3.5486,2.3981,3.449,3.1653,3.907,2.7336,3.2602,3.1781,3.1261,2.8442,3.0944,2.6533,3.838,3.2929,2.9338,2.7721,3.2205,3.2127,1.8119,3.2915,3.4933,3.0585,3.5875,3.5387,3.4277,3.0927,3.3192,3.9774,3.3911,3.5994,4.518,2.6828,3.6042,3.4237,3.668,3.5212,3.1475,3.2752,3.6894,3.3163,3.6312,3.3336,3.8769
ACOX2,4.0662,4.3992,2.971,3.772,4.2965,4.4384,4.7176,5.0379,2.3816,3.6006,3.4224,3.7475,4.38,0.1124,3.6463,3.7226,4.7049,3.2251,4.5417,4.3335,3.603,4.3972,3.9654,4.1417,3.4958,4.5072,2.2573,3.2541,3.616,4.6358,1.105,4.1915,3.616,3.6136,3.1717,4.7154,3.7182,4.3999,3.2112,4.2751,2.8955,3.2405,4.4536,3.4156,2.5188,4.0127,4.7924,2.9488,3.8501,4.1644,3.4291,2.6579,4.5892,2.8034,3.773,4.6479,4.7971,3.6113,3.8818,4.0153,3.5461,4.856,4.9002,3.8739,3.5473,3.4116,4.1078,4.2381,4.0001,3.6405,4.857,3.74,4.9855,4.6606,4.9773,3.9156
ACOX3,2.376,3.1129,3.1491,2.043,2.3451,2.1345,2.4252,2.5585,2.6464,2.2051,3.0287,3.1426,2.9394,2.8502,2.59,2.9948,2.004,2.5338,2.7615,3.1045,2.1766,2.5731,2.9205,1.8363,2.1957,3.1145,2.5585,2.496,2.4306,2.8522,2.9167,2.7993,2.8034,2.8422,2.4412,2.6278,1.6604,2.7868,2.3019,2.872,2.9319,2.5852,1.6964,1.9895,2.4727,3.0446,2.6348,3.6242,2.2663,3.2018,2.4117,2.6185,2.9729,2.4675,3.0585,2.4623,2.8199,2.4198,2.2842,2.5707,2.5437,2.791,4.235,3.0995,2.4279,2.6302,2.6255,2.5876,3.2018,2.0878,2.93,2.826,2.7594,2.3677,2.9356,2.9109
ACSBG1,2.9655,-0.9971,-2.4659,-3.6259,0.3231,-3.3076,3.4517,-3.0469,-2.9324,-2.3884,-3.0469,-4.6082,-3.1714,-4.035,-1.6394,-2.9324,-1.2481,-3.816,0.6332,-5.5735,-3.3076,0.4761,-1.1488,-2.9324,0.1648,-3.816,-6.5064,-1.3921,-2.3884,-1.1488,0.7916,-3.816,-5.5735,-4.2934,-4.6082,-4.2934,-6.5064,-0.9686,-0.9406,-0.5125,-5.0116,-0.1993,-3.816,-1.7322,-2.7274,-4.6082,-1.1172,-0.8863,-1.9942,-2.1779,-4.2934,-0.1031,-4.035,-3.816,-5.5735,-2.3147,0.4233,2.376,-2.4659,2.0535,-4.2934,-1.1811,1.3956,-1.4699,-1.8836,-4.6082,-0.0277,-0.1504,-4.6082,1.4808,-2.7274,-3.6259,-3.3076,-2.1779,-2.7274,-3.6259
ACSBG2,-9.9658,-3.816,-4.6082,-4.6082,-9.9658,-9.9658,-6.5064,-3.816,-2.7274,-9.9658,-9.9658,-4.6082,-4.6082,-1.7809,-9.9658,-6.5064,-4.6082,-5.0116,-4.035,-9.9658,-4.2934,-9.9658,-4.6082,-4.6082,-9.9658,-9.9658,-9.9658,-4.6082,-4.2934,-2.9324,-4.6082,-9.9658,-3.816,-6.5064,-5.0116,-9.9658,-9.9658,-9.9658,-5.0116,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-3.6259,-5.0116,-5.0116,-6.5064,-4.6082,-9.9658,-9.9658,-4.035,-3.1714,-2.9324,-6.5064,-4.6082,-9.9658,-3.6259,-9.9658,-4.6082,-2.5479,-9.9658,-9.9658,-3.0469,-5.0116,-9.9658,-5.0116,-5.0116,-4.6082,-4.6082,-2.114,-5.0116,-3.816,-3.6259
ACSL1,4.0366,4.3335,4.4013,2.7336,4.0782,4.2892,4.322,4.1772,4.4067,3.9691,3.0199,3.1393,3.5399,4.2457,4.1708,3.7017,4.3104,3.9801,3.2929,4.2297,3.2096,4.2025,4.6843,4.1044,5.2407,3.4034,3.0944,2.8838,2.6783,3.907,2.9911,4.1506,4.652,4.1539,3.8033,4.2404,3.4778,3.4596,4.4397,4.3356,3.7475,4.4377,4.2358,3.5449,3.2915,4.1748,3.2737,5.862,3.6172,4.8861,3.9412,3.7149,4.1844,3.66,2.8321,4.1923,4.0127,3.9524,3.8481,4.0233,4.1684,4.0807,4.546,2.9167,4.3827,4.3814,4.4384,4.7247,4.0401,3.944,4.2103,3.7836,3.868,4.5268,3.7105,4.497
ACSL3,5.2828,4.849,4.215,3.5839,5.8701,4.4189,5.9706,4.0994,3.9983,4.248,3.3119,3.3759,2.5585,4.2721,4.6668,4.1376,5.0828,5.565,4.4108,5.0985,3.9792,4.4667,4.4713,3.8461,4.8798,1.4962,4.2877,2.2513,3.6393,3.0393,4.4887,4.4529,4.554,4.7666,4.0977,4.1828,3.1062,3.0074,5.8714,4.2818,3.9599,4.6877,4.9151,4.6491,4.1636,4.3869,3.0092,5.0896,3.8033,4.347,3.6428,4.0427,4.3793,4.3793,3.6184,4.2825,4.1111,3.0859,4.3876,4.5154,4.4176,5.3985,3.1344,3.38,4.1219,4.3306,4.5466,4.5293,4.506,3.7313,4.8405,4.3499,4.5717,4.656,3.8719,4.4263
ACSL4,4.7367,5.14,4.1136,3.9012,6.1125,5.014,5.3899,4.4842,4.0366,4.773,3.1475,3.6148,3.6254,2.9488,4.7688,3.9774,5.0211,4.6329,4.5632,4.5952,2.7721,4.435,5.3837,4.0994,5.1035,3.6646,3.5779,3.6172,4.0909,3.6725,4.3206,4.6719,4.774,4.8125,3.8749,4.2921,4.3944,3.402,5.22,4.4621,4.5479,4.3702,4.7913,3.8837,4.0627,4.8197,4.197,4.3278,4.7318,4.1716,4.245,3.8054,4.1708,4.1145,2.945,4.588,4.3024,3.222,4.2995,4.6999,4.8802,4.864,4.523,4.8679,3.4674,4.2533,4.7458,4.9672,4.8763,3.1637,4.4122,4.7507,4.6894,4.9093,4.1425,4.4713
ACSL5,2.3135,1.0779,1.1577,1.1706,0.7146,0.4552,1.7702,1.1833,1.614,1.4011,2.1606,0.2277,-1.5105,-1.2142,1.5465,1.1833,1.334,1.2147,0.4761,1.674,1.1641,0.2881,0.537,1.412,2.9071,-2.114,1.8879,0.0718,-2.0529,0.8327,-0.5125,0.8805,0.0014,0.4865,2.0218,1.6187,0.2881,0.4657,0.2642,1.2516,0.2522,1.6234,0.6517,0.5666,1.4228,0.688,1.6604,3.0393,1.7273,1.2875,1.46,1.8242,1.0503,1.2085,2.409,1.0711,0.517,1.2696,1.0573,1.3397,0.517,1.3623,0.4865,1.0007,1.1447,1.4065,1.0915,0.4233,1.5998,1.8801,-0.8599,1.674,0.7233,0.8961,0.3796,0.058
ACSL6,-1.6581,0.02245,-4.34215,-4.16655,-0.0617,0.7984500000000001,-0.8467,-0.63235,-2.5487,-3.86335,-4.5706,-1.6446500000000002,-1.2786,-4.0084,0.0185999999999997,-2.1112,0.3848500000000001,-3.951,-1.9654,-0.5206500000000001,-4.37555,-3.4476,-0.6209500000000001,-4.8568,1.5921500000000002,-0.5934000000000001,-5.02675,-3.8882,-1.0746999999999998,-0.44215,-0.5523500000000001,-0.8275000000000001,0.5691999999999999,0.1579000000000001,-4.63445,-1.0919,-1.6811,-1.98065,-0.3485500000000001,0.21885,-1.34095,-0.5922499999999999,-0.49435,-4.1926,-1.1599,-0.4902500000000001,-1.0589999999999995,-1.67575,-3.8726,0.2980499999999999,-3.86795,-5.20895,-0.7095,-1.6811,-5.57345,-0.4181000000000001,-3.62265,-3.1761,-3.4298,-0.8246500000000001,0.2764499999999998,-3.17725,0.6891500000000002,-4.3362,-4.27965,-1.4612500000000002,-0.98005,-3.00575,-0.4671499999999999,-2.01425,-0.0394499999999999,0.125,-1.23935,0.03875,-0.9376,1.2203000000000002
ACTA2,7.4798,6.8395,8.9507,6.1361,4.9951,6.1743,6.5016,5.8092,9.5067,7.2288,9.8921,5.9028,5.7682,7.1082,5.5844,9.7187,6.9959,5.6716,5.7304,7.9361,7.1674,6.1175,5.926,5.6938,6.0337,4.2088,9.0636,7.8543,3.7464,7.5394,4.5091,6.3361,5.9428,6.8271,8.0572,4.9928,5.0558,7.5702,6.0775,6.4699,4.8842,7.3218,5.5883,7.4192,8.4965,6.9674,6.9864,10.6502,9.0644,7.2354,8.4645,7.8607,7.6455,6.1928,11.6051,6.591,5.8045,5.9878,8.2129,7.4803,6.1123,7.5981,4.443,5.3765,7.7592,8.0169,7.0148,6.213,7.062,8.2336,4.3979,5.1107,7.8381,7.0609,7.6438,5.9839
ACTB,10.4654,9.8415,10.7216,9.5318,9.8433,10.0354,10.1648,10.1407,11.4069,9.6217,11.2365,10.3806,10.4654,9.736,10.0652,10.9126,10.115,10.15,9.8184,9.9748,9.492,10.0686,10.3832,11.0297,11.3484,11.1698,11.2801,10.9995,9.5132,10.3774,9.4546,10.2698,10.2223,10.1529,10.6005,9.5654,9.8318,10.9703,10.9247,10.1034,10.9893,10.7174,10.1021,10.191,10.6654,9.8371,10.2737,11.7968,10.6384,10.2856,10.5282,10.7313,10.2334,10.0939,11.9993,10.1226,10.1218,9.8225,10.8188,10.4673,9.5911,9.891,10.0836,11.5091,10.4867,10.3924,10.0422,9.2878,10.1598,9.9646,9.9302,10.2476,10.0768,9.4458,10.5211,9.7339
ACTG1,10.4364,9.7784,10.0681,9.8806,9.957,9.3919,10.3826,9.5417,10.0125,7.4156,9.8722,9.6102,8.8875,11.1076,9.5332,10.7713,9.3843,10.3611,9.6476,10.1791,9.0921,10.1922,9.9188,9.5019,11.06,8.6723,10.2115,8.9847,9.7642,9.5314,10.0399,9.7833,9.6767,10.2542,9.7139,9.9666,9.378,9.1179,11.4479,10.5506,9.9543,10.4803,10.0909,9.9131,10.0028,9.7225,10.0929,11.1343,9.5318,9.7797,10.6512,10.116,9.3721,10.6164,10.2305,9.1969,10.3051,7.7612,10.4385,9.9428,9.7625,9.1775,9.6574,9.4356,10.0231,9.3058,10.4395,9.2344,9.6319,9.05,9.563,10.4269,9.835,9.4728,9.5855,9.6461
ACVR1,4.306,4.0985,3.958,3.0498,4.3702,4.322,4.9449,3.5486,3.9709,5.6668,3.573,2.7721,2.8381,3.8601,4.468,4.3492,4.2773,3.8441,3.8983,4.1178,3.1572,4.1899,4.6742,3.865,3.8471,2.8178,3.2707,3.5212,3.6838,3.2811,3.5249,3.8798,4.5479,4.2958,3.8054,4.6077,5.7079,3.4543,4.0497,4.2343,3.4304,3.6669,4.3807,4.0207,3.907,4.1506,4.5129,4.1236,3.0944,3.7116,3.9487,3.5535,4.1069,3.5299,3.3293,3.6872,4.5705,2.8219,4.3903,3.4765,3.8239,4.1804,3.9829,2.9071,4.2009,4.6474,3.5449,4.0037,4.2906,4.079,4.0773,4.0109,4.5173,4.1772,3.4556,3.8481
ACVR1B,3.1507,4.6053,4.7115,4.935,4.6882,4.0383,2.6873,4.1812,3.6066,4.7121,4.6006,3.483,4.1261,5.1676,4.6977,4.4983,3.7335,3.9232,4.7635,3.7335,5.6343,5.1799,4.6927,3.2557,4.1812,4.8555,3.2405,3.7017,5.3992,3.5547,3.7898,3.8177,5.0828,4.8228,3.9147,6.0045,5.0566,4.034,3.867,4.5205,4.0064,2.8321,4.018,4.518,4.2936,4.943,5.373,3.2002,4.2781,4.2929,4.391,4.2936,4.2631,3.8218,3.2065,4.2578,4.855,4.8525,4.174,4.3737,4.8202,4.5868,5.2407,3.9636,4.2366,4.6571,4.4964,4.47,4.2593,4.844,4.851,4.8415,3.9965,4.6966,4.1652,4.7991
ACVR1C,2.0742,-3.458,-3.3076,-0.6873,3.0092,-0.0725,4.1628,-1.8836,-1.1488,0.1257,-2.114,-3.3076,-5.5735,3.0411,0.8568,-1.6394,0.434,1.3283,-3.6259,1.6187,-4.6082,1.5216,1.1706,0.5955,3.1653,-9.9658,-0.8339,1.7617,-6.5064,0.605,-4.035,-1.3183,-5.5735,-3.816,-0.013,0.7493,0.4125,-3.6259,0.7832,0.4447,1.4281,0.6608,-3.816,-2.3147,-2.8262,-2.5479,-1.4305,-2.3884,-3.0469,-2.6349,-0.7346,-1.6394,-2.6349,-3.816,-1.685,-2.114,-4.6082,-4.035,-4.2934,-0.8339,-1.7809,-4.2934,-2.6349,-4.2934,-0.4131,-2.8262,-2.4659,-5.5735,-1.8836,-0.2328,-1.8836,-2.9324,2.727,-3.458,-0.4921,0.2642
ACVR2A,2.296,2.0673,1.7744,1.1577,2.3193,1.9226,2.9525,1.1897,1.6785,2.236,1.5758,0.7321,1.2576,2.8877,2.5462,2.0707,1.9073,2.0218,1.5612,2.0979,1.5854,1.9415,2.93,1.8683,1.7185,0.3346,1.6187,1.1512,2.1925,2.0147,1.7617,1.7744,2.1862,2.0979,2.0147,2.667,1.9377,0.9642,0.7748,2.036,1.4281,2.0878,1.2516,2.1862,1.9034,2.4439,2.3193,0.8805,0.9862,1.8604,1.6558,1.9601,1.5661,1.177,1.5415,1.5366,2.3871,1.3454,1.8282,1.4441,2.5437,2.2813,2.2543,0.7146,1.8282,2.2051,1.4547,1.7446,1.9073,2.2482,2.5413,2.1894,2.0979,1.9638,1.3283,2.183
ACVR2B,0.605,1.105,0.6425,0.3231,0.688,1.4065,1.3167,0.044,-0.1031,1.7617,0.8805,-0.1828,0.7321,0.8082,0.044,1.3956,0.9642,-0.7346,0.9493,0.7748,1.8484,2.4279,0.0854,-0.1187,-0.0725,0.24,0.2029,-0.0574,1.2576,1.7053,1.9415,-0.1828,0.4552,1.614,0.8164,1.5709,1.7097,0.3796,0.1519,1.5366,0.1903,-0.5125,-0.5332,0.7321,1.2023,0.4447,1.4388,-0.5125,0.2277,0.8408,1.642,1.0573,0.4967,-0.2159,0.8647,0.8647,1.5661,2.3366,0.3573,0.5069,1.7097,1.0711,0.1124,0.1257,0.6608,-0.1993,1.3283,1.5661,-0.1993,1.9895,1.4011,1.6045,1.2271,1.196,0.7916,0.7832
ADAM17,2.5511,2.4779,2.2901,1.0151,1.4065,2.081,2.167,1.3956,3.0217,2.4544,1.2576,-0.2498,0.24,2.1894,2.3536,2.4279,2.2482,2.3788,1.7575,2.2931,1.4011,1.949,2.1147,1.3454,2.6208,-0.9686,1.3051,-0.1031,1.5661,0.7233,1.884,1.4174,1.8918,1.9226,2.167,2.6647,2.0218,-0.7346,2.1702,2.5137,1.3846,2.362,1.9226,2.3479,2.3677,2.1345,1.9034,2.5288,1.5366,1.7141,1.8201,1.9377,1.1382,1.9111,1.1117,1.0847,2.1476,2.1734,2.081,1.8404,2.0535,2.1213,1.8323,-1.0862,1.6649,1.196,2.0979,1.8036,2.0076,2.3423,1.9564,2.4386,2.233,2.1606,0.5666,1.9188
ADCY1,2.8137,1.9034,3.5982,2.376,5.4393,2.4571,3.4971,1.3846,0.8246,2.7551,2.9052,0.7321,0.9343,4.3534,2.5658,3.3842,2.2753,2.2019,2.1013,1.9452,1.1706,2.4439,2.5876,-1.2828,-0.5543,1.7532,2.2421,3.1781,3.4318,-0.0425,0.8408,-0.3022,-0.6643,1.674,2.694,3.6849,4.1094,0.8082,2.9109,2.2753,2.9875,1.3846,0.03,3.3407,3.2572,1.3051,4.178,0.8327,4.9364,2.0395,2.1925,2.9432,1.0503,2.9071,0.5763,1.0711,2.6738,2.3308,0.9191,1.4388,2.0147,1.2516,2.6984,2.6138,3.3842,3.7667,3.1556,-0.4521,0.0014,2.4571,0.3907,3.2174,2.8661,2.4857,0.537,2.0535
ADCY10,-6.5064,-2.8262,-3.3076,-5.0116,-4.035,-9.9658,-4.2934,-1.8836,-3.6259,-6.5064,-3.816,-1.8836,-4.035,-5.0116,-3.6259,-3.3076,-4.2934,-3.458,-5.0116,-3.816,-5.5735,-4.6082,-3.0469,-3.0469,-9.9658,-3.0469,-3.1714,-4.2934,-3.6259,-3.816,-4.035,-5.5735,-3.6259,-5.0116,-5.0116,-4.6082,-5.0116,-4.2934,-2.9324,-5.5735,-2.7274,-4.035,-5.5735,-5.5735,-4.035,-3.816,-6.5064,-4.2934,-3.0469,-6.5064,-4.6082,-2.6349,-4.035,-6.5064,-9.9658,-3.458,-4.035,-4.2934,-3.1714,-3.1714,-4.035,-5.0116,-1.4699,-4.035,-5.0116,-3.458,-4.6082,-4.035,-6.5064,-3.6259,-3.3076,-5.0116,-2.2447,-5.0116,-2.6349,-3.3076
ADCY2,3.1955,3.4197,3.9412,-0.9132,4.3527,3.1507,3.9608,2.5996,2.2391,3.6961,2.496,0.1648,3.0181,5.677,3.8471,4.0392,3.0127,4.734,4.2165,2.828,4.2111,3.795,-0.7346,2.9109,3.644,2.0878,3.5718,1.8564,3.1045,1.0503,2.0638,2.2113,1.6281,3.3787,3.6393,4.8151,0.4233,2.5462,3.0498,2.8799,3.2856,3.6042,2.8076,4.7077,3.506,3.5839,1.9149,1.0079,4.0515,3.4304,3.5312,4.0593,2.8877,2.2813,1.177,2.128,3.3177,2.9507,2.5852,0.9191,3.0893,4.2639,2.6873,2.2391,4.2781,3.3745,2.1247,3.7061,-0.1187,2.6302,2.6738,3.9431,2.8955,2.2391,2.9413,3.7518
ADCY3,5.0828,4.9973,4.225,2.9729,5.0601,3.9421,5.7277,4.706,4.7814,3.9865,5.425,3.0428,4.8074,3.0791,4.3723,4.958,4.3751,3.7367,3.055,5.2552,3.6136,3.4451,4.7714,4.0127,4.5838,3.4971,5.6713,5.0286,1.4174,4.2929,3.1112,4.5053,2.8681,5.1173,5.3851,3.9819,4.4848,2.9281,4.3917,4.6617,3.836,4.5466,3.9412,3.8269,4.0867,4.842,4.2862,4.9113,3.5111,4.84,4.4128,4.2258,4.6422,3.9883,6.3201,5.3555,3.1971,5.0131,4.9519,3.9938,3.8269,4.7165,5.496,3.1377,4.5497,3.1442,4.5632,4.7624,4.918,4.6905,2.4412,3.6219,3.6623,5.0951,3.8581,5.3719
ADCY4,3.6463,1.6045,2.4779,1.4494,1.9226,0.6608,2.5363,1.3167,2.7292,2.0844,3.833,0.688,0.4865,-0.0277,0.7832,3.1129,1.6281,0.7664,0.679,2.496,1.3679,1.0711,1.412,3.4331,2.236,0.5271,3.1442,1.4174,-1.0262,2.3337,-0.5332,1.8036,1.5266,1.7141,3.7028,2.3981,0.8408,2.0878,0.5271,2.2299,0.7999,1.6327,1.1382,2.2175,2.872,1.4065,2.8076,2.8701,2.8462,2.2268,3.8983,3.1294,1.9264,2.0776,4.845,2.0395,1.5514,3.2251,1.9149,1.7532,1.7403,2.2901,1.5216,3.5547,2.7029,2.5388,1.7744,0.547,1.7229,3.1212,0.03,2.6441,1.8643,1.8404,2.081,1.9786
ADCY5,2.3871,0.0158,0.5763,0.1124,3.3464,1.1382,2.824,-0.0574,0.7321,2.4701,1.7229,-1.3548,-0.8863,-0.5756,1.2455,1.6604,0.1388,-0.6643,1.0151,-1.6394,1.125,2.2175,1.2815,-0.4921,-0.9971,0.2881,0.8568,0.5859,-0.013,-0.7834,0.1519,0.044,-0.7834,-0.1504,1.0007,2.6873,1.8444,0.6969,0.2998,0.4657,-1.5105,2.0535,0.4447,1.0079,1.0915,0.4016,1.6466,1.8282,0.8488,0.058,2.3816,1.8201,0.9343,1.6374,3.74,0.4865,1.9564,1.5216,-0.2159,0.4125,-0.3022,0.4657,1.5612,2.2113,1.0363,-0.4325,0.7407,0.2762,0.8488,1.2756,0.3573,2.8562,0.4552,0.9419,0.5271,0.7664
