gene_name,TCGA-P8-A5KC-01,TCGA-P8-A5KD-01,TCGA-P8-A6RX-01,TCGA-P8-A6RY-01,TCGA-PR-A5PF-01,TCGA-PR-A5PG-01,TCGA-PR-A5PH-01,TCGA-QR-A6GO-01,TCGA-QR-A6GT-01,TCGA-QR-A6GU-01,TCGA-QR-A6GZ-01,TCGA-QR-A6H2-01,TCGA-QR-A70W-01,TCGA-QT-A5XJ-01,TCGA-QT-A5XK-01,TCGA-QT-A5XL-01,TCGA-QT-A5XM-01,TCGA-QT-A5XN-01,TCGA-QT-A5XO-01,TCGA-QT-A5XP-01,TCGA-QT-A69Q-01,TCGA-QT-A7U0-01,TCGA-RT-A6Y9-01,TCGA-RT-A6YA-01,TCGA-RT-A6YC-01,TCGA-RW-A67V-01,TCGA-RW-A67X-01,TCGA-RW-A680-01,TCGA-RW-A681-01,TCGA-RW-A685-01,TCGA-RW-A688-01,TCGA-RW-A689-01,TCGA-RW-A68A-01,TCGA-RW-A68B-01,TCGA-RW-A68C-01,TCGA-RW-A68D-01,TCGA-RW-A68F-01,TCGA-RW-A68G-01,TCGA-RW-A8AZ-01,TCGA-RX-A8JQ-01,TCGA-S7-A7WL-01,TCGA-S7-A7WM-01,TCGA-S7-A7WN-01,TCGA-S7-A7WP-01,TCGA-S7-A7WQ-01,TCGA-S7-A7WR-01,TCGA-S7-A7WU-01,TCGA-S7-A7WV-01,TCGA-S7-A7WW-01,TCGA-S7-A7WX-01,TCGA-S7-A7X0-01,TCGA-S7-A7X1-01,TCGA-S7-A7X2-01,TCGA-SA-A6C2-01,TCGA-SP-A6QH-01,TCGA-SP-A6QJ-01,TCGA-SR-A6MQ-01,TCGA-SR-A6MX-01,TCGA-SR-A6MY-01,TCGA-SR-A6MZ-01,TCGA-TT-A6YN-01,TCGA-W2-A7HC-01,TCGA-W2-A7HF-01,TCGA-WB-A80Q-01,TCGA-WB-A814-01,TCGA-WB-A815-01,TCGA-WB-A817-01,TCGA-WB-A818-01,TCGA-WB-A819-01,TCGA-WB-A81G-01,TCGA-WB-A81M-01,TCGA-WB-A81P-01,TCGA-WB-A81S-01,TCGA-WB-A81T-01,TCGA-WB-A81V-01,TCGA-WB-A81W-01
SOX2,2.3677,-2.7274,-1.1172,-3.816,-4.6082,-9.9658,-6.5064,-4.2934,1.4228,-3.1714,-1.0262,2.0325,-3.6259,-6.5064,-3.1714,-3.6259,-2.9324,-5.5735,-0.4719,-6.5064,-3.1714,-0.4521,-1.3921,-3.0469,-1.3183,-5.0116,-0.5332,-2.7274,3.6737,0.8488,-0.1504,-1.8314,-1.4699,-4.6082,0.3115,2.2872,-0.9971,0.044,-4.6082,-1.2142,-3.6259,-1.9379,-4.2934,-1.7322,-6.5064,-2.5479,-2.114,-1.5105,0.4125,-4.2934,-3.3076,0.346,-5.5735,-9.9658,-6.5064,-5.5735,-1.3183,0.3231,-5.5735,-1.7809,-9.9658,-2.4659,1.3623,-4.6082,-1.3183,3.3061,-2.114,-0.5756,-3.3076,0.8327,0.7493,0.24,-2.1779,-3.6259,0.0158,-9.9658
SOX9,3.3407,3.5754,1.4441,2.2901,-1.2828,3.5274,2.9469,-0.4921,-0.0877,1.3956,-1.5522,-2.3884,1.7185,0.7748,2.1734,-3.458,1.595,2.0742,2.3135,1.7273,-5.5735,1.1316,4.8983,5.4094,4.943,-4.035,0.9191,-5.5735,-3.816,0.8647,-3.458,3.4661,-1.685,0.3796,0.3685,1.177,3.4881,-0.2328,-5.0116,2.1766,-1.9379,4.8978,3.4791,-1.3921,2.824,2.128,3.728,0.2762,0.7407,2.7314,0.7748,1.412,2.824,-0.2845,1.7617,3.9118,4.284,-3.3076,3.5174,2.7889,2.0707,-0.013,-3.0469,3.8095,-0.1828,2.0776,-1.3921,1.0433,1.1833,-2.8262,-3.458,4.2601,3.8521,2.9929,0.346,0.7916
SP1,3.6509,2.9875,3.2112,2.4279,2.6895,2.5363,2.8622,2.4597,3.2632,3.1145,2.7951,1.8119,2.4386,2.3843,2.6067,3.5161,2.5087,2.299,3.4048,2.5388,3.3703,3.773,2.6783,1.9675,3.2205,2.7636,2.9488,2.2421,3.1458,2.4649,2.8877,2.2175,3.0533,2.7868,3.325,3.8013,2.3536,2.5263,3.2359,3.4331,2.3536,2.4518,2.0254,3.5935,3.3321,2.4934,2.9637,2.667,2.7615,2.3536,3.5387,2.8877,1.8242,3.4958,3.7453,2.2452,3.2496,3.0305,2.5731,3.1765,3.1588,2.3788,3.2572,2.676,3.2251,3.0163,3.208,2.7379,2.0912,3.2752,3.8013,3.2647,3.345,2.8137,2.4412,2.5924
SPHK1,1.4335,0.5859,2.6828,-0.7346,0.4447,-1.1488,0.5763,1.7995,4.2684,-0.2845,1.7702,-0.2845,-0.7834,-0.5332,0.4125,3.453,0.4447,2.1702,-0.4325,0.7832,-0.4921,-0.1993,2.4597,3.0688,3.483,-1.5951,2.1925,0.8246,-2.5479,-0.013,-0.394,-0.0425,-0.2845,0.0718,2.004,-0.2671,-1.1488,-0.1345,2.1766,0.7579,-0.5332,2.727,1.2023,0.5955,2.9356,-0.013,0.3796,5.9367,0.8883,1.1382,1.8722,1.3567,1.2516,-0.3022,1.3511,-0.7108,0.0854,2.6533,1.8762,0.688,-0.0877,0.7916,-0.3566,-0.3566,1.2756,-0.0277,1.1117,-0.3383,0.03,0.8961,-1.6394,-0.5973,0.2277,0.3907,-1.5105,-0.394
SPHK2,3.5299,3.9487,2.685,2.5437,3.074,3.6428,3.8739,3.3689,3.1393,2.9875,2.2082,3.0688,2.6895,3.5187,3.0515,2.9338,3.1717,2.6302,2.4035,3.4344,2.7594,2.9394,2.5313,1.766,2.2842,2.3926,2.578,1.934,3.4648,2.5683,3.705,2.8542,4.6702,3.3842,2.2113,3.8269,3.0481,1.6234,3.0217,2.727,2.9802,3.055,3.4007,2.667,2.3981,3.5766,2.5188,2.2872,2.7095,3.2435,2.7183,2.7508,3.421,4.197,2.5338,2.982,2.9729,3.6725,3.1426,3.9412,3.6054,3.5535,4.1595,2.0742,3.0323,3.1079,3.5212,3.3619,3.6691,3.4661,3.5174,3.5086,2.7487,3.5621,3.1261,3.5633
SPOP,4.853,4.7971,4.9709,4.2847,4.9127,4.5778,4.6468,3.9883,4.842,4.6089,4.3082,3.8739,3.5399,5.5435,4.4344,4.9782,4.6047,4.4304,4.6106,4.3162,4.5374,4.5736,4.6854,3.1572,4.3234,3.7699,3.8105,3.6737,5.0584,3.2112,4.3667,4.182,4.5386,4.5429,4.0782,5.2877,4.4529,3.5682,3.6961,4.4088,4.2526,3.9543,3.8611,4.5892,4.4836,4.9284,4.5632,4.067,4.2064,4.4135,4.9547,4.3555,4.3371,4.3306,4.5336,4.0662,4.6877,5.2384,4.7198,4.3263,4.6685,4.366,4.7044,3.5621,4.5098,4.6525,4.1094,4.6071,4.9284,5.0756,4.373,4.7225,3.8023,4.4549,4.0926,4.8992
SPOPL,2.5036,3.0252,1.177,1.9073,2.6441,2.2206,2.4831,1.8119,1.5612,1.9712,0.8726,0.7493,1.1577,2.7205,2.7657,1.7141,2.4439,2.4171,2.2051,2.6579,1.6187,2.5036,2.5487,1.6187,2.9581,-0.8084,1.0151,0.0014,1.9786,1.6604,2.2113,2.128,2.1957,2.2237,1.46,2.3077,1.5316,0.6517,1.6695,2.7336,2.3394,2.4412,2.0604,1.7185,1.8078,2.9148,2.0147,1.614,1.5612,2.0569,1.8722,1.4652,1.8036,1.9415,1.2875,1.7575,2.5536,1.9034,2.2391,1.8119,2.7227,2.3898,2.6019,0.058,1.3901,1.6281,1.5266,2.6418,2.7572,1.8683,2.4008,2.3649,2.8219,2.4439,1.6281,2.2813
SPP1,2.5112,4.2951,4.9677,1.5266,1.6466,1.2875,-3.3076,4.4739,10.1186,1.0079,2.8381,3.1955,0.8164,4.706,0.24,6.8097,3.7475,3.6894,3.4424,8.3747,-0.8863,5.3187,3.7116,2.6602,7.8895,-0.3752,9.071,4.5778,1.2516,4.9279,4.0952,3.8944,0.4016,1.7532,6.9264,-2.114,2.0742,0.2522,5.2365,3.6312,2.9984,5.1433,3.3911,4.5856,8.3232,1.4911,0.9038,10.766,6.0777,3.865,1.0915,6.0553,5.6531,0.9935,-1.5105,2.2051,4.5565,5.4826,1.9749,3.551,4.3765,4.2126,5.0968,-3.458,6.5195,0.058,1.8444,3.6382,1.6093,3.9403,1.2455,1.2333,3.3148,3.8847,-1.5522,4.8059
SRC,2.9167,3.573,3.7518,3.5887,3.3321,3.4371,3.2722,3.7971,3.6184,4.3148,3.5863,3.3393,2.9911,4.7955,4.7415,3.9374,3.7182,3.6725,3.8501,3.4007,4.1145,3.4622,3.5971,5.1985,3.9384,3.1045,3.1145,3.3148,2.6255,4.2563,2.9338,3.6301,4.061,3.2959,4.1194,3.8621,3.869,4.2412,2.7615,3.9838,3.2587,3.868,3.3577,3.6994,3.4569,3.7919,3.8749,3.3003,3.3563,3.5262,3.5682,2.9413,4.5862,4.4377,3.027,3.9232,4.3017,3.2929,3.3787,4.1852,3.4384,2.874,4.3198,1.8242,3.9865,4.3428,4.4542,3.6509,4.0153,4.2743,3.6669,4.5192,4.3097,3.9847,3.4143,4.2929
SREBF1,5.9011,6.7162,5.5744,3.6804,5.2736,5.3118,5.7528,6.8755,3.837,4.8545,5.1823,5.0005,5.558,4.9241,6.1096,5.3363,6.4923,5.6571,6.9161,5.0781,5.8087,5.9823,4.6983,6.1607,5.6868,6.2839,5.2157,2.9262,3.2959,5.24,7.1188,5.2346,4.9964,6.6989,5.1388,6.3697,4.5299,5.7393,6.1054,5.9064,4.3421,5.0479,6.1192,6.6068,5.3716,5.3965,4.3827,5.3198,4.1907,5.9741,5.5157,4.9199,5.9533,6.9364,3.835,6.3352,5.5135,4.5862,6.7057,7.4248,6.0106,6.0025,5.7474,5.9517,5.812,5.5138,6.1532,5.6605,5.9244,2.7847,6.6895,5.1716,6.9311,5.9912,6.6778,5.2698
SRF,3.8621,3.7741,3.6623,2.5828,3.483,3.5362,3.9608,4.1368,4.3646,2.7742,3.7453,3.6771,3.3076,3.5608,3.1701,4.3562,3.1393,4.7714,3.2737,3.2018,3.335,3.3563,3.5621,3.7017,4.9542,3.0774,4.0189,2.93,3.2811,3.0842,3.991,3.6136,3.335,3.2127,3.4318,3.4398,2.9167,3.3675,5.0751,3.8157,4.5675,4.5117,3.4674,2.8562,3.3061,3.74,3.4424,4.8753,3.2677,3.4713,3.9356,3.7061,3.0876,3.8511,4.001,3.1637,4.5336,3.5754,4.3702,3.5621,3.3814,3.4543,3.4674,2.9929,3.2572,3.6939,3.7193,3.2541,3.3364,3.5009,4.1392,3.8064,3.4635,3.0199,3.3535,3.2002
SRSF1,6.2983,6.1975,5.3477,5.2289,6.1552,6.0983,6.3526,6.0488,5.5469,5.4973,5.1688,5.2987,5.8182,6.4443,5.95,5.6082,5.8851,6.2976,6.0849,5.8314,5.4751,6.0674,6.3201,5.497,6.5116,5.9486,5.1297,5.0549,6.0531,5.9507,6.0166,5.9637,5.6955,6.2698,5.5907,5.7134,5.6212,5.764,6.3383,6.1127,5.5993,6.0614,5.6642,5.565,5.6846,6.0964,6.0253,5.4539,5.4016,5.8719,5.6775,5.5097,5.72,6.0016,5.7345,5.9151,6.2422,5.4751,5.9503,5.9088,6.4291,5.9343,6.1219,5.774,5.6888,5.8395,5.8289,6.0678,5.9023,5.784,6.2915,6.119,6.2182,5.8861,5.8907,6.3625
SST,12.8239,7.9348,5.605,2.9394,9.7204,-0.1187,9.2281,8.5541,-3.816,1.7097,2.328,1.2576,0.4967,2.7972,-2.5479,2.6783,5.6091,1.1706,5.1102,5.7759,3.6136,5.8284,8.9093,9.7136,3.4791,3.794,2.9488,3.2158,-0.9406,6.5054,-4.6082,5.6144,-2.0529,-2.5479,1.642,0.346,-0.9406,14.1643,16.127,1.9527,0.0718,7.3779,12.1845,3.2826,-0.7108,-0.7108,9.6344,8.04,-0.9971,1.46,8.4763,0.8408,4.7394,0.4016,6.5601,10.978,2.2513,-4.2934,0.5955,6.733,1.1184,5.5027,0.6517,12.1471,1.5465,10.1098,5.2601,5.0623,8.3139,-3.816,5.6505,10.0475,6.1056,8.9956,6.0246,2.0004
SSTR1,-1.1488,2.3135,3.309,-2.3147,3.3435,5.3583,-0.4521,0.9642,-5.5735,-0.1665,0.1519,-2.4659,0.3231,5.6871,2.409,2.7487,3.8013,2.3816,1.9786,5.6534,-2.3884,-4.6082,-1.9942,3.5887,1.0433,-5.0116,2.7401,-9.9658,-6.5064,1.6964,4.5205,4.0875,0.5069,4.0807,3.4464,-2.5479,0.679,-1.3183,-1.5522,4.2343,2.6441,0.6145,5.327,0.044,1.8282,-0.3383,0.1124,-0.8339,-0.4131,2.7721,3.4088,3.4661,4.0331,-0.3201,-2.3884,2.7508,2.4727,-2.9324,-1.4305,3.345,2.9224,3.6509,0.3685,-5.0116,-1.7322,0.3907,-1.8836,4.3786,3.8228,1.0222,-1.8314,0.8961,5.2064,1.46,1.9073,3.3897
SSTR2,4.3506,1.9895,-0.2159,1.0433,4.8734,1.3109,5.1297,4.1261,3.2496,2.8936,0.2642,4.2001,2.8442,1.3283,2.2931,1.8879,4.0144,0.7407,1.692,2.4701,0.9419,1.1577,2.9394,2.1702,5.7634,2.6325,0.2277,3.5174,1.9895,2.59,0.7493,3.2885,2.4063,2.4831,1.7185,0.4967,-3.3076,2.4279,4.2111,0.3115,-1.6394,1.2455,1.1184,0.3231,0.4761,0.9862,-1.5951,0.7493,4.3119,4.0662,1.6374,0.1257,2.828,-1.2142,-0.5125,2.5972,0.2522,3.3521,2.3423,0.8647,3.3869,3.7794,0.8488,2.6738,1.6964,5.0054,3.4817,3.0876,1.9601,2.5731,4.2404,-1.4305,2.3926,3.1344,2.3164,2.2237
SSTR5,-9.9658,-9.9658,1.1184,1.6466,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.8314,-2.7274,-9.9658,5.3961,-9.9658,-2.3884,-5.5735,-9.9658,-2.1779,-9.9658,-9.9658,-3.458,0.5568,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-3.816,-1.9379,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-2.0529,-5.0116,3.6006,-5.5735,-2.3884,-4.6082,-5.5735,-4.2934,-3.816,-4.6082,-9.9658,-9.9658,-9.9658,-1.2481,-6.5064,-9.9658,-9.9658,-9.9658,-0.6643,-3.0469,-2.9324,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.9324,-5.5735,-6.5064
STAM,3.7094,3.6254,2.7444,3.1955,3.6983,3.4007,3.5935,3.2677,2.7847,3.2856,2.2783,2.826,2.5213,3.9874,3.6497,2.9802,4.3249,2.9469,3.4765,3.5535,3.8198,3.5572,3.6486,2.826,2.791,2.3048,2.5363,2.1345,3.9099,2.6371,3.0498,3.3506,3.7345,4.2434,3.0428,3.8085,3.4061,2.8055,2.7594,3.0842,2.7336,2.5756,2.8916,3.8044,2.9562,3.8591,3.3535,2.3337,2.8819,3.2236,3.3717,2.9243,3.0376,3.4945,2.0776,3.2389,3.9204,3.2662,3.0358,3.644,3.7367,3.3506,3.136,3.3993,3.1797,3.6405,3.7464,3.6532,3.309,3.3563,4.5091,4.3569,3.4464,3.5994,2.3451,3.5035
STAM2,2.8502,3.3842,2.3788,1.9968,3.0376,2.9655,2.9948,2.6464,2.1213,2.872,2.1013,2.0844,2.2543,3.2617,3.1924,2.3649,3.2752,3.2737,3.0602,3.1212,2.8582,3.2267,3.4687,2.1114,2.8096,1.4281,1.7912,1.5216,3.4971,2.4225,2.8178,3.0056,2.9243,2.909,2.4359,2.8974,2.4908,1.8957,2.1345,3.0199,2.8661,2.3953,2.7073,2.8137,3.2662,3.3307,2.6418,2.05,2.6278,2.7357,2.362,2.043,2.4623,3.309,1.8484,2.4252,3.2236,2.0979,2.676,2.6464,3.3492,2.7951,3.002,2.0254,2.6441,2.6579,2.971,3.0688,3.0181,2.7889,3.6737,3.1311,3.1261,3.1327,2.4279,3.1844
STAT1,4.3737,6.4456,5.0157,4.7138,4.9313,5.9709,3.8411,4.9412,4.8665,4.859,3.9856,5.0095,3.3521,3.9883,6.3896,4.2541,5.8332,5.2246,5.4689,5.8458,4.0304,4.8954,5.1918,3.7215,5.7447,2.0465,4.4516,4.2714,4.3716,4.652,5.1946,5.2377,4.9364,4.594,4.4836,6.6227,6.1081,3.0002,3.6983,4.975,7.2253,4.8535,5.1392,4.447,5.6639,5.5355,3.6657,4.47,3.8935,5.7916,4.5299,4.9327,6.6509,4.8684,3.002,4.8167,5.0717,3.7741,5.9837,6.3429,5.1922,6.2428,4.2646,2.1925,4.1555,4.0366,4.3527,5.9267,7.432,4.5148,5.7648,4.8192,4.8719,6.3022,3.8847,5.7271
STAT2,4.5934,5.2653,4.5491,4.1923,4.1595,4.1764,4.3786,3.9393,4.4142,4.4074,3.8818,3.6324,4.1692,5.1656,4.834,4.5154,4.6136,4.5583,4.6781,4.3321,4.7345,4.8228,4.6815,3.793,4.9769,3.5633,4.0867,3.506,4.9084,4.6938,4.7203,4.4549,4.7231,4.6736,4.0313,5.9486,4.3555,3.6509,3.9737,4.4719,5.126,4.2001,4.2025,4.2289,4.8778,5.3053,4.9416,4.6781,4.3534,4.85,4.6433,3.9774,4.8095,4.2601,4.1178,4.3492,5.1425,4.701,4.8625,5.709,5.1152,4.9189,5.3071,2.8582,4.1285,4.2095,4.0926,4.7077,5.3445,4.3716,4.9764,5.0,5.1148,5.2991,3.9308,5.0648
STAT3,5.1688,5.6617,5.5258,4.1186,5.0892,4.9887,4.9355,4.9737,6.3763,5.0558,4.5002,4.3534,3.9617,5.7271,4.8699,5.4986,5.2423,5.0549,5.0374,4.1954,4.7312,4.8575,5.6571,4.5136,6.2277,3.6089,5.1768,4.4842,4.8177,3.6861,4.0782,4.1986,4.9021,5.0862,4.9393,4.7991,4.9141,4.1376,6.0832,5.4539,4.0278,4.7214,5.3118,5.0985,5.5871,5.5426,4.8319,5.7372,4.6041,5.0286,4.8944,4.5448,4.7426,5.1571,4.6341,4.5098,5.0717,4.7044,5.2563,5.0313,5.4074,5.2138,4.7882,3.793,4.851,5.022,5.2434,4.1652,5.1538,5.0041,5.6136,4.3249,4.3184,5.2468,4.0593,5.3122
STAT4,-0.5543,4.4088,-0.1031,1.2756,-0.9132,3.5174,-0.6873,4.6154,-0.5125,1.4704,-1.685,0.9493,3.2205,-0.5973,4.3177,0.5568,4.3148,1.5758,2.5707,2.1313,0.0014,-0.1504,2.05,1.5013,4.0867,-2.6349,-1.4305,0.1519,1.7403,4.5367,3.8167,2.8994,-0.8084,-0.7346,0.3115,2.167,0.1388,1.6604,-0.9406,2.7572,-0.1187,3.6172,2.2144,0.2642,-0.394,4.1994,2.7249,2.4008,-1.9942,3.5572,1.6234,-1.2481,2.8622,2.7051,0.434,4.0427,4.2048,1.3735,2.7465,1.9527,3.8249,4.1343,2.3394,-0.4325,-1.0559,-0.2498,0.7058,4.3583,1.6604,0.2277,-1.4305,2.081,2.5313,4.1244,1.4441,3.8983
STAT5A,3.3278,4.3702,2.6984,2.828,3.9956,5.0264,4.0304,3.5461,2.5188,1.1897,2.5852,2.7007,3.4622,2.59,3.9127,2.8916,4.4108,3.345,4.0994,2.3732,3.8739,1.7954,1.8282,2.7292,3.245,2.3981,2.6738,-0.013,2.328,2.7161,2.9032,2.8701,3.5262,3.2049,3.0944,3.3047,1.4859,3.1892,2.4171,2.9032,3.0428,2.3871,3.245,2.0254,2.6624,4.711,3.2796,3.8925,3.0411,4.248,3.0358,2.93,4.067,3.6497,3.4765,3.3407,3.981,1.5514,4.0037,4.4216,4.5693,3.9792,4.067,3.0481,2.4008,3.5982,2.9802,2.7551,4.4463,1.9264,3.2313,2.5137,3.1829,3.795,2.7379,3.8239
STAT5B,4.7856,4.835,4.1531,4.0969,5.0444,4.5784,5.0242,4.499,3.8581,3.4556,3.7182,3.3787,4.2958,3.793,4.597,4.3133,4.9896,3.9346,4.8575,3.6916,4.7613,3.7518,4.4575,3.3911,5.3162,3.5669,3.7226,3.1844,4.6691,3.6148,3.6804,3.623,4.0541,4.2266,4.1161,4.2825,3.7603,4.2266,4.6832,4.3413,3.8719,3.716,4.0001,3.7794,3.9534,5.6597,4.7121,4.0251,4.1962,4.6679,4.3889,3.6669,4.2781,4.1923,4.1692,4.5009,4.4223,4.1994,4.2056,4.5255,5.2091,4.7981,4.7924,4.5305,3.7699,4.9346,4.352,3.6497,4.951,4.0739,4.5199,4.1285,3.8621,4.7192,4.2457,5.4273
STAT6,4.6759,4.976,3.3032,4.8146,3.8827,4.6154,3.4156,4.9677,4.4739,2.667,4.958,2.2842,4.9472,2.0946,5.0189,4.1852,4.8724,4.4277,5.1161,4.533,3.309,4.49,5.2969,2.7465,5.7323,4.1433,5.0009,3.5287,2.8137,4.6171,4.0082,4.6894,4.9996,5.1478,4.8289,2.4225,4.7088,4.5009,4.3965,5.0972,4.741,4.5784,4.4149,4.5874,4.8182,4.1061,5.7544,5.0841,4.4324,5.2969,5.1268,4.7033,4.3917,5.6197,5.756,5.4162,5.3618,3.38,4.9108,5.3031,5.213,4.9486,5.6505,4.1228,5.1244,4.9915,4.3597,4.8289,5.2153,4.85,4.9709,5.5787,5.3544,5.6941,4.812,2.3536
STEAP3,5.5835,4.2661,4.5934,3.5559,4.546,4.722,5.0153,4.0558,4.2196,5.3572,4.5305,0.679,3.2096,2.1925,3.47,5.4202,4.425,4.1294,4.1852,4.6288,4.5161,6.1954,3.2647,4.4608,4.2728,4.841,5.0488,4.3299,1.0079,2.2783,0.8488,4.1636,4.783,4.3349,4.9695,3.0038,3.4424,3.9929,5.3674,5.4307,4.2706,2.7551,4.9122,5.9006,4.5028,4.4337,2.0325,4.7115,4.4149,4.2289,5.0023,3.8551,3.991,4.1103,2.6805,3.4048,4.5336,4.3328,3.6066,3.3731,4.6594,3.2096,4.8084,4.3848,5.6722,4.1612,5.9773,4.5766,3.4726,5.2273,3.9728,2.1574,5.3053,4.3213,3.3017,4.5129
STIM1,4.9951,5.6651,4.1571,3.2096,4.9869,5.3534,4.7751,4.5856,5.0086,4.2158,3.6838,3.7688,3.8431,5.1461,5.3681,3.8461,4.9801,4.1027,4.6376,4.8028,4.8028,3.7345,4.6657,3.0199,4.0977,3.8541,3.6804,4.66,4.3972,3.9002,4.6742,4.6508,4.5104,5.0153,3.9838,3.7507,4.0515,3.0002,5.3327,4.8218,4.7115,4.3541,4.835,4.38,4.0287,4.986,3.417,4.208,3.1195,4.8187,3.869,4.1011,4.5886,5.2739,4.3285,3.9765,4.8299,5.3879,4.6543,4.3002,5.2765,5.1219,5.2706,4.1053,4.0636,4.0909,4.6242,4.9397,4.9746,5.2991,4.0952,4.711,4.9533,5.2138,3.3869,5.0184
STIM2,3.6417,3.8147,2.2421,1.9564,3.335,2.876,4.2088,3.0038,2.9984,2.5948,2.5087,2.9525,3.3192,4.0926,3.002,2.9966,3.245,3.3717,2.5288,3.2959,1.9111,2.167,3.6771,2.6208,2.9032,3.5224,2.1957,2.5011,3.4264,3.7028,2.7401,3.1344,3.2389,2.8381,2.651,3.8944,2.8117,2.8117,2.9032,3.0234,2.5363,2.8522,3.2796,2.2663,2.5338,4.1756,3.3717,2.8321,2.6693,3.0619,3.0978,2.7422,3.0446,2.3135,2.9765,3.2297,3.1701,3.6635,2.8661,3.3993,3.6486,3.6691,3.9327,3.3003,2.1378,2.8994,2.2753,3.0585,3.3003,3.2112,3.5399,3.1442,3.3647,3.6018,2.4805,3.4778
STING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STK11,4.4337,4.6112,4.8871,4.2699,4.3972,4.3646,4.4706,4.9477,4.5154,4.3169,5.0041,5.3292,4.6747,5.0934,4.4951,4.9122,4.2025,4.7919,4.5485,4.5826,4.641,4.5583,4.5723,5.8878,4.5405,4.6508,4.9322,4.5349,5.3565,4.5491,4.6691,4.7323,4.8355,4.6059,5.1449,4.706,4.6966,4.1531,3.9737,4.5436,4.3876,4.9194,4.4751,5.4087,5.1186,4.5411,4.843,4.3883,4.9482,4.8812,4.8182,5.1895,4.8228,5.0579,5.3488,4.8207,4.9294,4.8022,4.4816,4.9723,4.3126,4.4673,5.1165,4.4803,4.7629,5.2906,4.6809,4.8187,4.7613,4.5886,5.1887,4.5034,5.2169,4.5784,5.0743,4.4437
STK3,2.4252,1.7489,1.674,1.816,1.7009,1.4228,2.3077,1.2516,3.1011,1.9073,1.412,0.688,0.679,2.2452,1.0711,2.2175,1.6281,1.3511,1.5758,1.9749,1.4756,1.2815,1.3225,1.0151,2.676,0.3231,1.3679,1.2636,1.3901,1.2271,1.2209,1.2636,0.8568,1.5366,1.6281,1.5998,1.0915,1.1706,1.8879,1.8722,1.6558,1.4335,1.8564,1.0222,1.9073,1.3567,1.2394,2.2237,1.8604,1.4335,1.614,1.3511,1.3454,2.0325,2.4727,0.9419,0.9642,1.3567,1.4962,1.6327,1.4228,1.884,1.412,0.346,1.2394,1.6512,1.692,1.4281,2.0569,1.884,1.8484,2.0604,1.6695,1.5415,1.2023,1.4962
STK4,2.7889,3.3814,2.1798,2.2813,3.0757,2.6185,2.9655,2.982,2.3926,2.2723,1.9111,2.0638,2.8422,2.3222,3.034,2.0465,3.1507,2.9637,2.9224,2.9857,2.727,2.2783,2.9262,2.3953,3.034,1.8683,1.9377,1.934,3.0056,2.5756,2.5011,2.5996,2.7139,2.7249,2.2543,2.6487,2.299,2.3451,2.6278,2.8199,2.5363,2.3871,2.4008,2.3366,2.4359,3.3105,2.5828,2.578,1.8762,2.8994,2.3337,2.0638,2.3048,2.3048,2.1862,2.8158,3.0463,2.2543,2.7826,2.6895,3.1924,2.2421,3.1669,2.7465,2.0395,2.6647,2.3843,3.091,3.1311,2.3135,3.2034,2.9469,2.6715,2.9413,2.1213,2.874
STMN1,7.0133,7.2202,8.4776,8.5162,8.4434,7.4029,7.4437,7.4304,5.7469,6.5426,7.5853,9.036,7.3212,9.3264,6.7457,8.0216,6.4994,7.3114,8.5045,8.2728,7.2178,6.9512,7.9792,7.9091,7.2638,5.7756,7.3766,3.4331,9.2258,6.4609,7.2213,8.0633,7.2475,7.4089,8.0282,8.643,6.4822,6.7226,7.4591,6.9791,8.7273,7.0638,6.8623,7.7693,7.1502,7.6163,8.071,7.0559,8.3905,7.129,7.0823,7.7805,7.2301,8.2846,6.4328,7.1786,6.6605,5.6582,6.627,6.3268,6.8406,7.3106,6.8862,7.2885,7.4039,9.035,7.2938,7.6686,7.3209,6.6744,8.0796,8.4842,6.4859,7.2319,7.5658,7.2218
