gene_name,TCGA-A4-7288-01,TCGA-A4-7583-01,TCGA-A4-7584-01,TCGA-A4-7585-01,TCGA-A4-7734-01,TCGA-A4-7915-01,TCGA-A4-7997-01,TCGA-A4-8098-01,TCGA-A4-8311-01,TCGA-A4-8517-01,TCGA-A4-8630-01,TCGA-A4-A57E-01,TCGA-AL-3472-01,TCGA-AL-3473-01,TCGA-AL-7173-01,TCGA-B1-5398-01,TCGA-B1-7332-01,TCGA-B1-A47M-01,TCGA-B1-A47N-01,TCGA-B1-A654-01,TCGA-B1-A657-01,TCGA-B3-8121-01,TCGA-B9-5155-01,TCGA-B9-5156-01,TCGA-B9-7268-01,TCGA-B9-A44B-01,TCGA-B9-A5W7-01,TCGA-B9-A5W8-01,TCGA-B9-A5W9-01,TCGA-B9-A69E-01,TCGA-BQ-5875-01,TCGA-BQ-5877-01,TCGA-BQ-5878-01,TCGA-BQ-5879-01,TCGA-BQ-5880-01,TCGA-BQ-5881-01,TCGA-BQ-5882-01,TCGA-BQ-5883-01,TCGA-BQ-5885-01,TCGA-BQ-5887-01,TCGA-BQ-5888-01,TCGA-BQ-5889-01,TCGA-BQ-5890-01,TCGA-BQ-5891-01,TCGA-BQ-5892-01,TCGA-BQ-5893-01,TCGA-BQ-5894-01,TCGA-BQ-7044-01,TCGA-BQ-7046-01,TCGA-BQ-7048-01,TCGA-BQ-7050-01,TCGA-BQ-7051-01,TCGA-BQ-7053-01,TCGA-BQ-7055-01,TCGA-BQ-7058-01,TCGA-BQ-7059-01,TCGA-BQ-7060-01,TCGA-BQ-7061-01,TCGA-BQ-7062-01,TCGA-DW-5560-01,TCGA-DW-5561-01,TCGA-DW-7834-01,TCGA-DW-7837-01,TCGA-DW-7838-01,TCGA-DW-7839-01,TCGA-DW-7840-01,TCGA-DW-7841-01,TCGA-DW-7842-01,TCGA-DW-7963-01,TCGA-DZ-6131-01,TCGA-DZ-6132-01,TCGA-DZ-6133-01,TCGA-DZ-6134-01,TCGA-DZ-6135-01,TCGA-EV-5901-01,TCGA-EV-5902-01,TCGA-EV-5903-01,TCGA-F9-A4JJ-01,TCGA-G7-6789-01,TCGA-G7-6790-01,TCGA-G7-6792-01,TCGA-G7-6793-01,TCGA-G7-6795-01,TCGA-G7-6796-01,TCGA-G7-6797-01,TCGA-G7-7501-01,TCGA-G7-7502-01,TCGA-G7-A4TM-01,TCGA-GL-6846-01,TCGA-GL-7773-01,TCGA-GL-7966-01,TCGA-GL-8500-01,TCGA-GL-A4EM-01,TCGA-GL-A59R-01,TCGA-HE-7128-01,TCGA-HE-7129-01,TCGA-HE-A5NF-01,TCGA-HE-A5NH-01,TCGA-HE-A5NI-01,TCGA-HE-A5NJ-01,TCGA-HE-A5NL-01,TCGA-IA-A40U-01,TCGA-IA-A40X-01,TCGA-IA-A40Y-01,TCGA-IZ-8195-01,TCGA-IZ-8196-01,TCGA-IZ-A6M8-01,TCGA-J7-6720-01,TCGA-J7-8537-01,TCGA-KV-A6GD-01,TCGA-KV-A6GE-01,TCGA-MH-A55Z-01,TCGA-MH-A560-01,TCGA-MH-A562-01,TCGA-P4-A5E6-01,TCGA-P4-A5E7-01,TCGA-P4-A5E8-01,TCGA-P4-A5EA-01,TCGA-P4-A5EB-01,TCGA-P4-A5ED-01,TCGA-PJ-A5Z8-01,TCGA-PJ-A5Z9-01,TCGA-Q2-A5QZ-01
MAX,4.4848,4.6177,5.0431,5.2788,4.5129,4.7442,4.3513,4.5299,4.2412,4.7645,4.481,5.1688,4.7725,5.2888,4.8263,5.3896,4.4417,4.864,4.8334,4.6548,5.0922,4.8997,4.7976,4.8625,4.5442,5.1855,5.0427,4.8944,4.6736,4.843,5.0387,5.6756,5.1985,4.4881,4.2072,4.17,6.455,4.3695,4.7115,4.9896,4.1244,5.3256,4.7159,4.9093,5.0828,4.6977,4.9251,4.8807,4.664,4.706,5.3234,4.8949,4.9355,4.1539,4.3632,5.1899,4.7555,5.0166,5.0713,5.0036,4.6821,5.1934,5.4663,4.9496,5.0005,5.0166,5.3688,4.1836,4.3758,4.7421,4.8324,4.8289,4.855,5.1416,5.0605,5.0505,4.8963,4.7082,3.9041,4.6306,5.1732,4.0295,4.538,4.1692,5.0009,4.9649,4.7751,4.9883,4.9331,4.7877,5.429,4.1425,4.554,5.174,5.0392,4.849,4.717,4.7458,4.795,5.251,5.0841,4.6645,5.5735,4.9026,4.3639,4.2825,5.119,4.986,5.3086,5.0601,5.0,5.0653,4.859,5.2589,5.5607,4.812,4.8753,5.1619,5.0215,5.3434,4.8866,4.8793,4.4384
MC2R,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.1488,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MCL1,6.548,5.4343,6.0652,6.3176,7.647,7.311,7.0728,5.3498,6.1025,5.8063,6.1619,4.4364,6.391,6.6858,6.0414,5.7498,6.0642,5.4699,5.4506,6.3352,5.9677,6.48,6.7861,6.682,6.2134,6.4325,6.8415,6.1803,6.6408,6.0177,5.8642,6.6679,5.5919,6.7994,4.6617,4.7533,6.2196,5.804,6.7509,5.8215,5.7716,6.5947,5.8025,6.4723,6.0222,6.3544,5.7824,5.3194,6.1995,5.632,5.5277,6.0293,6.1548,6.7645,4.5553,6.4684,5.5678,6.0631,6.7648,5.9903,5.5838,7.8869,6.8453,6.9185,6.5671,6.5703,6.2676,6.8535,5.8513,6.453,6.5557,5.6355,5.7279,6.3138,7.3532,6.0337,6.4728,6.2662,7.0795,6.1958,7.5538,6.6662,5.6372,6.1595,5.3765,5.7461,6.1208,6.8089,6.0065,6.9083,6.6521,5.431,5.0113,6.9508,7.3954,6.2269,5.8555,6.9546,5.7282,6.5038,5.4466,5.7656,5.9475,6.5348,5.7404,7.2961,6.3218,6.1687,6.2642,7.4705,6.6457,6.0505,5.0189,5.4686,5.2631,7.3272,6.9277,5.9732,5.3548,6.7294,6.5569,5.6716,5.5097
MDM2,5.3459,4.2204,4.7913,4.49,4.7523,4.843,5.0488,4.7903,5.3982,5.2227,4.8699,3.9051,6.5255,6.8942,6.7753,4.5565,5.0845,4.8987,6.6395,5.6294,5.7043,5.9277,4.9905,5.1293,4.9251,7.3162,4.986,5.5255,5.6727,5.0837,4.3399,5.0326,4.6994,4.7672,4.7698,4.9951,5.3754,4.9718,6.9539,5.1989,6.1039,6.1896,5.6468,5.8878,4.7329,5.138,5.6974,3.4237,6.2419,5.2134,5.4719,4.7159,4.9691,3.6347,5.0113,5.1086,4.5528,5.1907,5.8672,7.0291,5.4784,5.4542,5.6848,5.0255,4.8535,5.943,5.2005,4.251,5.7798,6.2215,5.8726,4.2965,4.847,4.8978,4.8375,5.4957,4.957,5.9723,4.856,4.5916,4.6029,4.9327,6.3672,6.5206,4.7608,5.3562,5.6525,5.5198,5.1123,4.9026,5.8975,4.504,5.5299,6.2527,5.8187,4.3349,6.0032,5.3505,5.9663,5.5145,5.2799,6.5845,5.2847,5.7576,5.0374,4.3306,5.9486,5.5227,5.119,6.0014,6.5312,6.6345,6.049,6.6116,7.0648,5.8465,6.2771,6.5204,5.6537,7.0941,6.2077,6.5015,5.1277
MDM4,0.7916,1.4859,1.4652,0.605,1.9564,1.4011,1.8201,1.5316,2.7379,1.1641,2.2543,1.674,3.4765,2.3508,1.1577,0.1648,0.8327,1.8879,3.1129,1.3846,2.0076,2.5536,1.4228,0.5955,0.8647,2.8779,1.7575,0.9268,1.3454,1.884,1.4441,1.787,2.0289,1.2875,-0.0574,-0.3201,1.3846,1.7273,2.1247,1.0503,1.8323,1.5514,1.5465,2.3048,0.517,2.0218,0.6608,0.5666,1.7744,1.0915,2.2421,1.7489,1.9527,1.6327,0.2154,1.0642,0.8647,1.5563,1.9377,3.1685,3.4304,1.5661,1.1382,0.9935,2.3394,1.9452,2.5924,2.7763,1.125,2.1509,1.105,1.5064,0.7832,2.4008,2.0844,2.5288,1.2085,2.5731,1.6327,0.7146,1.736,1.1641,1.0433,1.2023,1.9149,2.4171,2.0638,2.4008,1.4704,2.1957,3.222,0.058,-0.1665,2.4805,2.118,1.7141,0.8488,1.9073,2.4753,3.0002,2.3164,1.9034,1.8683,3.245,0.3796,2.3981,-0.7346,0.5069,1.5013,1.934,2.1345,1.949,0.5568,0.9038,2.0254,2.3981,1.2636,1.2875,0.9493,2.685,1.4911,1.334,0.1903
ME1,-0.5543,-1.1172,-2.9324,4.3002,-0.8863,3.5669,1.5563,2.8955,-2.3147,-0.0877,0.6969,3.83,-1.8314,1.5661,1.7097,3.3925,0.2029,1.6558,-2.5479,-1.685,-0.6643,2.2693,-1.7322,0.7579,-2.4659,1.0711,-0.2671,2.5011,0.0014,2.1734,2.5561,2.1574,3.623,3.0978,2.4144,1.2576,2.3816,1.8484,3.0393,4.001,0.1388,1.3846,-0.9686,1.8484,0.7058,3.772,3.1062,3.1637,1.177,-0.5973,1.412,3.2158,-0.7834,0.9343,2.1345,2.3451,-0.5125,1.736,0.6145,0.4865,-1.5522,0.1776,-0.5125,2.9356,-2.3147,-0.4131,-0.6193,-2.0529,1.125,2.1541,2.3788,-2.5479,1.5013,-1.4699,0.5666,-1.8836,-0.5973,-1.9942,1.8801,1.6327,-1.6394,3.0978,-1.7809,1.0222,-1.5522,2.7117,1.177,-1.0262,-0.4921,-1.9942,-0.6643,1.334,3.4007,-0.3566,1.4281,-1.7322,2.8321,0.5069,-0.1187,-2.3147,0.1903,1.5661,-1.5105,3.0498,0.03,-1.5951,2.0673,1.2455,2.872,1.2147,-1.4699,-1.3921,0.8164,-0.2159,2.118,1.7185,2.9966,1.9264,3.5224,0.1519,2.1988,-0.7108,1.2271
ME3,2.5876,2.8014,3.2343,3.1344,1.6327,2.5462,2.4412,3.47,2.6019,2.5585,2.1734,2.9469,2.2391,3.091,2.5163,2.2543,2.1798,2.694,3.7006,3.1212,2.7784,3.2002,0.605,3.1112,2.0004,2.5511,2.824,3.5911,3.4804,2.7117,3.3952,1.8524,2.4117,2.9432,2.7227,1.7912,1.3846,3.8511,3.6486,2.4779,4.1327,2.561,1.1577,1.7744,2.9032,2.0183,3.0287,1.3567,3.2541,3.0688,3.3577,3.074,3.3717,4.4223,1.412,2.5313,3.2632,2.7972,2.3019,3.1765,3.5411,1.5612,2.4701,2.3649,1.6374,2.362,2.9674,1.9712,2.5338,2.6715,2.3843,2.7721,2.4518,1.674,1.595,2.0289,1.7229,3.506,2.233,2.5213,0.8883,1.8683,2.3704,2.6487,2.3193,2.1798,2.7292,2.6325,2.6371,2.036,2.2421,3.3521,3.1245,2.9784,2.5238,2.2663,3.0092,2.6418,2.7007,1.4911,2.5487,3.6312,3.3393,2.0878,3.3506,2.2175,3.6125,2.0076,1.7273,3.027,3.3407,2.909,2.0673,3.2737,2.5462,2.8096,2.3423,2.8442,2.7336,4.1867,3.2267,3.0163,2.5511
MECOM,-1.2142,-1.0262,-1.0862,1.1833,0.6145,4.6083,2.3649,-1.2828,-0.5543,0.2762,2.6715,-0.2671,-2.6349,0.547,1.2209,-0.3383,2.0325,0.5568,-2.3884,-0.9132,-1.6394,0.6145,1.7097,0.5069,-0.4131,0.7407,-1.1172,-0.4521,0.3685,0.4967,1.8242,3.4687,1.105,3.6113,0.6969,-0.1993,0.8726,6.5808,-1.8836,1.3567,2.791,3.4971,-0.4921,3.9478,1.6695,3.162,3.833,-0.8599,0.24,0.8164,0.434,0.9862,0.0718,4.9851,0.434,0.9419,1.614,0.1903,1.3679,0.3685,-1.2828,0.1776,0.3796,-0.7834,-1.8314,-0.9686,0.2029,-1.8836,0.24,3.5572,1.3051,2.8502,1.5661,-0.2671,0.03,-1.5105,1.0222,2.651,3.6066,0.8883,-0.8863,6.4416,-1.4305,-0.9132,-0.7108,3.309,0.2029,1.0151,1.7185,-1.9942,3.7857,-1.7322,-0.8084,-0.3566,0.6608,2.9205,-0.5973,-1.2828,1.1897,1.2576,0.7493,1.8643,-1.8836,2.8562,1.4228,-0.394,-0.9132,0.1124,0.6969,-0.3383,-0.3022,0.4233,-2.4659,-1.8314,-1.2828,0.3115,3.945,1.6281,-1.1172,3.8925,1.0711,2.036,-1.9942
MED1,3.9478,3.2359,3.3938,2.93,4.2204,3.8611,3.3773,2.77,3.325,3.186,3.3856,2.7161,2.5338,1.787,2.5828,2.5658,3.2602,2.9338,2.296,3.0038,3.2737,3.8983,4.096,3.7857,3.6266,2.0254,3.1813,2.6579,3.8541,2.59,3.8905,4.0322,3.453,4.2366,1.8643,1.412,3.325,3.4504,2.2543,2.6962,3.0411,2.4831,2.5707,4.0926,3.8411,3.6543,3.1829,2.4883,3.6463,2.3704,2.7401,3.9496,3.4277,3.4907,1.9264,2.909,3.4817,3.002,3.2251,2.3649,2.5804,3.2435,3.3883,3.4556,3.8551,2.8076,2.9032,4.0091,2.2783,3.1045,3.741,3.8157,3.5887,3.3661,4.1555,3.3336,3.7116,3.3731,3.1876,3.834,3.0463,3.2313,2.043,2.5756,3.6417,3.2511,2.872,3.4622,3.8749,3.1572,4.2936,2.7227,2.3704,3.3689,3.5523,3.9728,3.0376,3.8239,1.9073,3.0723,2.578,3.0568,2.3337,3.4713,2.8701,4.3191,2.5462,3.1278,3.7582,2.6738,2.5036,2.6738,2.6556,2.7205,2.0673,3.4517,2.828,2.7951,2.8076,2.0183,3.3911,3.0876,2.7784
MED12,3.3119,3.5875,3.2343,2.7051,3.3619,3.3773,3.0376,3.3307,3.402,2.9319,3.2587,2.6138,3.7496,2.5137,3.2647,3.5645,4.0532,2.824,2.7487,2.2237,2.9469,3.7421,3.2205,3.2096,3.4464,3.3307,2.5238,3.6939,3.6849,2.971,3.1458,4.1211,3.7367,3.1212,2.4008,0.9568,3.4791,3.5815,3.5779,3.5436,2.7931,3.4856,3.4817,4.1539,3.2236,2.5011,3.0791,3.0533,3.1028,2.8897,3.6324,3.4843,3.6172,3.0056,2.8199,3.5086,3.1955,3.2973,3.66,3.7656,3.7656,2.7465,3.1844,2.7029,3.9194,2.8117,3.5645,4.001,2.1606,3.4304,3.4075,3.4817,3.1733,3.87,3.8857,3.7291,3.3148,3.7039,4.067,2.6624,3.6703,2.9013,1.7575,2.6232,3.603,3.9099,4.0462,3.5584,3.5875,3.8228,3.7116,2.4332,2.6043,3.5337,3.5224,3.6838,2.6895,3.1733,3.1377,3.7171,3.1245,2.8681,3.5608,4.1612,3.0688,3.5312,1.7009,3.136,3.7443,2.5948,2.3019,2.6647,2.0776,2.1925,3.2112,2.5487,2.7993,2.7336,3.027,2.4908,3.2632,2.0707,1.0079
MED12L,-2.9324,-3.3076,-3.1714,-3.1714,-1.9379,-2.5479,-1.5105,-2.8262,-1.9942,-4.2934,-2.1779,-4.035,-5.5735,-0.2328,-3.6259,-4.035,-2.3884,-2.3884,-2.6349,-0.5543,-1.3548,-2.0529,-2.0529,-2.1779,-2.9324,-4.035,-4.035,-4.6082,-0.6643,-3.1714,-2.8262,-1.4305,-2.3147,-3.6259,-4.2934,-3.458,-3.458,-2.0529,-0.6873,-2.7274,-1.5105,-1.1172,-2.6349,-2.5479,-3.458,-3.1714,-2.5479,-2.3884,-2.1779,-2.3147,-2.9324,-4.035,-2.3884,-3.458,-5.0116,-2.1779,-3.0469,-3.3076,-1.7809,-2.7274,-2.5479,-2.7274,-2.6349,-1.5105,-3.6259,-0.8863,-1.3548,-1.685,-2.9324,-2.0529,-1.4305,-2.7274,-1.9379,-1.5522,-2.7274,-4.6082,-2.1779,-9.9658,-6.5064,-2.3147,-0.7834,-1.1811,-3.3076,-1.3921,-3.816,-2.9324,-3.0469,-1.5951,-2.5479,-1.8314,-1.9942,-1.2828,-2.9324,-3.3076,-1.9942,-3.1714,-2.5479,-0.2159,-1.4699,-3.458,-2.3884,-2.8262,-2.9324,-4.6082,-4.035,-1.3183,-4.6082,-1.0559,-1.5951,-1.2828,-2.3884,-5.5735,-4.2934,-0.5756,-2.7274,-1.6394,-3.3076,-4.035,-1.7809,-4.6082,-2.5479,-3.3076,-4.2934
MED13,3.6417,2.9507,3.1475,3.0463,3.9728,3.4344,3.2781,2.9167,2.8502,2.8341,3.1327,2.2452,2.5188,1.884,1.8762,1.8282,2.824,1.8564,2.1798,2.1766,2.5924,3.2112,3.7867,3.4945,3.3773,1.884,2.9618,2.2051,3.2374,2.2693,3.4661,3.6793,3.0533,3.7039,2.2175,0.5069,3.1426,3.402,1.9638,2.4727,2.9167,2.0776,2.5137,3.8259,3.2826,2.9692,2.7073,2.1476,2.9488,2.7139,2.2872,3.6939,3.0842,3.0893,1.5165,2.4831,2.8877,2.7508,2.7422,2.6302,2.5288,3.0688,3.1261,2.8916,3.7072,2.3164,2.4332,3.9031,1.7403,3.4739,3.1813,3.5411,3.1145,3.5312,3.9403,2.93,3.6113,2.5112,2.7972,3.5224,3.2127,4.2766,1.7617,2.0707,3.6972,3.3773,2.8641,2.8779,3.2496,2.9929,3.6782,2.4008,1.2875,3.0859,3.3938,3.6759,2.2175,3.4622,1.7053,3.0774,2.3451,2.4465,2.0604,2.8096,2.2482,4.1978,1.3623,2.9394,3.6405,2.0638,1.9564,2.2783,1.6785,1.7744,1.3051,2.9109,1.9675,2.0878,2.6185,2.0979,2.9281,2.4035,1.8762
MED13L,3.6691,3.7752,3.3206,2.4985,4.1086,2.8994,3.871,3.6543,3.5718,3.6054,3.0808,1.5366,2.5634,1.5216,2.6278,2.2633,2.5213,1.0293,2.4623,1.1316,2.5731,3.6589,3.5262,3.2944,3.7475,1.3511,3.5559,2.7227,2.9966,2.4985,2.7401,4.0977,3.8054,3.6771,1.2085,-0.4131,2.9167,3.6463,2.2206,2.2482,1.595,2.2573,1.9377,3.831,2.6828,2.7227,2.4908,2.0004,2.3308,2.5683,2.5707,3.1523,3.1409,3.2541,0.8647,3.5682,2.8502,3.2282,3.4583,2.9432,3.6393,2.7314,3.4881,2.5561,3.6266,2.9013,3.7072,4.3869,1.5064,3.2328,3.8075,3.8739,3.5411,3.8581,4.1368,3.6983,3.5399,3.1572,3.0654,2.4008,3.7688,3.3619,0.9568,1.0573,3.9792,3.1797,3.0791,3.5136,3.7335,3.7094,4.3779,2.3953,1.8643,3.3773,4.0833,3.7248,2.4883,3.2766,2.872,3.8847,2.9784,2.6208,1.9226,2.8522,1.9415,4.3555,0.3231,2.4934,2.2813,2.0147,1.8643,2.3592,0.9862,1.5758,1.0983,2.6918,2.3564,1.2147,2.4279,1.6558,3.7072,1.8722,-1.5105
MED14,3.5851,3.3633,3.0706,3.011,3.7773,3.5779,3.6623,2.8482,3.0825,2.8916,3.3979,2.7379,2.5338,2.9507,2.1013,3.1228,3.2174,2.3788,3.1604,1.7617,2.8014,3.3321,3.4622,3.4477,3.0978,1.7744,2.9893,3.3047,2.9109,2.7931,3.3535,3.5935,3.944,3.9829,1.8643,0.9268,3.7028,3.4102,2.6624,2.6371,2.6138,2.6067,2.6161,4.1228,3.3842,2.8936,2.874,2.9167,2.9488,3.0859,3.9599,3.5863,3.0568,3.8177,1.7702,3.002,2.8916,3.5262,2.8994,3.0944,3.3336,2.6556,3.1079,2.7763,3.6289,2.7379,2.8955,3.9204,2.2901,3.9299,3.573,3.2557,3.0411,3.4504,3.5035,3.4264,3.3293,3.5324,3.5399,3.29,3.4048,4.1219,1.6187,2.2237,3.3966,4.284,3.4331,3.1669,3.0927,3.5682,4.0969,3.222,1.8643,3.4569,3.2034,3.5199,2.3508,3.154,1.7273,3.5682,2.9167,2.4805,2.8381,3.2359,2.6067,3.7486,1.6374,2.8219,3.8187,2.4332,1.9822,2.3077,2.0535,1.787,2.0707,3.2766,2.971,2.2931,3.3177,2.4597,3.4997,2.3592,1.5661
MED16,4.7777,5.1651,4.1555,4.281,4.7751,4.5626,4.079,4.3046,4.5192,4.5528,4.4726,4.9542,5.6622,4.1708,5.8329,4.6821,4.6994,6.1528,6.052,7.4376,5.2717,4.4906,4.5838,5.0614,4.8827,5.5233,4.944,5.5047,5.2765,5.2608,4.3406,5.5339,5.1027,4.6977,5.1859,5.4858,5.2327,4.5117,6.3572,4.8812,6.3071,6.3372,5.673,4.579,4.8934,4.7517,5.2122,4.9951,5.2289,5.0484,4.8929,5.1384,5.0571,4.2134,4.9612,5.0387,4.7458,5.2777,4.9686,6.1457,5.778,4.8207,4.5129,3.7215,4.3716,5.4077,5.5186,4.7762,4.7383,5.3434,4.6531,4.7603,4.8798,5.2072,5.0739,5.166,4.8445,5.1603,4.6224,4.917,4.7629,4.5583,6.2167,6.5773,4.594,4.8915,4.6393,5.3851,5.1264,5.1839,4.588,4.7437,4.8435,5.404,4.4615,4.8059,5.0144,5.051,5.6551,4.8263,5.2814,5.6597,5.2215,5.7759,4.4667,4.096,6.6439,4.5009,4.2684,5.3747,6.0779,5.6124,5.3165,7.0383,6.3374,4.8074,4.8345,5.2354,5.1954,6.2747,5.4202,5.8585,7.0219
MED17,4.4816,3.832,4.2958,3.7291,4.8415,3.7324,4.1261,3.8441,3.7877,4.0225,4.3413,3.9185,3.3192,3.6555,3.0498,3.2435,3.6417,3.2826,3.0774,3.0252,3.9608,4.1449,4.0985,3.6939,4.0532,2.9637,4.1111,3.7475,4.2728,3.2662,4.1359,3.421,4.1788,3.7291,2.5852,1.3167,2.8034,4.0756,2.8936,2.043,2.4805,2.9186,2.4753,3.9213,4.0627,3.5022,3.3435,2.8321,3.034,3.5839,3.8085,4.3862,3.97,3.5523,2.77,3.3605,3.7443,3.9127,3.6042,3.4477,3.1653,3.4791,4.1449,3.4264,4.6089,3.2112,3.7688,4.7247,2.6302,3.7625,4.0471,3.9774,3.2647,4.5361,4.4108,4.3177,3.8147,3.7116,2.824,3.5694,4.1277,2.2206,1.6785,2.7314,4.3111,4.8053,3.8431,3.7752,3.9232,4.2111,4.6112,3.9774,2.7615,4.1302,3.7486,4.2266,3.1028,4.4317,2.4985,3.6393,3.2781,3.1765,4.2009,3.4713,3.4424,4.9303,2.4597,3.7496,3.5947,3.3745,3.1393,3.4609,2.791,2.6371,2.4252,3.8925,3.8827,3.0074,4.3765,1.6281,3.2174,3.7539,1.105
MED24,5.774,5.0077,5.3155,4.6312,5.4283,4.892,4.4516,4.6341,5.4928,5.1926,5.4479,5.5417,6.4753,4.5898,5.615,4.6927,5.6829,6.2851,6.4616,6.4772,5.7244,5.3758,5.4922,5.295,5.2404,6.4621,5.4967,5.2013,6.2544,4.7176,5.4296,5.1306,4.6972,4.5844,4.7033,5.4758,4.9741,4.523,5.9855,5.3775,6.4052,5.7361,5.6571,5.7112,5.1169,5.3982,5.1048,4.854,6.0516,4.7798,4.8963,5.7027,5.4377,4.3841,5.839,4.4377,5.172,4.7587,5.5595,6.8034,6.2474,5.8684,5.4138,4.8263,5.7716,5.8985,5.9651,5.4611,5.174,5.2442,4.85,5.6625,5.2773,4.8177,5.281,5.2358,5.1098,5.195,5.7077,5.778,4.6195,4.6439,6.8808,6.4738,4.7426,4.9556,5.3558,5.9647,5.6014,5.0618,5.3674,4.4595,4.9787,5.9067,4.8365,5.3948,5.6124,5.3413,6.2261,6.0345,5.7066,6.219,5.2873,6.0403,5.1776,5.1127,6.2238,5.1985,5.3205,5.4919,6.4082,6.4603,5.3858,6.2748,6.151,5.1522,5.014,5.4647,5.1437,6.2169,5.2235,5.9862,5.8102
MED27,3.0163,3.5669,3.1829,3.0038,3.483,3.1028,3.2374,3.027,2.7615,3.1908,3.0127,3.5035,3.4304,3.7215,3.9719,3.7688,3.6509,3.7909,3.1572,4.14,3.4129,3.034,3.5362,3.2988,3.3364,3.027,3.5754,3.5274,3.5022,3.755,3.0978,3.5274,3.6714,2.7139,3.245,2.826,4.1859,3.4331,3.5022,3.9673,2.4649,3.9041,3.6393,3.0859,2.6487,2.9911,3.7992,3.3535,3.1028,3.5827,3.5086,3.3407,3.3883,2.8542,2.8381,3.3993,2.8321,2.8341,3.3619,3.3689,3.3047,3.8136,3.1311,3.716,4.2142,3.4752,3.5803,3.1588,2.7183,3.2374,3.4304,3.0498,3.1556,3.3703,3.3605,3.7335,3.4318,2.8779,2.1013,2.9857,3.9051,3.1876,3.1409,2.6602,3.3938,2.9893,3.832,3.6543,3.287,3.868,3.7269,3.4007,3.1588,3.4224,3.1162,3.3745,3.0056,3.5262,2.7868,3.2049,3.1261,3.6543,3.6497,3.4264,2.6441,3.1442,4.1061,3.4344,3.1045,3.6714,3.2944,3.5035,3.4116,3.8561,3.8431,3.5274,3.5621,3.6635,3.4648,3.4424,3.3897,3.5436,4.4595
MED30,2.4779,1.9377,2.0979,2.0912,2.4279,2.2842,1.9415,2.0742,0.9935,1.6875,2.3898,1.8444,2.1345,3.2313,2.3508,1.8643,1.9149,2.7422,2.0004,2.8381,2.2693,2.3981,2.2019,1.7828,1.7995,1.5661,2.1213,2.6533,2.6783,2.4518,1.7185,2.8014,2.651,2.328,1.8363,0.9716,2.971,1.7141,2.93,2.05,1.1316,2.299,2.1147,1.7617,1.9527,2.4465,2.6019,1.6512,1.692,2.609,1.9377,1.8801,2.1894,3.0092,1.5806,1.8643,1.2455,2.3704,2.2019,1.7828,2.2019,2.0707,2.3592,1.9564,3.8198,1.8484,2.2753,2.3193,1.3225,2.0979,2.2144,2.3479,1.4962,2.1013,2.8779,2.409,2.1247,2.5388,2.3423,1.4335,2.0776,2.4198,-0.1345,1.6785,2.2723,3.6101,2.8819,1.8879,1.816,2.6602,2.8562,2.3193,0.8961,2.5137,1.949,2.0289,1.1117,2.1247,1.4228,1.5316,1.7786,2.2268,2.7889,3.837,1.8363,1.8722,2.561,2.4117,2.4883,2.362,1.8957,1.9712,1.6558,1.7489,1.105,2.3649,2.1702,2.6208,2.036,1.674,2.5263,2.5437,2.3019
