gene_name,TCGA-BA-4074-01,TCGA-BA-4078-01,TCGA-BA-5149-01,TCGA-BA-5151-01,TCGA-BA-5152-01,TCGA-BA-5153-01,TCGA-BA-5555-01,TCGA-BA-5556-01,TCGA-BA-5559-01,TCGA-BA-6869-01,TCGA-BA-6870-01,TCGA-BA-6871-01,TCGA-BA-6872-01,TCGA-BA-6873-01,TCGA-BB-4217-01,TCGA-CN-4723-01,TCGA-CN-4725-01,TCGA-CN-4726-01,TCGA-CN-4728-01,TCGA-CN-4729-01,TCGA-CN-4730-01,TCGA-CN-4731-01,TCGA-CN-4733-01,TCGA-CN-4736-01,TCGA-CN-4737-01,TCGA-CN-4738-01,TCGA-CN-4740-01,TCGA-CN-4741-01,TCGA-CN-4742-01,TCGA-CN-5355-01,TCGA-CN-5356-01,TCGA-CN-5358-01,TCGA-CN-5360-01,TCGA-CN-5363-01,TCGA-CN-5364-01,TCGA-CN-5365-01,TCGA-CN-5366-01,TCGA-CN-5367-01,TCGA-CN-5369-01,TCGA-CN-5370-01,TCGA-CN-5373-01,TCGA-CN-5374-01,TCGA-CN-6010-01,TCGA-CN-6011-01,TCGA-CN-6013-01,TCGA-CN-6016-01,TCGA-CN-6017-01,TCGA-CN-6018-01,TCGA-CN-6019-01,TCGA-CN-6020-01,TCGA-CN-6021-01,TCGA-CN-6022-01,TCGA-CN-6023-01,TCGA-CN-6024-01,TCGA-CN-6988-01,TCGA-CN-6989-01,TCGA-CN-6992-01,TCGA-CN-6994-01,TCGA-CN-6995-01,TCGA-CN-6997-01,TCGA-CN-6998-01,TCGA-CQ-5323-01,TCGA-CQ-5324-01,TCGA-CQ-5325-01,TCGA-CQ-5329-01,TCGA-CQ-5330-01,TCGA-CQ-5331-01,TCGA-CQ-5332-01,TCGA-CQ-5334-01,TCGA-CQ-6218-01,TCGA-CQ-6220-01,TCGA-CQ-6224-01,TCGA-CQ-6225-01,TCGA-CQ-6227-01,TCGA-CQ-6228-01,TCGA-CQ-6229-01,TCGA-CQ-7065-01,TCGA-CQ-7068-01,TCGA-CV-5430-01,TCGA-CV-5432-01,TCGA-CV-5434-01,TCGA-CV-5436-01,TCGA-CV-5439-01,TCGA-CV-5440-01,TCGA-CV-5441-01,TCGA-CV-5442-01,TCGA-CV-5443-01,TCGA-CV-5444-01,TCGA-CV-5966-01,TCGA-CV-5970-01,TCGA-CV-5973-01,TCGA-CV-5976-01,TCGA-CV-5977-01,TCGA-CV-5978-01,TCGA-CV-5979-01,TCGA-CV-6003-01,TCGA-CV-6436-01,TCGA-CV-6441-01,TCGA-CV-6933-01,TCGA-CV-6934-01,TCGA-CV-6935-01,TCGA-CV-6936-01,TCGA-CV-6937-01,TCGA-CV-6938-01,TCGA-CV-6939-01,TCGA-CV-6940-01,TCGA-CV-6941-01,TCGA-CV-6942-01,TCGA-CV-6943-01,TCGA-CV-6945-01,TCGA-CV-6948-01,TCGA-CV-6950-01,TCGA-CV-6951-01,TCGA-CV-6952-01,TCGA-CV-6953-01,TCGA-CV-6954-01,TCGA-CV-6955-01,TCGA-CV-6956-01,TCGA-CV-6959-01,TCGA-CV-6960-01,TCGA-CV-6961-01,TCGA-CV-6962-01,TCGA-CV-7089-01,TCGA-CV-7090-01,TCGA-CV-7091-01,TCGA-CV-7095-01,TCGA-CV-7097-01,TCGA-CV-7099-01,TCGA-CV-7100-01,TCGA-CV-7101-01,TCGA-CV-7102-01,TCGA-CV-7103-01,TCGA-CV-7104-01,TCGA-CV-7177-01,TCGA-CV-7178-01,TCGA-CV-7180-01,TCGA-CV-7183-01,TCGA-CV-7235-01,TCGA-CV-7236-01,TCGA-CV-7238-01,TCGA-CV-7242-01,TCGA-CV-7243-01,TCGA-CV-7245-01,TCGA-CV-7247-01,TCGA-CV-7248-01,TCGA-CV-7250-01,TCGA-CV-7252-01,TCGA-CV-7253-01,TCGA-CV-7254-01,TCGA-CV-7255-01,TCGA-CV-7261-01,TCGA-CV-7263-01,TCGA-CV-7406-01,TCGA-CV-7407-01,TCGA-CV-7410-01,TCGA-CV-7411-01,TCGA-CV-7413-01,TCGA-CV-7414-01,TCGA-CV-7415-01,TCGA-CV-7416-01,TCGA-CV-7418-01,TCGA-CV-7421-01,TCGA-CV-7422-01,TCGA-CV-7423-01,TCGA-CV-7424-01,TCGA-CV-7427-01,TCGA-CV-7429-01,TCGA-CV-7430-01,TCGA-CV-7432-01,TCGA-CV-7433-01,TCGA-CV-7434-01,TCGA-CV-7435-01,TCGA-CV-7437-01,TCGA-CV-7438-01,TCGA-CV-7440-01,TCGA-CX-7085-01,TCGA-CX-7086-01,TCGA-CX-7219-01,TCGA-D6-6515-01,TCGA-D6-6516-01,TCGA-D6-6517-01,TCGA-D6-6823-01,TCGA-D6-6824-01,TCGA-D6-6825-01,TCGA-D6-6826-01,TCGA-DQ-7591-01,TCGA-IQ-7630-01,TCGA-IQ-7632-01
CTNNA2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.8262,-6.5064,-5.5735,-9.9658,-9.9658,-4.6082,-4.6082,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-4.035,-3.6259,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-4.2934,-9.9658,-5.5735,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-4.2934,-6.5064,-6.5064,-6.5064,-6.5064,-4.2934,-4.035,-6.5064,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-5.0116,-5.0116,-3.816,-6.5064,-9.9658,-6.5064,-3.816,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-4.2934,-9.9658,-5.5735,-5.5735,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-5.5735,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-5.0116,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-1.4305,-6.5064,-4.2934,-6.5064,-9.9658,-3.816,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-3.816,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-4.6082,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.6259,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064
CTNNA3,-3.6259,-9.9658,-3.0469,-5.0116,-9.9658,-3.1714,-9.9658,-5.0116,-1.2142,-9.9658,-6.5064,-9.9658,-9.9658,-2.2447,-5.5735,-9.9658,-1.4305,-6.5064,-2.3884,-3.3076,-3.458,-9.9658,-3.6259,0.24,-1.0262,-9.9658,-0.8599,-3.3076,-3.6259,-2.8262,-9.9658,-2.114,-1.9942,-4.035,-4.6082,-9.9658,-3.3076,-3.3076,-5.0116,-2.6349,-4.2934,-4.6082,-5.5735,-9.9658,-2.7274,-0.1031,1.6045,-2.8262,-3.458,-9.9658,-4.6082,-0.8599,-5.0116,-2.0529,-9.9658,-2.1779,-9.9658,-9.9658,-2.2447,-5.5735,-5.0116,-4.2934,-9.9658,-2.2447,-2.6349,-1.3548,-5.5735,-9.9658,-3.3076,-9.9658,-6.5064,-1.3183,-5.0116,-1.2481,-4.6082,-3.6259,-5.0116,-2.6349,-2.3884,-9.9658,-1.4699,-6.5064,-9.9658,-0.3201,-9.9658,-3.3076,-6.5064,-0.0277,-4.035,-3.6259,-6.5064,-2.2447,-9.9658,-9.9658,-4.6082,-9.9658,-5.0116,-1.4305,-4.6082,-0.8339,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-2.0529,-9.9658,-4.6082,-6.5064,-9.9658,-3.458,-3.816,-3.458,-2.9324,-9.9658,-4.6082,-9.9658,-2.5479,-1.0862,-5.0116,-0.6193,-9.9658,-9.9658,-6.5064,-9.9658,-3.6259,-1.8314,-9.9658,-6.5064,-6.5064,-2.3147,-2.3884,-1.3183,-4.035,-1.8314,-9.9658,-9.9658,-6.5064,-3.816,-1.2828,-9.9658,-4.6082,-5.0116,-0.6643,-5.0116,-9.9658,-6.5064,-3.458,-3.816,-4.035,-9.9658,-1.9379,-0.7588,-6.5064,-5.5735,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-4.035,-9.9658,-5.0116,-4.2934,-9.9658,-6.5064,-3.458,-9.9658,-9.9658,-9.9658,-6.5064,-3.458,-5.5735,-1.4699,-6.5064,-1.5951,-9.9658,-9.9658,-4.035,-6.5064,-9.9658,-3.816,-4.2934,-2.4659,-5.5735,-6.5064,-5.0116,-9.9658
CTNNB1,7.0886,7.3239,7.3281,7.2287,6.5721,7.4382,6.8611,7.119,6.919,5.6427,5.4377,6.673,6.0655,7.8749,6.6611,7.353,6.0036,6.0932,6.9336,6.4539,6.3393,6.1161,6.4882,6.1577,6.6107,6.8043,6.7386,7.0323,6.7867,6.3848,6.848,6.5478,7.3783,6.3422,6.6757,5.9115,6.3388,5.861,6.8948,7.3799,6.4182,6.4511,7.5278,5.645,5.9651,6.5214,6.2013,7.1671,6.9667,6.88,6.7618,7.3613,7.5259,7.2639,5.9222,6.9417,6.4965,6.5575,6.6427,6.5917,6.4398,7.0929,8.3172,5.5617,7.8829,6.701,6.7305,6.4026,7.2973,5.7892,6.1669,6.8835,5.1831,6.3468,6.2296,6.068,5.0803,7.6718,6.6696,6.5725,7.1869,5.6352,5.5264,6.5561,5.8525,6.9383,6.9012,6.6314,6.5881,6.6358,4.425,6.7982,5.8851,7.3116,5.8071,6.4875,4.1498,2.0844,7.1203,6.7896,6.6375,7.2216,6.3789,3.9589,6.9477,6.8923,6.3005,6.143,6.9897,5.6778,6.1589,7.0297,6.6155,5.9232,6.3716,6.1779,6.2597,5.8102,6.5607,6.981,6.7486,6.6254,6.0486,5.3927,6.4187,6.1075,6.8249,6.4418,6.3618,7.1052,6.3716,6.8802,6.6501,6.5938,5.7853,5.6271,6.1601,6.0828,7.1433,5.9033,6.3574,6.4036,6.4557,6.6281,7.0263,6.5151,6.4725,5.6656,7.0087,6.582,7.008,6.2407,7.4283,7.1987,6.127,6.1667,5.9713,7.0133,7.0947,6.9095,6.7442,6.9485,6.6544,6.3277,6.2659,7.0118,7.3018,7.4603,5.8907,6.7174,5.9115,6.7504,7.0881,7.4283,7.3562,6.6949,6.0766,7.2632,7.0952,4.6218,6.4082,6.2747,7.2774,6.801,7.0315,6.1649,6.5407,6.027
CTNNBIP1,6.3916,5.0246,6.8083,6.862,6.8199,5.176,6.1219,6.5137,4.711,6.1158,5.6949,4.5091,6.4285,5.7385,6.094,5.5261,6.6374,8.3799,5.4473,6.4594,7.1502,5.7129,5.3481,6.1239,6.729,5.5407,6.9827,6.0805,7.3032,6.3503,5.478,6.2288,5.4601,5.802,6.0244,6.8403,6.9307,5.5611,6.323,5.2913,7.0596,5.802,5.5364,7.022,6.0751,4.9892,4.5192,5.3241,5.6708,5.4774,5.6338,5.7016,4.8329,5.5865,6.4454,4.6502,5.0157,5.7952,6.84,4.7198,7.061,6.5655,6.589,6.0854,6.625,5.429,7.5704,6.0796,6.3245,6.6062,7.3034,5.0189,5.7714,6.9137,6.4599,7.2001,6.4537,6.1904,6.3913,5.9846,5.1985,5.4121,6.1526,4.7491,6.7458,6.4484,4.8758,5.9803,5.9158,7.212,7.2697,6.5029,5.3431,5.3442,6.0854,5.9348,7.2543,5.6303,5.9103,5.1002,5.0171,5.5665,6.4706,5.6224,5.391,6.4381,6.5289,5.3834,6.2922,6.2489,4.5072,6.0363,5.7241,6.6981,7.1179,6.8987,7.6248,6.6423,5.7581,5.9647,4.6445,5.3449,6.589,5.5802,6.3656,6.6524,5.8642,6.0905,6.3614,5.5069,6.2553,6.3189,5.4922,5.879,5.2083,7.1662,7.564,5.0268,5.8012,5.6077,6.3669,6.7009,6.2065,5.879,5.337,6.3925,5.7656,5.745,4.5154,6.3144,5.9217,7.1714,5.8817,5.9435,5.7955,7.8988,6.5084,6.4753,6.2599,5.7148,4.1343,5.4213,5.8425,6.8072,4.855,6.5406,4.6206,5.2683,5.5506,6.3058,5.1579,5.8352,5.2608,5.8012,4.6793,6.4075,5.8883,5.7753,5.6259,6.5498,6.4273,6.1023,5.347,6.5086,5.8939,5.3903,5.5629,6.3241
CTNND1,3.8421,6.5955,5.6818,6.4553,6.0422,6.9192,7.4117,7.3806,6.7093,6.7849,5.4973,5.318,6.7382,5.916,6.3386,6.6489,6.5045,5.359,6.2285,6.114,6.4331,7.2915,5.8324,5.7222,6.7752,7.0892,6.8027,7.053,7.0533,6.7126,6.6499,6.1365,6.5829,6.0934,7.144,6.6463,6.2089,6.535,6.6016,6.3521,7.4415,6.6028,6.5409,7.1895,7.0486,5.966,5.3678,6.4585,6.2644,6.5176,6.9117,6.4511,5.9697,6.2793,7.5514,6.1607,6.9808,6.6541,5.72,7.1562,6.2424,7.4137,6.8392,5.891,6.1243,5.8709,6.6134,6.711,6.9706,6.2365,6.9033,5.6244,7.2905,6.4092,6.9885,6.3942,6.648,7.0977,6.7785,7.2476,6.4114,5.5601,7.0001,6.5575,5.9791,7.0354,6.4185,5.9105,5.1839,7.1245,6.2205,6.6093,4.7132,6.7537,6.22,6.0171,4.9227,6.3225,6.5358,6.5892,6.6544,6.6416,5.1478,6.4335,7.5502,5.6209,6.6989,5.5772,6.2263,6.238,7.3098,6.1985,6.9779,6.3043,6.5348,6.4441,6.4604,6.7,6.7473,6.9436,7.1819,6.4378,6.5613,6.0957,6.2808,6.3324,6.2889,6.691,6.4243,7.0641,5.8765,6.8176,6.5635,6.7509,6.4243,6.3655,6.3761,6.3374,6.6416,5.7816,7.3193,6.4488,6.7258,5.7637,6.5089,7.2227,6.4325,6.7874,5.735,6.142,6.8971,6.4291,7.269,7.1639,6.3718,6.5107,6.4363,7.3936,6.6298,6.672,7.1062,6.5184,7.4043,6.9135,5.904,7.0476,5.5515,7.6653,6.4971,6.5303,6.1239,6.6813,6.7493,6.057,6.9423,6.5024,6.976,7.138,6.191,7.1397,6.1599,6.4033,6.5741,7.0978,6.8579,6.8852,6.7572,6.8382
CTNND2,-6.5064,-4.2934,-4.6082,-3.816,-5.0116,-3.816,-4.2934,-9.9658,-2.3147,-9.9658,-6.5064,-1.685,-5.5735,-5.0116,-2.9324,-6.5064,-3.458,-9.9658,-3.0469,-3.1714,-3.816,-4.035,-3.458,-2.6349,-2.2447,-3.458,-2.5479,-4.2934,-5.0116,-3.1714,-5.5735,-1.8836,-2.114,-6.5064,-5.5735,-3.816,-9.9658,-4.6082,-3.3076,-6.5064,-4.6082,-6.5064,-2.4659,-9.9658,-6.5064,-1.2828,-1.685,-4.6082,-3.458,-4.2934,-6.5064,-1.6394,-4.2934,-3.3076,-9.9658,-2.4659,-3.816,-9.9658,-9.9658,-5.0116,-6.5064,-3.0469,-9.9658,-2.3147,-3.0469,-3.6259,-5.0116,-6.5064,-9.9658,-2.2447,-9.9658,-6.5064,-4.035,-2.7274,-1.685,-3.6259,-6.5064,-9.9658,-1.6394,-3.1714,-2.9324,-6.5064,-4.6082,-2.7274,-9.9658,-9.9658,-2.9324,-2.3884,-9.9658,-3.458,-9.9658,-6.5064,-6.5064,-4.035,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-1.9942,-2.5479,-4.6082,-3.816,-9.9658,-3.3076,-3.816,-4.2934,-3.816,-4.2934,-4.035,-4.6082,-6.5064,-3.6259,-6.5064,-5.5735,-4.035,-5.5735,-3.3076,-2.5479,-3.3076,-4.6082,-3.816,-9.9658,-9.9658,-3.0469,-9.9658,-3.816,-9.9658,-9.9658,-6.5064,-5.5735,-2.1779,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-5.5735,-2.8262,-2.6349,-6.5064,-5.0116,-3.816,-4.6082,-2.5479,-3.458,-3.458,-9.9658,-2.2447,-9.9658,-3.0469,-2.8262,-4.6082,-4.6082,-4.2934,-6.5064,-4.6082,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-5.0116,-9.9658,-6.5064,-3.6259,-9.9658,-3.3076,-9.9658,-4.6082,-9.9658,-4.2934,-3.6259,-4.035,-2.6349,-4.2934,-5.0116,-4.6082,-1.4699,-2.9324,-3.1714,-6.5064,-9.9658,-4.2934
CTSB,8.3786,9.1584,8.4449,8.9988,9.1947,8.0289,9.8056,9.7226,9.8844,8.864,8.7179,8.5846,8.5988,8.6241,8.9188,10.9114,8.5436,9.0821,10.382,9.5217,8.1518,9.8385,10.6496,9.9861,9.8171,9.5024,10.2061,9.6558,8.7026,9.6525,8.1992,10.0003,9.7205,9.4864,8.7539,8.5031,9.1674,9.1156,9.8214,9.7348,8.8356,9.2464,10.6223,8.9938,10.0917,9.9414,9.0433,11.5221,10.4755,10.1186,8.823,10.8334,9.7318,8.8744,8.4987,10.2982,8.8955,12.0575,10.4305,8.891,9.8288,9.8549,11.3222,9.0055,10.8428,10.9274,9.0291,9.3688,9.2651,8.8749,9.4984,10.19,8.0861,8.1996,8.1757,8.8412,7.6831,10.9704,8.7223,8.8307,9.481,8.3341,9.1444,9.7706,7.4679,9.3635,9.671,9.5738,9.7868,9.6363,9.0071,8.7338,9.4193,10.6691,9.5223,11.5678,7.4899,8.3276,9.8697,10.3049,10.1946,8.8512,10.6192,9.2814,9.189,10.4249,9.3405,9.1644,9.4915,10.1961,8.8036,9.2712,9.4077,8.5518,9.1843,8.7993,9.1638,8.4766,9.1919,8.9752,10.9988,8.6611,8.3066,9.2375,9.5238,8.6462,9.5762,9.4773,8.377,9.5603,9.4065,9.1984,9.1728,10.0613,8.9287,8.7731,8.0968,9.7313,10.0252,8.559,8.7799,9.2693,8.9254,9.5526,9.7831,8.9601,9.8876,8.6385,9.29,9.3252,8.6438,9.5619,9.5761,11.9146,9.498,8.4199,10.3678,8.1819,8.9392,9.6875,10.4673,9.3362,8.1458,8.1288,8.9543,8.8486,10.3536,8.6648,9.5553,9.9421,9.674,9.8384,10.6948,10.4047,9.1479,9.5451,9.0754,10.7447,9.4348,8.7131,9.8533,8.679,10.1143,9.2162,9.9477,8.202,9.4615,9.3528
CTSD,6.9593,8.0717,8.9228,8.959,9.1497,9.2394,9.6032,9.5577,9.5275,9.5647,8.3974,7.9307,8.3866,8.1003,8.3243,9.3482,7.9759,8.9562,9.8404,8.5256,7.7982,9.2111,9.137,9.3481,8.8236,9.0987,9.3847,9.1635,9.7249,9.3242,7.2376,8.9994,9.1072,9.2195,8.8875,8.7092,8.3423,8.6371,8.6459,9.2579,8.7427,8.7321,8.6327,9.0384,9.6997,9.7722,9.1367,8.9349,10.1408,9.0704,8.9,9.5294,9.3897,8.3607,8.0793,9.1632,8.4592,9.7456,9.7192,9.0349,8.2772,9.2362,9.2107,8.9053,8.3595,9.4447,8.4528,8.2947,9.8601,8.5878,8.9868,9.6542,8.6799,9.327,8.7059,8.9333,10.1059,9.3289,9.0078,8.3649,9.1754,9.1819,8.8658,9.2872,8.8875,7.2764,9.3464,9.9217,9.493,9.2193,8.5869,9.7839,8.5352,9.6355,8.6892,8.7365,7.9848,9.8371,9.4906,9.0643,8.9493,8.1498,9.3096,10.1725,8.5187,8.5132,8.4963,8.2254,9.157,7.8401,8.3796,8.968,9.0853,9.0574,8.5276,9.0253,9.245,8.4772,9.2248,9.0969,9.6297,7.8605,8.4411,9.4107,7.6491,8.0069,9.0137,9.875,8.213,9.1898,8.6161,8.6777,10.0087,9.4269,8.6083,8.863,8.9023,8.1085,8.9221,8.9498,8.7783,8.3221,8.2516,8.9501,8.5269,8.0755,9.3605,7.4477,9.157,9.452,8.1722,9.3408,8.771,9.6049,9.1764,8.5324,9.0605,9.528,8.8269,8.7127,8.914,8.9441,9.0824,8.1339,7.9534,9.0172,8.6181,7.7506,9.1417,9.2275,8.759,8.6641,9.439,9.1846,7.2855,8.6681,9.4021,9.9093,9.3483,9.0341,8.6411,8.3539,9.3264,8.881,9.103,8.2481,9.4558,8.2098
CUL1,4.0584,4.8842,4.3463,4.8012,3.1669,4.6071,5.0519,4.4647,4.6821,4.6323,4.225,4.7528,4.079,4.2669,4.6508,4.8635,4.7192,4.2654,4.2189,3.836,3.7453,3.5645,4.2442,4.3702,4.061,4.1604,4.3903,4.841,4.6485,3.9783,5.0462,4.1441,5.314,4.0471,4.6106,4.6685,4.4861,4.8645,4.6815,4.7104,4.2304,3.1701,4.9865,4.1796,3.7291,3.6623,4.2518,3.4856,4.2289,4.6317,4.6821,4.86,4.97,4.8405,4.0627,5.0427,5.1077,3.9663,3.9856,4.1772,4.2699,4.717,4.5565,4.225,4.1269,4.5946,3.7804,5.2242,4.7005,4.554,3.6861,4.4615,4.7825,4.6747,3.4817,4.5826,4.4061,4.6955,5.0308,5.6843,5.428,4.7115,4.5964,4.3793,4.9246,5.383,4.5904,4.9681,4.7882,4.565,3.9365,4.5497,4.3876,5.4797,4.5392,4.3855,3.8228,3.7039,3.834,4.4732,3.4661,4.8842,4.774,4.6543,5.0601,4.7898,4.4162,4.2495,4.0445,4.7329,5.1615,4.9435,4.6288,4.4503,4.4641,4.0233,3.9737,4.4919,4.2892,3.7324,3.8239,5.3292,4.4739,4.9194,4.3442,4.3751,4.9654,4.7334,4.7877,4.6977,4.2526,4.7187,4.4503,5.1962,5.1031,3.9431,4.2457,5.1433,4.841,4.5497,4.7783,4.0875,4.588,4.1676,5.1615,5.2661,4.656,4.9444,5.0348,4.287,5.4803,4.5988,4.7214,5.0286,4.7049,3.9589,3.8249,3.8847,3.8064,4.6106,4.9002,4.5547,4.5802,4.6634,4.5066,4.8048,4.7571,4.7788,4.7383,3.5584,4.4304,4.182,4.836,4.3184,4.5318,4.2943,4.8115,4.222,4.3263,4.8228,4.3527,4.4615,4.691,4.8895,3.8002,5.037,4.696,4.4277
CUL3,4.7783,5.1211,4.5675,5.0086,5.1056,5.213,3.7773,4.5844,5.0189,4.9589,4.7127,4.7555,4.0969,4.3456,5.5274,4.2654,4.9241,4.504,4.2958,4.756,5.225,5.0317,4.2103,4.756,4.6571,4.7181,4.1449,5.0888,4.3541,5.1799,4.8177,4.9407,4.6381,4.2758,5.342,4.9256,4.8475,4.5657,5.0014,4.2335,4.5748,5.1035,4.9141,3.9524,4.2616,4.6112,4.5485,3.8481,4.5808,5.033,4.8274,4.7334,4.8689,4.1604,5.7192,4.6821,5.4706,4.0401,4.7415,4.0144,4.7746,4.1474,4.9426,4.5614,4.4496,4.5565,4.861,4.435,4.8207,3.9856,4.795,4.5832,5.2987,5.0575,5.2323,5.1899,5.109,4.7929,4.795,4.6077,4.0331,3.7182,4.8038,4.3562,5.1784,5.1211,5.2799,4.5565,4.3695,4.9896,5.1732,5.0299,4.641,5.2036,4.3688,4.4919,5.4148,5.3608,4.3349,4.6697,4.8968,4.9055,5.2138,5.0696,5.3927,5.322,4.5255,4.7496,4.4829,4.5129,5.7798,4.691,5.0913,4.8724,5.1102,5.5186,5.1807,5.0255,4.4575,4.9463,4.9937,4.6183,5.1619,4.5311,4.7496,3.5572,4.0225,5.0242,4.8146,5.0184,4.588,4.7856,4.6433,5.0756,4.3356,5.1375,4.783,4.7049,4.7898,4.5028,5.3965,4.9463,5.0635,5.166,4.5856,5.9115,4.6713,4.6877,4.6352,4.4196,3.8239,5.6244,4.9065,4.1194,4.9402,4.5874,4.5085,5.7447,4.9093,3.9127,4.284,4.6,3.0199,5.1938,4.97,4.9727,5.2404,5.0273,4.5928,4.0756,4.1796,5.2296,5.153,5.0068,4.3848,4.7861,5.5214,5.4466,5.073,4.5405,4.7464,4.9388,5.0644,4.9778,4.5324,5.5327,4.7285,5.2335
CX3CL1,2.1766,4.8238,0.9191,0.8164,5.0175,5.783,4.2676,3.864,4.5832,5.0348,1.2271,5.7219,2.578,3.2511,3.421,4.9477,-0.4719,-0.1665,5.1231,0.9716,2.5634,2.3479,6.3358,4.0136,1.0503,3.5779,3.0074,4.0383,0.6608,1.3567,2.7117,2.6302,5.3013,2.4908,4.7825,1.5013,4.9199,4.7592,2.4439,2.8779,3.9663,5.2788,5.5907,-0.3566,6.4819,0.7832,5.8637,2.8158,6.2194,2.7951,3.9617,1.4494,5.4466,5.2961,2.2391,5.0131,3.7625,2.8462,4.4745,5.6276,-0.5973,5.6879,4.7404,5.1934,2.6371,5.1954,2.0254,4.3793,4.3148,3.3605,2.96,3.7061,2.9984,3.716,3.4424,2.4727,0.8961,5.4575,5.6868,3.4791,3.9673,2.609,1.4065,3.3717,2.0878,-1.5951,3.8249,4.6966,4.3213,3.3264,-0.1828,5.1883,4.1069,5.0601,4.5946,1.8722,2.5061,6.2153,4.7861,4.1425,4.6224,3.0181,4.2965,3.9974,5.6323,3.3993,2.0742,5.0401,5.2739,1.5366,2.5036,4.851,2.6873,0.7664,-0.5543,2.8462,2.6348,1.0151,1.4756,5.2273,1.5902,2.727,3.0127,2.4779,1.949,1.2992,0.4125,4.9901,6.9257,4.6271,0.9038,3.7867,4.917,4.7777,2.4985,1.0711,0.8647,1.9149,4.8783,2.9839,4.9031,1.9226,3.0287,3.755,4.3632,3.2959,2.0946,0.7579,5.8736,0.9493,4.8028,2.8622,5.0423,5.8415,1.6374,1.2085,0.9862,3.9765,5.2694,0.6425,4.7976,5.7258,5.5934,-0.6873,4.6006,1.2875,2.1013,3.3076,-0.2498,5.0734,4.4095,4.0028,3.8064,4.4673,0.6332,2.2237,2.4117,2.4831,3.3163,5.0041,3.2282,2.4332,5.5201,3.7909,3.7867,5.0027,-0.3566,1.3735
