gene_name,TCGA-BF-A1PU-01,TCGA-BF-A1PX-01,TCGA-BF-A1PZ-01,TCGA-BF-A3DJ-01,TCGA-BF-A3DL-01,TCGA-BF-A3DM-01,TCGA-BF-A3DN-01,TCGA-BF-A5EO-01,TCGA-BF-A5EP-01,TCGA-BF-A5EQ-01,TCGA-BF-A5ER-01,TCGA-BF-A5ES-01,TCGA-D9-A3Z4-01,TCGA-D9-A4Z3-01,TCGA-D9-A4Z5-01,TCGA-EB-A1NK-01,TCGA-EB-A24C-01,TCGA-EB-A24D-01,TCGA-EB-A299-01,TCGA-EB-A3HV-01,TCGA-EB-A3XB-01,TCGA-EB-A3XC-01,TCGA-EB-A3XD-01,TCGA-EB-A3XE-01,TCGA-EB-A3XF-01,TCGA-EB-A3Y6-01,TCGA-EB-A3Y7-01,TCGA-EB-A41A-01,TCGA-EB-A41B-01,TCGA-EB-A42Y-01,TCGA-EB-A42Z-01,TCGA-EB-A430-01,TCGA-EB-A431-01,TCGA-EB-A44N-01,TCGA-EB-A44O-01,TCGA-EB-A44P-01,TCGA-EB-A4IQ-01,TCGA-EB-A4IS-01,TCGA-EB-A4OY-01,TCGA-EB-A4OZ-01,TCGA-EB-A4XL-01,TCGA-EB-A550-01,TCGA-EB-A551-01,TCGA-EB-A553-01,TCGA-EB-A5FP-01,TCGA-ER-A194-01,TCGA-ER-A196-01,TCGA-ER-A19K-01,TCGA-ER-A19T-01,TCGA-ER-A2NB-01,TCGA-ER-A2NF-01,TCGA-ER-A42H-01,TCGA-FR-A3R1-01,TCGA-FS-A1ZN-01,TCGA-GF-A2C7-01,TCGA-GN-A263-01,TCGA-GN-A26C-01,TCGA-HR-A5NC-01,TCGA-IH-A3EA-01
ADIPOQ,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-0.5332,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,3.8925,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,2.3077,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064
ADIPOR1,6.3322,6.3716,7.1477,6.5179,6.6243,7.1839,6.28,6.5761,6.9076,6.2357,6.1305,6.2585,6.9506,5.7214,6.0155,6.5107,6.1567,6.7214,6.4118,6.0794,6.8281,6.3475,6.8455,6.235,6.0451,7.2228,7.151,6.8083,6.4499,6.3367,5.3209,7.1174,6.9059,7.1075,6.9718,6.052,6.3507,6.388,5.81,5.7674,5.8493,6.1869,6.0966,5.3212,7.1556,5.8785,6.4065,6.5762,6.3526,6.2921,6.0968,6.2685,6.3016,6.7059,6.8735,7.5491,5.8917,6.6867,6.0525
ADIPOR2,6.2424,5.2404,4.8778,5.3875,5.1148,5.4706,4.855,5.0998,5.4948,5.4699,5.359,5.1764,5.101,4.1555,6.0206,5.3093,5.7134,6.1877,4.9279,4.8851,5.7002,5.3625,5.1551,5.9593,5.7399,4.8213,4.3249,5.2854,5.1651,5.2392,5.168,5.0905,5.7345,4.7981,5.5142,5.1831,5.8012,5.0841,4.2457,4.0807,5.1148,4.783,5.3927,3.5742,5.2211,4.8304,5.176,5.6801,5.5323,3.6393,5.2947,4.7404,5.9043,5.4084,5.5976,5.3954,4.0392,5.1404,5.4826
ADORA1,0.7916,-1.3183,-0.6193,1.1897,-1.5951,0.688,0.7664,-0.8863,-1.5951,-0.3022,0.9038,-0.2328,1.4704,-2.5479,-1.7809,-0.7834,-0.9971,-0.5543,2.1988,1.3167,0.2154,0.4967,1.2696,0.8647,-2.5479,1.8879,1.1512,-2.5479,-2.4659,-2.2447,1.0847,0.7664,-2.3147,0.5955,-4.035,1.2085,-0.1665,-0.3752,-1.0262,-0.3201,0.1648,-1.0559,-1.2828,-1.3183,-1.3183,-3.6259,-1.8314,-3.816,-0.8599,0.6145,-1.8836,-0.6873,-1.2828,-0.2498,-1.3921,-6.5064,-1.685,-2.3147,-2.4659
ADORA2A,-1.5105,2.2513,-1.1811,0.1648,-1.4699,1.2271,-0.7588,0.6239,-0.7108,1.125,-1.2828,-0.0277,0.5271,-0.0277,0.4967,-1.0862,-1.2142,0.9191,0.547,-0.2159,-0.394,-0.7108,1.7185,0.5955,0.058,-0.9971,-1.0559,0.0014,-0.5332,0.6332,-0.6873,0.044,-0.5756,1.0363,-1.2828,0.3346,-1.2828,2.6325,-0.1345,1.5115,0.9191,-0.4719,2.1766,-0.2498,-1.6394,0.6239,0.547,-0.4921,-1.5522,0.3796,1.5064,1.3846,0.0158,-1.2142,-0.9132,-1.7809,2.0707,-0.8084,0.7832
ADORA2B,2.4465,2.5852,-0.2159,2.299,0.7146,2.4649,1.4911,1.6695,2.3077,1.1641,2.296,-1.7809,0.7058,-2.3884,-0.0425,2.4117,1.3051,-0.0425,1.9302,1.7617,0.9419,3.4291,1.5854,2.3019,0.547,0.7407,-0.4719,-1.1488,1.1833,1.2147,2.8799,0.537,0.6608,2.2753,1.4388,0.4761,1.8444,1.3109,-0.4131,1.6964,0.7748,2.9984,-0.2671,-1.9942,1.7053,-2.9324,4.6713,1.4756,1.5806,1.2023,-0.0574,0.0718,2.3222,-0.1031,0.1519,2.5756,2.3077,0.7579,0.9115
ADORA3,-1.31385,1.83895,0.1214499999999999,2.23935,0.7515,0.9959,-0.55485,0.93905,0.24465,1.1122,-1.3040500000000002,0.4021,1.67605,0.4716,2.1252,1.1507999999999998,-0.6054999999999999,-0.44115,0.07055,1.67455,0.7691,1.0483,0.8277,0.3527,0.48795,0.4535,-1.9367,-0.46335,-1.49015,0.79305,1.29815,-1.1823,0.0294,0.22515,-0.065,-0.7957,-0.5151,1.2963,-0.3670500000000001,1.16815,0.85595,-0.42355,1.5997,-0.0286499999999999,-0.67755,-0.0819999999999999,-1.8239,1.5433,0.53205,1.3839,1.05655,1.0867,0.10035,0.1197499999999999,-0.65335,0.6188,2.0604,-0.2588,0.79925
ADRA1A,-4.6082,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-2.4659,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-3.458,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.035,-5.5735,-5.5735,-5.5735,-4.2934,-3.6259,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658
ADRA1B,2.7679,-2.5479,-0.5973,-2.6349,-0.7588,0.1257,-0.394,-1.7322,-0.1993,-3.6259,-3.6259,-1.8314,-1.9379,-5.0116,-0.9971,1.9264,-0.1031,-1.5522,-1.2828,-3.816,-3.458,-2.4659,-1.0862,0.4967,-4.035,-0.6643,-0.6873,-4.2934,-5.0116,-1.2142,0.7832,-0.3566,-1.3921,-2.8262,-5.0116,-2.0529,-3.3076,-1.5105,1.2394,-0.4719,-2.9324,-1.0262,-0.9406,-4.035,-3.3076,1.9564,-2.1779,-4.2934,-0.9132,-3.816,-3.6259,-3.0469,-1.8314,0.6517,-2.9324,-3.1714,3.833,-0.5543,-0.4921
ADRA1D,-5.5735,-3.0469,-5.5735,-6.5064,-2.3147,-0.0277,-3.3076,-2.5479,-3.6259,-4.035,-3.816,-5.5735,-4.2934,-5.5735,-2.5479,-3.1714,-4.6082,-5.5735,-1.7809,-4.035,-4.6082,-4.2934,-2.114,-3.6259,-5.5735,-4.6082,-2.8262,-3.816,-6.5064,-3.6259,-4.6082,-5.5735,-5.0116,-2.114,-5.5735,-5.0116,-3.0469,-5.5735,-3.0469,-3.458,-3.816,-3.816,-6.5064,-3.6259,-4.6082,-9.9658,-5.0116,-5.0116,-4.035,-6.5064,-6.5064,-4.6082,-9.9658,-3.816,-3.0469,-4.2934,-4.2934,-5.0116,-5.5735
ADRA2A,-0.9971,0.7999,-2.0529,-0.7346,-2.6349,-3.1714,0.8082,-1.685,-2.5479,1.6045,-2.8262,0.6699,0.2998,-2.114,3.2929,-0.6643,-0.8084,-3.1714,-0.7834,0.1124,0.1519,-1.5951,2.9525,1.2147,-4.6082,0.547,-1.5522,-2.4659,-3.0469,-2.9324,-1.5105,-2.8262,-0.4131,1.334,-2.5479,-1.2828,0.7999,1.595,-0.2845,-1.9379,-0.1031,-1.8836,-0.2328,-2.6349,-2.9324,-0.7834,-1.1172,-2.6349,-2.8262,-1.2142,-0.2328,1.5266,-2.114,-5.5735,1.7141,-0.7834,0.0718,-0.5332,-4.6082
ADRA2B,-0.394,-5.0116,-4.2934,-0.0574,-5.5735,-1.0559,-0.3752,-5.0116,-1.3921,-1.8836,-6.5064,-4.035,-0.9686,-5.5735,-1.7809,-5.0116,-6.5064,-1.8836,1.0711,-0.8863,-6.5064,-1.4699,-1.6394,0.0014,-2.8262,-2.3147,-5.0116,-4.6082,-6.5064,-5.0116,-2.7274,-3.3076,-9.9658,-1.1811,-6.5064,-1.2828,-2.6349,-4.2934,-3.816,-0.9686,2.667,-2.8262,-4.2934,-5.5735,-5.0116,-3.816,-6.5064,-9.9658,-2.8262,-6.5064,-6.5064,-1.5105,-5.0116,0.099,-0.1504,-6.5064,-6.5064,-0.8863,-4.035
ADRA2C,3.7105,0.517,0.8647,-0.1187,2.299,1.9749,0.8568,-2.3884,-1.9379,-2.114,-0.2498,1.7786,2.1862,1.7575,3.3364,-1.2481,1.0433,3.7919,-0.6193,1.3283,-1.6394,0.1388,1.816,4.2758,-6.5064,1.7744,2.8482,0.8164,-2.8262,5.439,2.9109,-4.035,-1.5105,2.5756,-3.458,-1.4305,2.8462,-0.6193,3.2236,0.044,-3.0469,1.4494,-0.6193,-0.7108,1.8444,-1.7809,3.5742,-2.6349,4.2855,2.3423,-0.0574,4.812,-4.035,-4.2934,3.9346,-3.3076,-1.4305,3.5035,-0.2159
ADRB1,-9.9658,-3.458,-4.6082,-3.3076,-9.9658,-3.6259,-2.114,-5.5735,-6.5064,-6.5064,-9.9658,-5.5735,-4.2934,-9.9658,-4.6082,-6.5064,-9.9658,-6.5064,-3.1714,-4.2934,-6.5064,-6.5064,-3.1714,-5.5735,-9.9658,-5.5735,-9.9658,-9.9658,-6.5064,-5.5735,-5.0116,-9.9658,-6.5064,-6.5064,-9.9658,-5.5735,-6.5064,-4.6082,-6.5064,-3.816,-5.0116,-3.816,-0.0574,-9.9658,-6.5064,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-4.6082,-6.5064,-2.9324,-4.6082,-9.9658
ADRB2,-4.035,-0.0574,-4.2934,-1.2142,-3.1714,-3.0469,-1.3921,-0.5973,-0.8863,-0.1031,-4.2934,-2.9324,-1.685,-1.7322,1.3846,-0.7834,-0.1993,0.9343,-0.2671,-0.9686,-1.7809,-2.0529,0.6332,-0.2498,-0.7346,-1.4699,-3.816,-1.1172,-0.8599,-1.0262,-2.1779,-1.6394,-2.8262,-0.5125,-3.0469,-1.685,0.6969,-0.1828,-2.9324,-0.4921,-0.4131,0.24,-0.9686,-3.816,-3.6259,1.4065,0.2762,-2.2447,-3.816,3.5498,0.8805,-3.3076,-1.9379,-1.1811,-0.4325,-2.3147,-2.0529,-0.3752,-1.3183
ADRB3,-6.5064,-5.5735,-6.5064,-5.0116,-6.5064,-5.0116,-6.5064,-3.458,-4.035,-5.0116,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-3.6259,-3.6259,-4.6082,-5.0116,-4.035,-5.0116,-9.9658,-6.5064,-4.035,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-2.9324,-3.458,-3.3076,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-4.6082,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-4.6082,-3.816
AFDN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFP,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-3.458,-4.2934,-9.9658
AGAP2,-1.8836,1.3791,-1.7809,-0.6416,-2.0529,-2.114,-1.2142,0.346,-0.5125,-0.1187,-0.9686,-1.3183,-0.0574,-0.5332,0.03,-0.8339,-1.9379,-0.6873,0.5568,0.9493,-1.5105,-0.5756,1.6281,0.1903,-0.6416,-1.5522,-2.114,-2.1779,-1.8314,-0.9971,-0.9971,-1.0862,-1.8314,1.2875,-2.3147,-1.2828,-0.1187,1.8722,-0.8084,1.5013,0.346,0.3346,1.3846,-0.8599,-1.7809,-0.3383,-1.1488,-0.9971,0.1903,1.412,0.5666,-1.3183,-0.9971,-1.685,-1.1811,-2.8262,1.3846,-0.7834,-1.3548
AGER,-0.2498,1.2271,0.2277,0.5955,-1.9379,-1.4699,0.1257,1.2455,0.2762,1.3511,-0.9971,-0.394,2.0465,-0.9971,1.2636,-1.3183,-0.9971,1.4335,1.9034,-0.2328,1.8119,0.3231,0.5069,0.9191,1.787,1.3623,1.3283,2.4701,0.0854,1.1382,-0.0425,1.5165,-0.1993,1.7744,0.7493,3.0376,1.1641,2.2206,1.0293,2.9469,2.0111,2.0289,1.4441,2.8096,0.8408,0.8246,-0.5125,0.4552,0.8408,-0.9686,-1.5105,2.2206,0.7999,1.3511,0.7832,-0.5543,0.8883,1.105,0.058
AGRP,-5.5735,-5.5735,-9.9658,-4.2934,-5.0116,-5.0116,-4.2934,-3.816,-5.0116,-9.9658,-4.2934,-4.6082,-2.3884,-2.5479,-2.8262,-5.5735,-4.6082,-9.9658,-5.0116,-9.9658,-3.6259,-4.6082,-9.9658,-5.0116,-9.9658,-4.035,-2.9324,-4.6082,-5.0116,-5.5735,-5.0116,-2.8262,-9.9658,-9.9658,-9.9658,-4.6082,-4.035,-5.0116,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-2.9324,-4.2934,-3.458,-9.9658,-9.9658,-3.3076,-4.2934,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-1.0559
AGT,-0.0425,-2.5479,5.6291,4.3184,-1.3183,2.5238,-0.8084,-1.5951,-2.8262,-2.5479,-4.6082,1.1512,2.1574,4.6662,0.7579,-2.114,2.2237,-3.816,1.1577,-1.4305,3.4817,0.5568,1.2271,-0.9686,-1.7322,5.7055,3.4997,-0.9686,2.233,1.7744,-1.2481,4.9842,1.8201,1.0983,4.4628,-4.6082,-3.816,-0.6193,6.4552,3.5947,1.9601,3.0393,-4.035,-1.7322,-4.2934,-4.6082,-4.6082,-6.5064,6.0317,-0.0725,1.2023,1.2992,-4.035,-6.5064,-4.035,-2.8262,3.772,0.1776,-0.9406
AGTR1,-4.035,-1.4305,-4.035,-5.0116,-3.458,-3.816,-2.114,-6.5064,-5.0116,-1.2481,-4.6082,-2.6349,-2.3147,-3.816,-4.6082,-4.2934,-2.7274,-2.4659,-3.816,-2.7274,-3.3076,-2.7274,1.177,-3.6259,-5.0116,-2.6349,-4.2934,-6.5064,-3.3076,-2.8262,-3.458,-6.5064,-5.0116,-1.0862,-5.0116,-3.3076,-5.0116,-1.6394,-6.5064,-9.9658,-3.458,-3.458,-3.1714,-3.816,-3.0469,-2.6349,-9.9658,-2.3147,-2.3884,-5.0116,-2.8262,-3.3076,-4.2934,-4.035,-4.6082,-2.0529,-9.9658,-3.458,-9.9658
AIFM2,3.0602,3.3689,4.1732,2.9224,2.7889,3.5161,2.7422,3.4264,2.1894,2.8897,3.3787,3.6172,3.3278,3.5374,2.6693,4.6035,2.3337,0.1903,2.7007,2.5996,2.9167,3.9487,2.9394,2.8096,2.6624,2.1988,5.3413,3.7635,3.6816,4.8059,2.8117,3.9079,3.4075,2.1702,3.5718,3.034,3.5803,2.6984,4.3002,3.38,2.9784,2.043,0.7748,3.4237,2.9544,1.3901,3.1653,3.0585,3.8239,1.8564,2.5087,3.0446,3.3563,2.5363,2.0111,2.6185,3.6428,2.7465,3.6782
AIM2,-3.3076,3.5022,1.2209,5.0756,-1.9942,3.2096,-2.4659,-0.6416,-1.0862,-0.2159,-3.816,2.118,0.7579,-1.1488,-3.3076,-1.2481,-0.4521,-0.1345,3.2973,-0.0574,4.3082,2.1702,-0.8863,0.2277,2.5363,3.4224,-0.4325,-1.2828,-0.5125,-0.4921,3.4224,-1.2481,2.6043,2.0004,3.3535,-0.4719,-1.0559,5.1384,-2.5479,2.5658,1.2147,0.5955,4.1954,-0.5332,-0.9686,-0.6873,0.7321,-0.8084,1.9034,-1.0862,-0.2159,-4.6082,0.2762,-1.5105,-5.5735,1.3846,6.3239,-1.9942,-0.3383
AJUBA,0.9642,2.7784,1.177,1.1833,-0.8599,0.6517,1.3051,2.183,2.0912,1.6558,0.9935,-0.9686,0.2154,0.03,4.9308,1.8722,1.6327,1.3167,3.1212,2.4727,1.7489,2.0395,3.074,1.9822,2.0147,-0.0574,-0.6643,1.1117,-0.5332,2.7508,0.3907,1.6466,-0.5756,3.1195,0.7664,2.5924,3.1129,1.6466,-3.6259,2.328,2.9637,3.6555,0.7407,-0.0277,1.1447,0.434,3.3731,1.4652,1.8722,2.0979,2.2931,1.125,0.3796,1.5266,1.8918,-0.9132,1.46,1.7744,0.1124
AKT1,6.9497,6.3519,7.0313,5.4614,7.7234,7.3037,6.9629,7.7574,6.9861,6.0978,6.9931,7.7081,6.2659,6.3968,7.1368,6.8244,7.0115,5.1165,6.546,6.8996,6.6051,7.0378,6.607,6.4423,6.8531,6.3261,7.1592,5.8982,5.6921,7.1761,6.5344,6.6615,6.5531,6.4053,5.8322,7.169,7.7837,6.8696,5.9482,6.3749,6.5621,6.1173,5.5598,6.7734,7.5449,6.4707,6.6259,6.9021,6.5415,5.1347,6.0773,7.1485,6.2858,6.5721,6.585,5.1639,5.6719,5.7007,6.3563
AKT1S1,5.6005,5.4145,5.6311,5.2319,6.3607,5.9369,5.5497,6.2869,5.2211,5.009,5.9858,5.4725,5.4935,5.3049,5.5327,5.7908,5.0264,5.1567,5.8844,5.7274,5.1962,5.0993,5.517,5.6285,5.1587,5.0431,6.4249,5.4867,5.6112,6.4285,5.5189,5.0063,4.4128,5.3761,5.7334,5.6916,6.2478,5.4473,7.025,5.9217,5.2211,5.138,4.8274,4.9327,4.7965,5.191,5.4912,4.8895,6.4062,5.8941,4.841,4.8319,4.511,5.0189,5.3678,4.1425,4.9524,5.2095,6.3281
AKT2,5.7724,6.2304,6.0845,5.9503,6.5943,6.6289,7.5295,7.3174,5.9172,5.8342,6.7339,6.9877,6.2064,6.6582,5.9953,5.76,6.2623,5.5623,6.1235,6.5102,5.6168,6.0968,6.4915,5.5252,6.0689,5.5723,6.3031,5.427,5.9146,6.9528,6.1398,5.3335,6.1371,6.0635,6.9127,6.1983,6.8114,6.0959,4.7939,4.8605,6.5996,6.2409,4.7517,4.0233,6.1173,4.9103,6.1514,6.7229,5.9807,5.6525,5.7466,6.0811,5.6424,6.4557,5.9766,3.1507,5.2346,6.0301,5.8362
AKT3,3.6816,2.9984,4.9792,4.0028,2.8402,4.3527,5.0627,2.5437,4.437,4.0584,1.7489,2.3981,5.588,4.1019,4.562,3.0092,4.854,4.9644,2.9186,2.9674,4.4216,4.1186,2.3953,3.2002,4.3242,4.7576,1.4859,4.8084,4.5454,2.9148,2.6487,3.5559,3.5473,3.74,4.4647,4.466,3.2617,4.1019,2.945,2.0183,3.3731,2.9224,4.0401,2.9128,4.5442,1.7575,3.4997,4.0001,4.9987,1.934,3.5212,4.4417,5.204,5.2709,4.149,4.3965,4.3456,3.1876,3.0446
ALDOA,10.7442,10.8583,11.298,10.54,11.9148,11.4659,10.4012,11.8598,11.2509,10.1073,11.2615,10.6895,9.9135,10.3183,10.7968,10.9624,10.2881,9.4332,10.706,11.2821,10.8879,10.8991,10.6971,10.3343,9.6725,10.2602,11.9436,10.5206,10.745,11.1449,10.878,10.1521,11.1053,10.5505,10.8458,11.0755,10.2809,10.1722,11.1195,11.1876,10.0576,10.251,9.6838,10.0691,10.8614,11.2338,10.4225,10.2043,10.2723,11.0157,9.4602,10.3943,10.2321,10.5447,10.7759,7.8255,9.5808,9.5602,11.8638
ALDOB,-1.5951,-6.5064,-3.1714,-6.5064,-5.5735,-4.6082,-2.9324,-5.5735,-5.5735,-5.5735,-9.9658,-5.0116,-2.1779,-5.5735,-5.5735,-6.5064,-4.2934,-2.3147,-5.0116,-2.0529,-6.5064,-9.9658,-4.6082,-3.3076,-6.5064,-1.8314,-5.0116,-5.5735,-2.8262,-6.5064,-3.6259,-2.8262,-3.1714,-3.458,-3.0469,-5.5735,-4.2934,-6.5064,-4.035,-9.9658,-5.0116,-1.7322,-5.5735,-5.5735,-9.9658,-9.9658,-5.5735,-5.0116,-5.5735,-5.0116,-4.6082,-1.7322,-6.5064,-5.0116,-5.0116,-3.0469,-5.5735,-4.6082,-5.0116
ALDOC,4.6882,2.5972,4.4958,2.7465,4.427,6.6599,5.3158,4.4149,4.1954,3.5073,-1.2142,2.1378,4.1498,3.1377,4.9883,4.3862,2.2082,3.4583,5.2292,4.7986,1.1447,4.4823,5.3295,2.2452,1.334,2.1606,4.6662,-0.2328,4.7501,6.052,-0.1031,4.366,4.9374,4.3306,2.236,3.1829,2.7763,4.8202,5.0237,3.9393,5.1002,4.5374,2.8502,2.2603,0.3685,1.0779,3.6289,4.4836,3.5754,3.6994,1.4335,4.2654,0.9038,4.2442,4.6142,2.128,4.0037,1.8078,-0.7108
AMH,-1.5522,-1.7322,-3.1714,-2.3147,-6.5064,-1.7809,-1.1172,-3.6259,-5.5735,-1.3921,-6.5064,-2.4659,2.5996,-1.1488,-0.6193,-3.3076,-2.3147,0.7832,-2.3147,-0.5125,-0.8863,-3.1714,-4.2934,-1.5951,-4.6082,-1.5522,0.5763,3.9719,-1.0262,-1.0559,-2.6349,-0.6643,-2.6349,-2.3884,-0.1187,2.8916,-3.816,-1.1811,-2.7274,-1.8314,-1.2828,-2.0529,3.2143,2.0111,-1.9942,-3.816,-5.0116,-3.3076,-1.2481,-3.458,-3.6259,1.1833,-5.5735,-3.1714,-1.685,-6.5064,-1.5105,-1.4305,-9.9658
AMHR2,-9.9658,0.7664,2.0569,-6.5064,-4.6082,-9.9658,-2.9324,0.03,-9.9658,-9.9658,-5.5735,-9.9658,-3.1714,-5.5735,-9.9658,-9.9658,-5.0116,-6.5064,-5.5735,-9.9658,-4.2934,-3.816,-3.816,-5.5735,-5.0116,-9.9658,-0.4325,-9.9658,-5.5735,-6.5064,-9.9658,-4.6082,-9.9658,-4.2934,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-3.816,-9.9658,-4.035,-5.0116,-9.9658,-5.0116,-5.5735,-6.5064,-4.2934,-5.5735,-9.9658,-9.9658,-9.9658,-4.035,-9.9658,-9.9658,-6.5064,-9.9658
AMOT,2.7249,2.7868,2.3816,2.7249,-0.8339,2.3337,1.7273,0.8568,-0.3201,2.0535,2.3871,2.1411,2.3423,0.346,3.4411,2.3048,3.6543,2.4225,-0.5125,1.9527,3.3307,1.4808,1.2756,1.6695,2.753,2.2543,0.5069,-0.6643,2.2144,2.3077,1.1316,2.9893,2.685,2.4649,1.9786,1.9415,0.2277,-1.1811,-3.3076,-0.9132,1.6695,0.537,0.7058,-1.0862,0.8883,0.4865,1.5612,2.043,1.2455,-1.9942,3.668,-0.3752,1.674,2.5388,1.9149,0.6145,1.0079,2.2723,2.081
ANAPC5,5.4829,5.9493,6.2802,6.0555,6.2817,5.5379,5.6789,5.9442,6.1272,5.8069,5.2529,6.1821,6.8219,5.9512,5.4702,6.2279,5.392,6.2377,6.484,5.0884,6.2976,7.052,5.7288,6.2281,6.4458,6.0713,6.3563,6.4626,5.8733,5.9519,5.2192,6.4715,6.6753,6.0483,7.2078,6.9418,5.2983,6.3074,6.101,5.516,6.627,5.9855,6.4833,6.0856,6.3532,5.4165,5.8443,6.3236,7.1905,4.9575,5.468,7.5545,6.4058,6.1743,6.2106,6.516,5.7415,5.7819,5.9184
ANGPT1,-4.035,-2.7274,-4.6082,3.7804,-5.0116,2.0535,2.1476,0.099,1.0711,-1.7809,-6.5064,-9.9658,1.2455,6.5186,-2.3884,-2.7274,-2.7274,-1.7809,1.6374,-2.9324,2.4857,-0.2845,-0.9971,-1.5951,2.0776,2.1247,-5.0116,-1.0862,-0.013,2.7095,3.0376,-4.6082,1.2209,2.1894,-2.8262,1.683,-3.458,2.5313,-5.5735,-3.0469,0.9935,-0.4325,-1.3548,-0.0877,1.3511,-3.3076,-0.7588,-2.4659,-1.8836,-4.035,-2.4659,1.1512,0.688,-0.3201,-1.8836,-2.3147,-2.4659,-2.0529,-5.5735
ANGPT2,3.7182,2.7117,-0.4719,2.1574,1.3956,1.3735,4.7291,2.2144,0.7579,-0.1993,-1.685,-1.8836,0.03,-0.7346,1.5064,0.3231,1.8404,-0.8599,3.4945,2.9692,0.5763,-0.6416,2.2113,4.0807,5.6588,0.4447,-0.8339,-2.8262,-2.9324,-0.1665,1.6374,-2.1779,0.2029,3.4997,-0.9132,1.2934,0.7146,-0.9971,-1.9942,0.8082,0.7493,1.8722,-0.4325,-0.8339,0.0718,0.2154,1.1447,-0.7108,0.4761,-1.4305,-1.4699,4.166,-0.7346,5.6868,1.6695,0.1648,0.4967,4.1994,-0.5125
ANGPT4,-5.5735,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-4.035,-6.5064,-6.5064,-1.9942,-4.2934,-6.5064,-6.5064,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-4.035,-4.6082,-9.9658,-5.5735,-4.6082,-9.9658,-9.9658,-6.5064,-6.5064,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-6.5064,-9.9658,-3.816,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-5.5735,-9.9658,-9.9658,-5.0116
