gene_name,TCGA-BC-A10R-01,TCGA-BC-A10T-01,TCGA-BC-A10U-01,TCGA-BC-A10W-01,TCGA-BC-A10X-01,TCGA-BC-A10Y-01,TCGA-BC-A10Z-01,TCGA-BC-A216-01,TCGA-BC-A217-01,TCGA-BC-A3KF-01,TCGA-BC-A5W4-01,TCGA-BC-A69H-01,TCGA-BD-A2L6-01,TCGA-BD-A3EP-01,TCGA-BW-A5NO-01,TCGA-BW-A5NP-01,TCGA-BW-A5NQ-01,TCGA-CC-5258-01,TCGA-CC-5260-01,TCGA-CC-5262-01,TCGA-CC-5263-01,TCGA-CC-5264-01,TCGA-CC-A123-01,TCGA-CC-A1HT-01,TCGA-CC-A3M9-01,TCGA-CC-A3MA-01,TCGA-CC-A3MB-01,TCGA-CC-A3MC-01,TCGA-CC-A5UC-01,TCGA-CC-A5UD-01,TCGA-CC-A5UE-01,TCGA-CC-A7IF-01,TCGA-CC-A7IG-01,TCGA-CC-A7IH-01,TCGA-CC-A7II-01,TCGA-CC-A7IJ-01,TCGA-CC-A7IK-01,TCGA-CC-A7IL-01,TCGA-DD-A114-01,TCGA-DD-A115-01,TCGA-DD-A116-01,TCGA-DD-A118-01,TCGA-DD-A119-01,TCGA-DD-A11A-01,TCGA-DD-A11B-01,TCGA-DD-A11C-01,TCGA-DD-A11D-01,TCGA-DD-A1EB-01,TCGA-DD-A1EC-01,TCGA-DD-A1ED-01,TCGA-DD-A1EE-01,TCGA-DD-A1EF-01,TCGA-DD-A1EH-01,TCGA-DD-A1EJ-01,TCGA-DD-A1EL-01,TCGA-DD-A39V-01,TCGA-DD-A39W-01,TCGA-DD-A39X-01,TCGA-DD-A39Z-01,TCGA-DD-A3A2-01,TCGA-DD-A3A3-01,TCGA-DD-A3A4-01,TCGA-DD-A3A5-01,TCGA-DD-A3A7-01,TCGA-DD-A3A8-01,TCGA-DD-A3A9-01,TCGA-DD-A4NA-01,TCGA-DD-A4NB-01,TCGA-DD-A4ND-01,TCGA-DD-A4NE-01,TCGA-DD-A4NF-01,TCGA-DD-A4NG-01,TCGA-DD-A4NH-01,TCGA-DD-A4NI-01,TCGA-DD-A4NJ-01,TCGA-DD-A4NK-01,TCGA-DD-A4NN-01,TCGA-DD-A4NO-01,TCGA-DD-A4NP-01,TCGA-DD-A4NQ-01,TCGA-DD-A4NS-01,TCGA-DD-A73B-01,TCGA-DD-A73C-01,TCGA-DD-A73D-01,TCGA-DD-A73E-01,TCGA-DD-A73F-01,TCGA-DD-A73G-01,TCGA-ED-A459-01,TCGA-ED-A4XI-01,TCGA-ED-A5KG-01,TCGA-ED-A627-01,TCGA-ED-A66X-01,TCGA-ED-A66Y-01,TCGA-ED-A7PX-01,TCGA-ED-A7PY-01,TCGA-ED-A7PZ-01,TCGA-ED-A7XO-01,TCGA-ED-A7XP-01,TCGA-ED-A82E-01,TCGA-EP-A12J-01,TCGA-EP-A26S-01,TCGA-EP-A2KA-01,TCGA-EP-A2KB-01,TCGA-EP-A2KC-01,TCGA-EP-A3JL-01,TCGA-EP-A3RK-01,TCGA-ES-A2HS-01,TCGA-ES-A2HT-01,TCGA-FV-A23B-01,TCGA-FV-A2QQ-01,TCGA-FV-A2QR-01,TCGA-FV-A3R2-01,TCGA-FV-A3R3-01,TCGA-FV-A496-01,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,TCGA-G3-A25S-01,TCGA-G3-A25U-01,TCGA-G3-A25V-01,TCGA-G3-A25Y-01,TCGA-G3-A25Z-01,TCGA-G3-A3CH-01,TCGA-G3-A3CI-01,TCGA-G3-A3CK-01,TCGA-G3-A5SJ-01,TCGA-G3-A5SK-01,TCGA-G3-A5SL-01,TCGA-G3-A5SM-01,TCGA-G3-A7M5-01,TCGA-G3-A7M6-01,TCGA-G3-A7M7-01,TCGA-G3-A7M8-01,TCGA-G3-A7M9-01,TCGA-HP-A5MZ-01,TCGA-HP-A5N0-01,TCGA-K7-A5RF-01,TCGA-K7-A5RG-01,TCGA-KR-A7K7-01,TCGA-LG-A6GG-01,TCGA-MR-A520-01,TCGA-NI-A4U2-01,TCGA-O8-A75V-01,TCGA-PD-A5DF-01,TCGA-RC-A6M6-01,TCGA-RG-A7D4-01,TCGA-UB-A7MB-01,TCGA-UB-A7MC-01,TCGA-UB-A7MD-01,TCGA-UB-A7MF-01
ACSBG1,-3.3076,-6.5064,-4.035,-9.9658,-6.5064,-5.0116,-5.0116,-4.035,-3.816,-4.6082,-5.5735,-4.2934,-2.3884,-4.6082,-5.0116,-4.2934,-3.458,-6.5064,-6.5064,-9.9658,-1.8314,-6.5064,-9.9658,-4.2934,-4.2934,-4.2934,-6.5064,-4.2934,-6.5064,-4.2934,-4.035,-4.035,-6.5064,-5.5735,-5.0116,0.058,-9.9658,-4.035,-9.9658,-3.458,-9.9658,-5.5735,-9.9658,-1.0862,-9.9658,-4.2934,-3.1714,-0.7834,-5.5735,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-6.5064,-6.5064,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-3.6259,-4.6082,-3.6259,-9.9658,-6.5064,-5.0116,-4.035,-4.2934,-3.3076,-4.6082,-6.5064,-4.6082,-9.9658,-5.5735,-3.816,-6.5064,-6.5064,-5.5735,-6.5064,-5.5735,-6.5064,-6.5064,-6.5064,-3.458,-5.5735,-5.0116,-4.2934,-3.816,-6.5064,-2.8262,-4.035,-4.2934,-4.6082,-9.9658,-9.9658,-6.5064,-9.9658,-3.6259,-5.5735,-6.5064,-4.6082,-5.0116,-6.5064,-6.5064,0.9642,-5.0116,-9.9658,-3.3076,-9.9658,-1.5951,-6.5064,-5.5735,-3.458,-5.0116,-5.0116,-6.5064,-3.1714,-6.5064,-4.035,-5.0116,-6.5064,-6.5064,2.3926,-3.0469,-6.5064,-9.9658,-3.3076,-5.0116,-9.9658,-9.9658,-2.9324,-6.5064,-4.035,-9.9658,-4.2934,-6.5064,-6.5064,-5.5735,-5.0116,-4.6082,-5.0116,-2.1779,-6.5064
ACSBG2,-5.0116,-6.5064,-5.0116,-9.9658,-9.9658,-5.0116,-9.9658,-2.2447,-4.6082,-2.5479,-6.5064,-9.9658,-0.6416,-9.9658,-4.035,-3.816,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-3.458,-9.9658,-5.5735,-6.5064,-3.816,-4.035,-9.9658,-3.3076,-9.9658,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-9.9658,-5.5735,-9.9658,-0.8863,-9.9658,-4.035,-3.816,-5.0116,-6.5064,-9.9658,-4.6082,-5.0116,-9.9658,-9.9658,-4.035,-3.6259,-9.9658,-9.9658,-9.9658,-3.816,-0.5756,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.1811,-9.9658,-1.8314,-4.6082,-9.9658,-4.6082,-9.9658,-9.9658,-5.5735,-3.458,-5.0116,-9.9658,-9.9658,-4.035,-4.6082,-5.0116,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-3.3076,-9.9658,-5.0116,-5.5735,-9.9658,-5.0116,-9.9658,-4.6082,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-9.9658,-9.9658,-2.3147,-9.9658,-9.9658,-2.4659,-6.5064,-4.6082,-9.9658,-2.0529,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-3.6259,-3.816,-4.2934,-5.0116,-5.0116,-9.9658,-4.2934
ACSL1,5.4067,4.5608,7.3502,6.2858,8.3669,9.1398,8.4524,8.9487,6.0663,7.959,6.1459,4.843,8.3393,6.7462,7.6053,6.3641,5.6582,5.0968,3.4318,8.5066,6.8934,7.6947,5.4407,4.1915,4.2758,4.17,7.5029,7.0968,7.2421,7.0614,6.9498,6.6088,5.8372,6.6436,0.4233,5.7716,5.7965,6.4745,6.0779,7.9967,6.8376,7.0487,6.5367,7.8844,5.6442,8.761,8.5178,8.0628,4.9002,7.1931,6.4989,6.2396,4.9792,1.2333,6.1693,4.3876,5.558,6.4023,5.9461,7.8541,6.3973,7.6248,7.5762,6.3338,6.9666,4.523,5.0505,6.6984,8.3799,8.807,7.1792,6.8396,6.3064,8.155,6.8323,8.6481,4.0875,6.7866,7.1918,8.4245,6.9341,8.1377,9.1152,7.4094,6.6314,8.5664,5.6329,7.1742,8.0433,4.38,7.4079,6.2813,4.8213,5.9796,5.8565,5.8022,6.9047,5.6465,3.7741,7.6583,8.7654,6.1156,5.6168,7.2137,6.6429,6.1639,6.4959,6.8785,6.6224,7.8305,6.7577,8.331,6.5793,6.3792,4.245,6.7497,5.2242,9.2576,7.7445,5.9263,6.9634,8.149,8.4473,6.5814,4.8851,8.6474,8.7397,7.5016,7.0368,5.4948,6.9457,9.585,5.225,7.9055,8.0728,8.5967,6.0972,5.3263,7.208,9.0655,7.873,6.7965,8.4538,3.4075,6.8414,7.3221,5.2589,7.172,6.8247
ACSL3,5.2289,4.4647,5.783,6.2359,5.1002,3.6509,5.2653,5.9196,4.8778,3.9346,4.3814,6.871,4.5723,5.1934,4.2457,5.9057,4.2795,5.8724,4.4101,6.4693,6.1512,4.3449,4.6566,5.6387,4.3133,4.1119,6.4358,5.1318,7.1873,5.8975,5.9784,4.0756,5.6017,4.835,4.8739,5.5311,4.8161,5.1268,4.8064,3.6827,5.6422,5.5817,4.2743,4.5355,3.8126,4.0331,4.3779,2.9469,5.5116,4.3435,4.9407,4.4887,5.6775,6.6133,5.9244,3.8896,5.9923,4.85,5.178,3.2466,5.5192,5.6332,4.2088,4.4771,4.3213,5.444,5.537,4.6988,4.423,3.832,5.2518,5.7879,6.153,3.4358,4.3082,3.4971,5.6221,5.0653,4.8269,7.2131,4.3285,3.7378,4.3653,4.1954,5.3558,4.5766,5.1277,4.9165,4.6697,5.682,4.7976,5.7947,4.774,4.852,3.5657,4.9165,3.2143,5.7383,4.0645,4.6753,4.8115,5.3129,3.6324,5.3038,4.6849,5.8669,3.928,5.3324,5.404,5.1235,5.3406,4.2465,5.1363,4.6854,4.6725,5.4631,6.5961,3.7389,4.7698,5.1392,4.9477,3.9365,3.1765,4.538,5.5198,4.673,5.7608,5.2346,3.6804,5.0926,4.3413,3.4817,5.2586,5.3565,3.7367,3.8759,4.1939,4.7415,5.2661,3.5098,4.0558,5.2563,5.168,5.752,4.6759,4.3758,4.7887,5.4588,5.3155
ACSL4,5.3184,1.5366,9.1701,4.6154,1.6558,1.0573,5.3129,6.8689,3.5073,5.2769,-2.8262,4.6651,0.4016,6.4787,6.2897,7.1305,6.4811,8.8633,3.2065,6.9729,5.2327,7.1464,5.6625,3.7699,5.3583,3.3105,6.5262,5.6147,6.37,2.4171,7.369,-1.2828,6.0486,1.2209,1.2271,3.5766,1.9638,5.0197,5.323,1.9149,2.1313,3.3003,5.9411,2.4753,5.8102,3.3842,5.6918,4.7044,6.2058,3.7825,-0.0725,7.0503,7.2664,6.8449,6.5534,3.4817,3.6589,0.1388,6.2661,0.605,6.1761,7.7737,2.9394,5.8485,-1.0862,6.1997,6.3599,1.9073,7.2453,4.2419,1.2085,6.0301,6.7296,4.1244,4.9045,-0.7108,6.0005,7.7638,-0.1031,6.2917,3.2752,0.2522,0.8408,3.5572,1.787,5.8795,4.0799,-0.4921,5.5546,7.163,3.2002,8.241,6.4552,5.1752,5.4239,4.2158,2.0289,6.0444,3.9147,-0.5543,1.8078,4.8074,6.4157,5.841,5.9086,4.8851,0.3796,7.1661,6.9399,1.7995,4.9074,4.8802,5.0466,6.1067,3.7464,6.7617,6.5898,-0.6416,6.7372,6.1146,3.9403,2.3106,5.5907,-0.0277,1.5806,-0.2159,0.2642,2.3564,2.9637,3.7646,5.6508,4.6882,4.1506,7.4579,4.3632,1.4547,5.7814,6.2097,5.693,6.0766,-0.013,6.314,5.4219,4.7939,6.1494,-0.6193,-0.8084,5.1914,3.9956
ACSL5,2.0707,4.3751,4.4074,5.1871,5.3191,4.8905,5.7703,3.83,3.4556,4.696,4.4536,2.9319,3.8759,4.7033,4.7629,3.8837,5.5034,1.5415,1.7995,4.6938,4.3097,5.2917,1.4652,3.9487,2.8897,2.4252,5.2921,5.5015,3.002,4.6059,4.6035,4.5687,2.233,7.2554,-0.0425,3.325,6.5658,5.9303,4.795,3.9223,7.3857,0.6608,4.3017,4.499,7.1155,3.8531,5.5684,5.4855,5.1429,6.5373,6.6102,2.036,4.2017,6.1054,6.5575,5.7983,8.0962,4.0445,2.7465,4.3848,5.0414,5.1647,4.481,3.4224,6.6093,1.4441,1.0079,5.8033,4.5723,4.2958,6.8283,5.8299,2.0604,4.866,3.9137,5.8953,2.9875,4.8949,6.7085,4.1359,6.3189,5.1363,5.1595,6.2728,6.4036,3.836,1.736,5.9729,5.0401,4.4983,5.9697,3.1393,0.044,2.1345,5.689,6.2184,4.9538,5.839,0.4657,7.2768,6.4964,4.7377,5.5015,6.0027,4.0575,5.7895,3.5274,3.4291,4.2609,4.4095,2.5137,4.8915,2.824,3.3119,3.5498,5.802,4.6341,5.2895,5.0781,3.755,4.2165,4.9122,4.0901,7.0917,3.5839,5.0374,7.2423,4.5136,4.3737,2.6138,4.2056,5.9055,2.6647,4.4569,4.5192,5.433,3.8915,6.3983,4.741,4.1636,4.2833,4.4713,3.4344,4.1828,6.3549,4.2877,8.136,6.1639,5.3002
ACSL6,-5.59,-5.8026,-1.16345,-3.2819,-4.33035,-3.6772,-6.636699999999999,-5.8026,-5.5415,-2.1663,-5.0743,-5.98,-3.4828,-5.3037,-6.14025,-0.5217,-1.9059,-6.177099999999999,-6.5686,-6.30035,-2.74175,-7.1296,-6.79585,-4.515750000000001,-6.177099999999999,-7.76965,-4.79865,-5.22895,-5.3623,-5.4395,-2.2616,-2.59695,-7.287,-0.1821000000000001,-7.0004,-4.6525,-3.85425,-4.5045,-4.9679,-6.636699999999999,0.63395,-2.44855,-1.98765,-1.3741499999999998,-2.095,-6.3466,-4.3159,-4.0873,-5.2495,-3.6574,-1.6576,-6.5686,-6.636699999999999,-3.24335,-2.45635,-1.9367,1.0875,-6.14025,-5.3037,-3.83785,-2.3034,-5.20895,-5.95185,-5.3037,-0.94495,-5.28155,-3.9579,-6.396,-4.4971,-5.20895,0.7711999999999999,-4.9539,-5.8986,-0.4958,-6.25685,-2.37445,-3.00485,-0.8987,-3.197,-4.9267,-4.3944,-1.6870999999999998,-5.3871,-0.0295,-1.2204000000000002,-5.9247,-6.506349999999999,-6.4491,-4.50825,-1.9341,-5.28155,-2.1701,-6.14025,-3.05935,-4.5747,-5.6243,-5.69815,-0.8350500000000001,-6.21585,-2.955,-4.5871,-6.21585,-5.95185,-0.3322500000000001,-5.41285,-2.4726,-6.7119,-5.95185,-4.9609,-5.1799,-5.3623,-1.68135,-5.41285,-5.09085,-7.1296,-4.531,-3.0362,-5.8254,-5.09085,-2.75775,-2.03865,-4.9267,-4.9005,-5.1612,-5.4395,-5.95185,-0.7216999999999998,-2.27295,-5.02675,-5.26005,-5.03445,-1.5296500000000002,-6.14025,-5.3037,-4.00845,-4.8941,-4.9005,-4.82715,-2.61375,-5.41285,-1.4738999999999998,-1.7011499999999995,-7.0004,-6.07185,-4.47535,-6.7119,-3.4157,-0.78895,-5.8986
ACTA2,7.0938,7.3415,4.926,6.9165,6.6459,6.4573,4.1335,6.2354,4.0295,5.8146,3.5449,5.8038,7.1034,7.9177,6.0547,5.5308,6.22,6.1233,7.6248,8.3676,4.3213,5.3045,6.643,7.0345,5.5201,7.5752,4.3639,6.9929,8.1108,6.0023,4.7099,6.6744,6.1092,5.4686,6.5248,7.2849,4.8807,5.0764,7.9061,5.8773,6.4617,7.0096,6.7281,5.4118,5.5002,7.7354,5.1664,5.4496,6.3413,5.8166,5.4101,5.0614,6.5639,4.9764,5.6514,7.3683,5.1107,6.4686,5.7803,4.7709,5.9167,5.6082,7.248,5.5097,5.2468,8.1455,6.9562,8.449,9.0946,6.738,4.5736,6.2165,6.9732,5.8266,6.8538,6.4275,5.7687,5.8645,5.972,6.0607,8.7153,5.6784,5.0964,3.2647,5.9917,6.094,6.9209,5.8588,6.1113,7.1819,8.1856,8.0653,5.3744,8.5922,5.1482,7.2234,7.1988,7.3151,6.6326,5.051,5.8311,5.3879,5.5744,6.1054,7.5524,6.9124,6.9481,5.7057,5.9741,6.0,7.2548,4.4542,6.9509,5.5732,6.4398,4.048,5.4463,5.6268,6.3284,6.7173,7.2765,6.8905,5.5562,6.2529,5.5979,4.0952,7.6125,6.6888,5.7719,6.8217,5.5348,5.6602,5.17,7.5343,8.4439,6.5734,5.8627,4.431,5.4337,4.7682,6.33,6.733,7.5069,4.5361,5.1639,4.5205,4.7181,6.4458,3.9901
ACTB,10.5141,10.2351,11.0807,11.0422,10.1302,9.9566,9.9831,10.5706,10.4998,9.5063,10.4619,10.925,10.6103,10.466,10.0866,9.9556,10.9172,10.2936,11.017,11.3035,10.7924,11.215,11.9127,12.4874,13.5326,11.4226,10.7341,10.5801,11.4054,11.5871,10.7401,9.4881,11.0645,10.0574,10.4125,12.3497,9.9366,9.789,11.5474,10.4354,10.8799,9.9835,11.2753,10.7047,9.9019,9.5511,10.1472,10.6111,11.1572,9.8767,9.9215,10.1721,10.4487,10.6947,10.9457,11.8682,9.2916,10.9966,10.5009,10.4067,9.5154,8.8789,10.3068,11.1586,9.7659,11.1194,10.7136,10.0069,10.1058,9.5112,9.1423,9.6903,10.5536,10.0349,10.5781,10.1352,10.9236,10.1529,9.7576,10.6991,10.6244,10.0042,8.7991,9.7089,9.6592,10.1988,10.6881,10.9604,9.8168,11.2217,10.861,10.426,10.211,11.3201,10.5526,10.485,10.5593,10.0902,10.3448,9.8526,9.3271,10.9078,9.4727,10.3046,11.0869,10.9611,10.4639,10.5201,9.8548,10.8425,10.5764,10.5534,9.8968,9.9212,12.4738,10.6703,10.8481,10.0393,10.3488,10.4698,10.9709,10.4392,9.9684,9.8415,10.9717,9.9939,10.0191,10.2879,10.4147,10.6063,10.6396,9.5835,10.9299,10.355,9.7291,9.8558,10.5032,11.2398,9.877,9.1972,10.2238,10.1914,11.273,10.1636,10.4237,10.1757,9.5509,10.4295,10.2999
ACTG1,8.5121,9.8266,10.4341,10.3377,9.4626,9.9151,9.5527,10.0449,10.7573,8.7765,9.5894,10.7607,8.6972,9.4176,9.6013,9.8957,9.7895,10.3944,11.37,9.387,10.6532,9.9399,9.3653,9.578,11.1159,11.1748,9.529,9.6077,10.6958,9.9989,10.2132,8.916,10.9621,8.6625,10.3527,10.7033,9.6864,9.0845,11.0815,8.0316,9.5876,8.3114,9.7773,10.1622,8.8606,8.8938,8.9676,10.5131,10.0233,9.2905,9.4266,10.3265,9.9769,10.0629,8.4182,9.176,9.1467,10.3151,7.7024,8.5084,10.0477,8.7143,8.5682,9.213,8.8154,10.4854,10.3386,9.066,9.6998,9.3186,8.6808,9.0634,9.5797,9.3123,9.4293,8.0387,10.1152,9.4069,9.4788,10.0408,10.2389,8.8228,8.4926,9.9401,7.9594,9.2837,8.436,9.7146,9.1549,10.2712,10.1464,10.8721,10.5567,10.65,8.0019,9.1671,9.1619,9.2482,10.629,9.4722,9.4332,10.1022,10.703,8.8373,9.1101,9.7681,8.911,8.766,10.1405,9.8161,9.971,9.0176,9.7502,8.5928,10.1662,9.7556,8.6785,9.6441,8.7652,9.9132,9.7434,9.2391,8.959,8.877,10.1928,9.441,8.437,9.0062,8.2949,10.508,10.0508,8.5697,10.6932,9.4251,8.7025,9.7143,10.3749,8.431,9.4356,8.2301,9.8175,9.7239,9.6374,10.4459,9.9749,8.8419,9.737,9.4641,9.3864
ACVR1,2.9911,2.4198,3.4411,3.623,3.4344,2.6873,3.3105,3.0808,3.2722,1.8996,2.0844,1.7446,2.5683,2.8819,3.4277,3.9755,3.5486,3.4674,5.5398,3.1733,4.7071,2.9507,2.3423,4.6265,3.6405,3.4088,3.7825,2.4412,2.6348,4.8997,3.7237,1.9564,2.7073,2.3871,2.5413,4.4848,3.1426,1.7489,3.4543,1.2023,1.9111,2.5413,1.7954,3.0515,2.7029,2.3193,2.5462,2.3926,2.8034,3.2189,3.3163,3.8561,4.3555,3.833,3.3675,1.0711,3.2205,2.0465,1.9895,1.6327,1.0711,2.8897,2.0535,1.5854,2.1606,3.3993,4.9222,3.7453,3.1685,3.2018,3.0723,2.8402,3.7825,2.0147,3.0774,2.1444,3.2737,2.0946,2.9674,2.7551,3.7846,2.1638,2.1444,2.0638,3.5875,2.1766,0.1388,2.5188,2.8199,3.8769,3.5971,3.3577,3.7635,3.9709,2.4857,1.5806,1.4911,2.7889,4.222,3.0463,3.002,2.4412,2.753,2.971,1.8078,2.5707,1.8078,1.1316,3.5149,2.5263,2.9167,3.1781,2.826,3.2766,-0.3566,3.4398,2.3308,1.6281,2.8158,3.3148,2.3649,2.9674,1.8564,3.4129,3.4894,1.1382,1.8722,2.6371,0.6608,4.0645,1.6327,2.128,3.1908,2.8402,2.108,2.6783,3.0602,2.5263,3.8571,1.4388,1.7053,2.1638,3.0808,3.2236,3.3745,3.245,2.8877,3.0859,2.2268
ACVR1B,4.2126,2.791,3.7699,4.1907,2.3366,3.0791,3.9261,4.3972,2.5756,4.1343,3.1797,2.1925,3.836,3.1685,3.3076,2.8055,2.5238,4.2518,4.6029,3.3563,5.1571,5.0291,0.346,2.9948,1.7575,2.7847,2.8681,3.7259,3.835,3.5274,2.7572,2.6232,3.1813,2.6441,3.1278,2.4597,3.1924,1.8762,4.1994,3.4517,2.0878,2.5731,2.036,2.9109,3.7582,2.043,2.7465,3.2328,3.6737,2.6138,3.4007,3.5694,2.8838,2.8117,2.6043,0.2154,1.4065,1.2815,2.8361,2.2421,1.8683,4.1244,3.1797,3.245,2.5338,2.7805,5.7159,3.6018,3.7678,3.2647,2.5511,3.0358,4.764,2.5561,4.1019,2.791,2.9857,2.826,2.9729,3.8401,2.7551,4.1692,2.7249,2.7292,3.1685,3.6428,1.4547,3.3521,3.7836,3.1162,2.9929,3.5073,4.3456,3.907,2.8462,3.1179,3.0842,2.8838,5.4033,3.4156,3.1749,3.716,1.8879,3.0323,3.0038,2.2753,1.614,2.2237,2.0979,3.1079,3.4061,4.2243,3.9251,2.081,0.9115,2.7139,2.6783,2.3423,3.5249,3.5754,2.5462,3.2885,2.9148,2.7868,3.603,1.5465,2.1957,2.9052,2.1247,3.9709,2.8301,4.504,5.0905,3.1028,3.6324,2.5087,3.2511,2.2872,2.9655,3.2466,1.2636,3.2572,4.0567,3.74,2.6114,3.2466,2.8014,2.7721,3.3321
ACVR1C,-5.0116,-1.1488,-2.9324,-1.1172,-1.9379,-3.458,-4.035,-1.4699,-2.2447,-2.8262,-2.2447,-4.6082,-5.0116,-3.1714,-1.9942,-6.5064,-1.1488,-4.2934,-1.5951,-4.035,-1.6394,-4.035,-5.5735,-3.0469,-5.5735,-5.0116,-5.0116,-1.5105,-6.5064,-2.7274,-1.2481,-4.2934,-5.5735,-2.7274,-5.0116,-1.4305,-3.1714,-3.6259,-0.8863,-2.7274,-3.816,-1.9379,-4.035,-1.6394,-0.0277,0.517,-1.1811,-1.8836,0.6425,-3.6259,-2.2447,-3.1714,-5.5735,-5.0116,-3.3076,-3.458,-0.013,-6.5064,-4.2934,-2.6349,-4.035,0.1257,-1.685,-2.6349,-4.2934,-6.5064,-3.6259,-0.9132,-3.6259,-3.1714,-2.7274,-5.5735,-3.1714,-1.5522,-6.5064,-0.9132,-9.9658,-1.0862,-4.6082,-1.7809,-3.0469,-1.9942,-1.0262,-1.2142,-1.685,-1.3921,-9.9658,-2.114,-2.3147,-2.6349,-2.8262,-5.5735,-2.7274,-4.6082,-5.5735,-1.5951,-3.458,-1.6394,-4.6082,-1.7809,-4.6082,-2.8262,-5.5735,-4.6082,-3.458,-3.458,-5.5735,-3.816,-0.8339,-3.3076,-5.0116,-1.8314,-3.1714,-2.4659,-9.9658,-1.685,-2.114,-2.6349,-3.6259,-4.2934,-2.6349,-6.5064,-4.2934,-3.6259,-4.2934,-1.2142,-3.1714,-2.3147,-0.8599,-5.0116,-3.458,-1.4305,-1.685,-2.5479,-6.5064,-1.9942,-1.9942,-4.035,-0.7108,-2.0529,-3.1714,-5.5735,-2.8262,-4.6082,-1.4699,-3.3076,-2.7274,-2.7274,-5.0116
ACVR2A,1.6234,1.4652,1.4652,1.1382,1.5064,0.9862,1.6045,0.6425,2.376,0.9419,1.2815,0.5955,0.8883,1.0779,1.4441,1.8282,1.1833,1.9188,2.362,0.9789,1.7097,0.4865,0.5763,1.934,1.334,1.6327,0.6239,0.6969,1.105,0.9115,1.5266,0.24,-0.3022,1.2875,0.4761,1.9638,2.081,0.7058,1.1316,-0.5756,0.4233,1.3846,0.4016,1.2576,0.7146,0.8568,0.5069,1.1447,1.0151,0.9935,1.2516,1.9749,2.2901,1.5709,1.3454,-0.2159,0.7748,0.0854,0.6239,0.2998,-0.1504,0.6332,1.0293,0.547,-0.1187,-0.2328,2.9692,1.9073,1.614,1.3623,1.3567,-0.0877,1.5661,0.3573,0.4657,0.9716,1.8323,0.8246,0.7407,1.2085,1.6695,0.547,1.1706,0.7058,0.5666,0.6332,-0.7346,0.1903,1.0363,1.8484,1.614,1.1577,1.3225,0.7664,1.3167,0.6145,0.1776,1.2992,2.2051,1.3511,1.2576,0.1903,0.7999,0.9642,0.0158,0.5859,-0.2498,-0.1504,1.595,0.547,-0.2159,1.2636,1.3846,1.2576,-1.2828,1.2756,1.4756,0.6608,0.8488,1.7009,0.6425,-0.0277,0.2029,0.4125,1.7828,0.5955,1.2516,0.7579,0.537,2.8562,0.1388,0.3796,3.0376,0.8164,0.0854,1.125,1.5216,0.7579,1.6466,0.2881,0.058,0.6608,1.0433,-0.1993,0.5763,1.2875,1.642,1.0222,0.0854
