gene_name,TCGA-BC-A10R-01,TCGA-BC-A10T-01,TCGA-BC-A10U-01,TCGA-BC-A10W-01,TCGA-BC-A10X-01,TCGA-BC-A10Y-01,TCGA-BC-A10Z-01,TCGA-BC-A216-01,TCGA-BC-A217-01,TCGA-BC-A3KF-01,TCGA-BC-A5W4-01,TCGA-BC-A69H-01,TCGA-BD-A2L6-01,TCGA-BD-A3EP-01,TCGA-BW-A5NO-01,TCGA-BW-A5NP-01,TCGA-BW-A5NQ-01,TCGA-CC-5258-01,TCGA-CC-5260-01,TCGA-CC-5262-01,TCGA-CC-5263-01,TCGA-CC-5264-01,TCGA-CC-A123-01,TCGA-CC-A1HT-01,TCGA-CC-A3M9-01,TCGA-CC-A3MA-01,TCGA-CC-A3MB-01,TCGA-CC-A3MC-01,TCGA-CC-A5UC-01,TCGA-CC-A5UD-01,TCGA-CC-A5UE-01,TCGA-CC-A7IF-01,TCGA-CC-A7IG-01,TCGA-CC-A7IH-01,TCGA-CC-A7II-01,TCGA-CC-A7IJ-01,TCGA-CC-A7IK-01,TCGA-CC-A7IL-01,TCGA-DD-A114-01,TCGA-DD-A115-01,TCGA-DD-A116-01,TCGA-DD-A118-01,TCGA-DD-A119-01,TCGA-DD-A11A-01,TCGA-DD-A11B-01,TCGA-DD-A11C-01,TCGA-DD-A11D-01,TCGA-DD-A1EB-01,TCGA-DD-A1EC-01,TCGA-DD-A1ED-01,TCGA-DD-A1EE-01,TCGA-DD-A1EF-01,TCGA-DD-A1EH-01,TCGA-DD-A1EJ-01,TCGA-DD-A1EL-01,TCGA-DD-A39V-01,TCGA-DD-A39W-01,TCGA-DD-A39X-01,TCGA-DD-A39Z-01,TCGA-DD-A3A2-01,TCGA-DD-A3A3-01,TCGA-DD-A3A4-01,TCGA-DD-A3A5-01,TCGA-DD-A3A7-01,TCGA-DD-A3A8-01,TCGA-DD-A3A9-01,TCGA-DD-A4NA-01,TCGA-DD-A4NB-01,TCGA-DD-A4ND-01,TCGA-DD-A4NE-01,TCGA-DD-A4NF-01,TCGA-DD-A4NG-01,TCGA-DD-A4NH-01,TCGA-DD-A4NI-01,TCGA-DD-A4NJ-01,TCGA-DD-A4NK-01,TCGA-DD-A4NN-01,TCGA-DD-A4NO-01,TCGA-DD-A4NP-01,TCGA-DD-A4NQ-01,TCGA-DD-A4NS-01,TCGA-DD-A73B-01,TCGA-DD-A73C-01,TCGA-DD-A73D-01,TCGA-DD-A73E-01,TCGA-DD-A73F-01,TCGA-DD-A73G-01,TCGA-ED-A459-01,TCGA-ED-A4XI-01,TCGA-ED-A5KG-01,TCGA-ED-A627-01,TCGA-ED-A66X-01,TCGA-ED-A66Y-01,TCGA-ED-A7PX-01,TCGA-ED-A7PY-01,TCGA-ED-A7PZ-01,TCGA-ED-A7XO-01,TCGA-ED-A7XP-01,TCGA-ED-A82E-01,TCGA-EP-A12J-01,TCGA-EP-A26S-01,TCGA-EP-A2KA-01,TCGA-EP-A2KB-01,TCGA-EP-A2KC-01,TCGA-EP-A3JL-01,TCGA-EP-A3RK-01,TCGA-ES-A2HS-01,TCGA-ES-A2HT-01,TCGA-FV-A23B-01,TCGA-FV-A2QQ-01,TCGA-FV-A2QR-01,TCGA-FV-A3R2-01,TCGA-FV-A3R3-01,TCGA-FV-A496-01,TCGA-FV-A4ZP-01,TCGA-FV-A4ZQ-01,TCGA-G3-A25S-01,TCGA-G3-A25U-01,TCGA-G3-A25V-01,TCGA-G3-A25Y-01,TCGA-G3-A25Z-01,TCGA-G3-A3CH-01,TCGA-G3-A3CI-01,TCGA-G3-A3CK-01,TCGA-G3-A5SJ-01,TCGA-G3-A5SK-01,TCGA-G3-A5SL-01,TCGA-G3-A5SM-01,TCGA-G3-A7M5-01,TCGA-G3-A7M6-01,TCGA-G3-A7M7-01,TCGA-G3-A7M8-01,TCGA-G3-A7M9-01,TCGA-HP-A5MZ-01,TCGA-HP-A5N0-01,TCGA-K7-A5RF-01,TCGA-K7-A5RG-01,TCGA-KR-A7K7-01,TCGA-LG-A6GG-01,TCGA-MR-A520-01,TCGA-NI-A4U2-01,TCGA-O8-A75V-01,TCGA-PD-A5DF-01,TCGA-RC-A6M6-01,TCGA-RG-A7D4-01,TCGA-UB-A7MB-01,TCGA-UB-A7MC-01,TCGA-UB-A7MD-01,TCGA-UB-A7MF-01
CCL5,0.5955,3.1245,2.6348,1.7828,3.7486,4.1425,-0.5332,4.863,4.5638,2.2019,0.1519,3.2328,3.3717,4.1203,3.8105,1.8604,6.0505,2.2931,4.9778,4.9951,2.1734,2.4117,1.7009,7.0605,8.1106,3.0706,3.0092,2.3536,3.3619,3.4264,2.4198,1.5266,2.1444,1.6281,1.4962,6.7047,1.1706,0.4447,5.6775,3.5274,3.3336,1.2756,2.1606,1.6327,1.4011,2.4063,1.4652,2.874,7.3916,3.2796,0.4016,3.5863,2.5536,2.2901,2.2019,5.86,1.7009,2.8178,2.9544,2.0111,1.4547,-0.6873,3.8279,4.248,2.0147,4.3883,2.7139,4.0162,4.6977,1.6045,1.0007,2.8301,1.8957,3.7898,3.0808,1.766,0.7999,2.5924,1.9034,2.3019,5.4199,1.0079,3.1971,-0.1993,0.1903,5.4951,2.6918,2.3077,4.352,8.0175,6.3441,3.623,0.4657,3.0842,2.7679,0.8805,3.6703,3.136,2.328,4.2541,2.3677,5.374,2.6161,2.4465,4.6871,5.341,1.5465,2.3366,3.0411,4.4263,2.8641,2.7679,3.1987,0.1776,5.0644,5.964,3.7667,1.683,3.5935,3.5572,1.3511,4.1044,3.5047,4.3413,4.8856,4.001,2.6783,4.7491,3.6474,3.5718,1.0573,0.9935,2.4571,4.9695,3.3993,4.1946,7.0355,5.126,1.2023,2.5263,0.9493,4.0601,3.1442,1.614,5.4152,1.7702,-0.1345,3.3478,5.8475
CCL7,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-2.2447,-9.9658,-9.9658,2.2206,-0.4521,-9.9658,-9.9658,-9.9658,-3.6259,-4.2934,-9.9658,-9.9658,-5.0116,-9.9658,-3.6259,-2.9324,-9.9658,-9.9658,0.2642,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-5.0116,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-2.2447,-9.9658,-3.0469,-9.9658,-9.9658,-5.0116,0.0158,-9.9658,-2.0529,-9.9658,-9.9658,-9.9658,-9.9658,-2.4659,-4.035,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-1.5522,-9.9658,-3.0469,-9.9658,-3.3076,-2.8262,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.0116,-9.9658,-5.0116,-9.9658,-5.0116,-2.7274,-9.9658,-9.9658,-9.9658,-9.9658,-4.6082,-9.9658,-5.0116,-3.816,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-3.816,-9.9658,-9.9658,-9.9658,-5.0116,-1.4305,-3.816,-9.9658,-3.0469,-4.6082,-9.9658,-9.9658,-9.9658,-4.2934,-9.9658,-1.5522,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735
CCL8,-0.7108,0.6425,-2.0529,-1.0262,-1.7322,0.1776,-1.4305,-0.5332,0.7748,-0.7834,-4.2934,0.1903,-0.6643,-0.2671,1.6695,-1.0262,1.816,1.2023,-0.2328,0.434,-1.1811,-1.9942,-0.5125,4.0816,3.74,-2.114,-1.8314,-1.6394,-0.2498,-0.5756,-1.4305,-3.458,-0.6193,-0.2498,-0.9686,3.0927,-0.8599,-1.0559,2.5213,-0.6193,-0.7588,-2.7274,-1.4699,-1.1811,-1.3548,-1.0862,-1.8314,-0.5973,0.7321,0.9343,0.2998,-2.3147,-1.3921,-1.0559,0.3907,-0.6643,-0.1345,-1.7809,-3.0469,-1.1811,-1.1172,-3.816,-1.2142,-5.5735,-2.6349,-1.5522,-1.1811,-1.0862,-0.2845,-3.0469,0.3231,-0.4921,-1.0262,-0.5756,-1.4699,-3.6259,-1.2142,-1.6394,-1.9942,-1.685,-1.1811,-3.816,-0.6193,-3.6259,-0.3022,1.2147,-0.7346,1.1897,-0.1345,2.4439,-0.5756,-0.4921,-4.6082,0.2998,-0.5332,-2.114,0.9038,-0.394,-3.816,-0.6416,-1.1172,-2.9324,-0.2328,0.6145,0.9642,1.1833,-1.2142,-0.2498,0.8327,-0.3566,-2.3884,-0.7108,-4.035,-1.4305,-0.4921,2.1894,-1.5105,-2.9324,-1.2828,-1.0262,-2.2447,-0.9971,0.7407,0.0158,-0.4719,-2.3147,-0.0425,-0.6416,-0.7834,-1.7322,-2.0529,-0.2671,-1.5522,-0.1504,-0.0277,0.4233,2.296,-1.5522,-3.6259,-2.8262,-0.4325,-0.7834,-2.4659,-5.0116,1.3846,-2.7274,-3.3076,-0.4921,1.1706
CCN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNA1,-6.5064,-5.5735,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-6.5064,-5.5735,-9.9658,-6.5064,-5.5735,-9.9658,-5.0116,-5.5735,-5.5735,-9.9658,-5.5735,-3.816,-3.6259,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-2.0529,0.8488,-9.9658,-9.9658,-5.5735,-9.9658,-6.5064,-9.9658,-5.0116,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-5.5735,-6.5064,-9.9658,-4.2934,-6.5064,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-4.2934,-4.6082,-4.6082,-4.6082,-9.9658,-9.9658,-9.9658,-5.0116,-5.5735,-9.9658,-6.5064,-6.5064,-5.5735,-9.9658,-5.5735,-4.6082,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658,-5.5735,-9.9658,-2.7274,-6.5064,-6.5064,-9.9658,-4.035,-9.9658,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-5.5735,-6.5064,-6.5064,-6.5064,-5.5735,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-9.9658,-4.2934,-9.9658,-9.9658,-5.5735,-9.9658,-9.9658,-9.9658,-5.0116,-6.5064,-9.9658,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658,-4.6082,-1.8836,-9.9658,-5.0116,-9.9658,-1.9942,-6.5064,-9.9658,-5.5735,-6.5064,-9.9658,-6.5064,-9.9658,-9.9658,-6.5064,-4.6082,-9.9658,-6.5064,-9.9658,-6.5064,-6.5064,-9.9658
CCNA2,-0.4325,1.5115,0.8647,3.7017,-0.2671,5.9423,5.8014,3.4477,2.1147,0.6517,-0.0574,1.0573,3.091,0.679,0.8647,2.1213,4.4476,3.7149,3.0723,2.6208,4.2788,4.0287,1.0079,4.6077,4.061,3.773,3.1195,2.4225,3.7226,3.2826,3.287,1.8879,2.1894,1.0915,3.506,4.0171,1.8957,0.9268,3.0358,2.8622,-0.3022,2.0111,0.4125,1.3283,0.6699,5.926,0.3115,-0.3566,1.9302,-2.3884,1.5165,2.5658,2.3193,2.9128,2.77,0.7748,0.2998,0.1388,1.2576,-1.7809,1.2085,-0.0277,2.1734,0.9191,-0.4521,0.2881,2.0183,-0.1828,1.8643,3.6125,-2.3147,1.2455,2.299,-0.5973,2.6255,-0.1187,1.9601,-0.2498,-2.6349,1.8484,0.1257,2.6138,-0.1345,0.6517,-0.1665,6.2126,0.3115,1.5612,-0.3752,2.9655,0.1903,2.5087,2.5338,2.578,1.3109,1.3283,2.0638,1.2333,0.605,0.9343,0.3796,2.1378,2.5011,1.2023,1.3679,2.9469,0.2762,-1.7809,3.0498,0.8327,1.3454,2.1574,-0.1504,-0.2671,1.2636,3.6793,1.1577,2.1411,-0.1665,2.4492,-0.1504,1.9073,0.9862,0.5955,2.1378,-1.5105,0.6425,1.5266,-0.8599,2.2813,-0.8599,-0.2159,4.2795,0.6969,-1.2481,-0.9406,2.4857,2.5487,1.7403,0.9789,-0.0877,0.4233,3.4791,3.7496,3.0252,3.7215,1.934,1.6187,2.3592
CCNB1,1.5366,2.5756,2.909,5.804,1.2756,5.0321,3.7507,4.6112,4.6029,3.705,4.0619,4.9677,4.4938,3.2766,3.3773,4.3958,6.505,5.2423,4.9416,4.6882,4.9213,5.5223,4.9896,5.9362,6.9296,5.9296,5.7504,4.4542,6.1102,5.7222,6.0293,4.3484,6.1277,3.1212,7.1291,6.9326,4.9755,3.4945,5.3806,4.7044,3.2707,4.1978,3.1011,2.7336,3.0757,4.0392,2.5313,1.7954,3.8973,-0.5973,3.5971,3.8013,4.0171,4.9552,5.3978,3.7335,2.1345,3.3563,3.7464,-0.0277,3.8511,1.5165,3.8023,4.8704,1.1184,2.7007,3.208,2.0218,4.8435,5.8736,0.24,2.8361,4.7571,0.6517,4.9069,1.9601,5.5258,2.2268,-0.2328,5.1643,1.7828,4.7099,1.8404,1.3679,3.0927,4.5754,4.8253,5.2118,1.7995,4.1644,1.9895,4.976,4.9002,5.1672,3.6669,4.4894,4.4771,3.7453,2.1798,2.6647,2.0569,4.4061,4.9331,3.3119,3.8269,4.9317,1.6649,0.9935,4.4122,3.4726,3.0706,4.5342,1.2271,2.7029,5.3459,6.2116,5.0875,3.7582,2.4332,4.7735,2.8542,3.5035,0.6332,2.236,4.2297,0.5763,2.236,4.1053,1.6327,3.7773,1.8918,1.1117,6.3441,3.2002,0.9115,0.605,4.1899,5.6957,3.8105,1.2147,2.0535,3.3938,4.0082,6.0029,5.726,5.1792,3.9346,3.9543,4.6312
CCNB2,0.2881,2.685,1.46,3.9194,-0.1187,3.7836,2.5188,4.3169,4.0073,3.0842,0.8082,3.417,3.4997,1.3283,1.9712,3.1892,4.8038,3.6312,2.5163,3.4224,4.8807,4.439,3.0585,5.1412,5.6758,3.9478,4.1194,2.6232,3.6532,4.7263,4.528,3.1588,4.1612,1.9264,4.8095,5.4033,2.828,2.0673,3.8064,3.2158,2.3337,2.004,0.099,1.7617,1.3397,3.2511,0.6969,-0.0877,1.7489,-2.114,2.081,1.7403,3.2647,2.7763,2.9071,2.0776,0.6239,1.6785,1.3735,-2.0529,2.036,-0.2671,2.5876,1.8282,0.6969,1.7273,2.0673,-0.0574,2.5112,4.7285,-1.7809,1.2875,3.1011,-1.2142,3.4583,-0.1345,4.1579,0.1903,-1.9379,2.4492,0.0718,2.8482,-0.0725,0.4552,1.2934,3.0859,2.8076,3.0145,-0.1345,3.8044,0.1124,3.1507,3.1813,3.2205,2.376,2.6805,3.2826,1.736,0.2762,-2.3147,0.7664,3.6018,2.9911,1.7912,1.9931,3.6266,1.4859,-0.7588,3.0876,1.9527,1.7912,2.7763,-0.5332,0.7058,3.0515,4.5644,3.0056,2.7847,0.4125,4.166,1.0779,1.8957,-0.4131,0.7493,2.8422,-1.4305,0.4657,1.9601,0.1903,2.93,-1.8314,-0.7588,4.6691,1.1577,-1.8836,-1.1488,2.8936,2.7401,1.5115,-1.9379,0.1648,1.4704,2.9338,4.5305,3.6101,4.2072,1.6045,1.8484,3.4358
CCNB3,-2.3147,-2.9324,-1.2142,-1.9379,-3.0469,-2.3884,-1.6394,-0.6643,-0.6416,0.4233,-3.0469,-2.8262,-4.6082,-0.9686,-2.0529,-1.2142,-1.8314,-0.5332,-0.9132,-3.3076,-3.1714,-1.3183,-2.4659,-1.0559,-1.3921,-4.2934,-2.1779,-4.035,-1.0862,-1.685,0.1124,-0.8339,-1.1488,-2.7274,-2.0529,-2.4659,-4.6082,-3.458,0.1903,-2.0529,-1.1172,-1.1811,-1.2142,-0.4325,-0.7834,-3.3076,-1.0559,-1.9379,-1.5522,-3.0469,-1.8836,-2.3147,-0.4921,-0.9971,-0.6193,-3.816,-1.5951,-2.6349,-0.3383,-2.114,-1.4305,-2.3884,-4.6082,-1.2481,-1.1811,-0.2671,-2.8262,-3.3076,-1.685,-2.4659,-2.3147,-2.1779,-1.8836,-2.3884,-0.6873,-1.9379,-1.5951,-1.8836,-1.6394,-2.3147,-1.2481,-0.9132,-3.816,-0.7588,-0.8339,-2.6349,-3.816,-1.0559,-2.2447,-1.5522,-3.0469,-0.394,-1.7809,-2.9324,-0.7346,-1.0559,-2.6349,-0.9132,-1.5105,-0.2845,-2.6349,-2.9324,-1.3548,-0.9686,-3.458,-0.4719,-1.5951,-3.1714,-1.5951,-1.9942,-0.9132,-1.2481,-2.2447,0.3907,-5.5735,-2.1779,-1.3548,-3.816,-3.0469,-1.3548,-1.8836,-1.5105,-3.6259,-1.6394,-2.2447,-3.816,-3.6259,-3.0469,-0.0574,-1.1488,-3.816,-3.0469,0.3907,-2.7274,-2.9324,-2.114,-1.4305,-3.3076,-1.7809,-3.458,-4.035,-0.8863,-3.1714,-1.1488,-1.7809,-2.3884,-4.6082,-3.0469,-4.035
CCND1,3.6277,3.7699,4.66,2.5924,6.2215,1.9749,1.8683,2.3926,0.2762,4.0748,3.7518,4.0153,1.5902,4.0162,1.8201,4.1515,5.1696,5.2169,5.9848,4.838,1.8604,8.495,3.3321,5.9002,7.3847,7.1995,8.5613,3.1588,5.281,5.8304,3.9663,2.3871,0.7058,5.1619,2.3704,6.5212,4.8709,4.1828,3.7699,3.0002,5.671,3.868,4.162,3.7105,5.2044,3.868,5.3406,5.441,5.7584,4.2181,5.947,4.2289,5.1887,5.026,3.9137,4.4758,6.1859,3.9099,4.5559,4.6265,3.5535,4.6445,2.7551,3.3828,5.3712,5.0171,5.6041,4.3126,7.1682,1.8078,5.2338,4.2017,3.7432,4.5386,3.0654,4.3499,5.7206,4.5778,4.0782,3.6635,5.7506,1.196,5.0696,4.0977,5.7271,3.3192,4.8218,2.6464,4.9746,4.836,5.5145,4.8763,5.1429,5.7983,4.3053,4.5675,2.8661,4.3951,5.206,5.9628,5.131,5.1615,3.8075,4.1252,4.1318,4.5436,5.4784,5.4104,5.0104,4.2434,5.2177,4.5148,4.5711,4.2142,3.8749,5.8807,5.0117,0.8408,5.3477,3.6324,3.2781,3.6172,3.4997,5.1668,8.0408,4.5255,3.8541,3.9356,4.4404,5.2327,4.0994,5.3875,3.9901,4.1277,4.9137,5.6818,6.0655,3.945,5.0854,3.6125,3.4129,4.0357,2.108,4.1844,4.3126,1.0293,7.7409,4.8895,2.676
CCND2,-0.5332,0.537,-0.0425,0.2998,-0.4921,-0.1187,-2.7274,1.9188,0.0718,-0.7834,-2.3147,-0.9971,-0.6643,1.7489,-0.2671,-0.1993,0.5069,0.434,2.8897,0.605,0.2998,0.4016,-1.5951,2.2931,2.4779,1.9601,-1.2828,-0.4521,0.0718,5.0562,-1.4305,-1.0262,-0.9686,-0.2159,-0.1187,4.5429,-1.4305,-2.9324,2.2268,-0.2671,-0.8863,0.3231,-0.3383,-1.2481,-1.7322,0.3115,-0.3566,0.0014,1.9377,-0.2328,-0.9132,1.0779,2.4857,-1.4699,-1.2142,-0.8339,-1.2828,-0.4921,-1.7809,-2.0529,-1.8314,-1.8836,-0.9686,-1.7322,-0.3201,0.03,1.177,0.5763,1.2516,-0.8084,-0.6416,-0.3566,0.6517,0.2277,0.3231,-0.8084,-0.8084,0.2029,-0.7346,-0.6193,1.4808,-2.3884,0.03,-3.3076,0.0158,0.4657,-0.8863,-0.3201,0.0718,3.5486,1.46,0.24,-1.0862,3.0323,-1.1488,-1.5105,-0.5125,0.2881,2.2693,-0.6193,-0.7588,0.4125,-1.2481,-0.6193,0.4967,1.1117,-1.6394,-1.3921,-0.0574,-0.4719,0.5955,-0.9971,-0.0277,-1.9379,-0.6643,1.7912,-1.4699,-2.8262,-0.1828,0.3573,-1.1811,-0.0725,-0.4521,-0.6643,0.8726,-1.4305,-1.4305,0.1388,-1.3921,0.4657,-0.9132,-0.9971,3.0808,0.9191,1.1447,0.0854,2.1378,-0.2845,-1.5951,-1.2481,0.3685,-0.0877,0.4761,-1.0862,1.2455,-0.9406,-1.7322,-0.3383,0.4657
CCND3,2.874,3.0893,4.7394,3.7421,3.4116,2.3019,3.027,4.041,3.8391,3.795,2.3704,3.4791,3.5461,4.1788,2.4857,2.8361,4.2788,2.3536,4.86,4.1652,4.3371,3.208,3.6612,5.1006,5.2593,4.9036,3.8126,3.9431,3.1924,4.2818,3.6939,3.5863,4.8866,3.7335,3.9783,5.4896,3.8788,4.1946,5.6235,3.3883,4.2943,2.2268,3.6635,3.9022,2.7572,2.8381,4.847,3.4007,4.986,2.8076,3.2297,2.3019,3.7193,2.9052,4.2825,3.2205,3.9194,3.833,4.2921,2.2513,2.3135,2.4279,2.4857,3.4464,3.6816,3.5312,4.4169,4.0313,3.287,3.8441,3.0654,3.4197,4.4033,3.0876,4.1515,2.9469,3.2602,3.7815,3.0411,4.6668,4.6554,3.9956,3.1377,3.4674,4.3024,3.6428,2.7379,4.4263,3.5621,6.202,5.0989,3.3163,3.5149,4.4437,2.5313,2.4753,3.8541,3.5633,5.447,3.7667,3.162,4.018,2.5437,3.5411,3.5815,4.3889,2.8055,3.6497,3.3911,2.8562,3.5535,4.131,3.9232,2.8994,4.6944,4.7448,4.9778,3.0825,3.5086,4.6236,3.0074,4.0952,3.6474,3.1556,4.2064,2.5137,3.2065,3.162,2.3677,3.8289,3.0145,2.9488,3.6417,3.6928,3.7815,3.8511,4.1458,3.4778,2.9356,2.7951,2.7508,3.4609,3.0825,3.6793,3.5596,4.1531,3.7635,3.927,4.7323
CCNE1,0.2762,4.7929,0.4865,2.6185,-0.7588,-0.6643,1.5854,0.1776,0.8327,1.3167,-0.9971,1.8524,4.795,1.196,5.4715,0.7916,1.4547,1.4335,3.4061,1.8683,1.5465,3.1112,1.0151,1.9034,2.3788,3.0671,0.6425,2.2813,2.0183,1.9452,1.2333,1.8444,2.8974,-0.3752,4.5742,2.4332,0.2277,-1.5105,3.3421,6.7277,0.4967,0.5069,-0.2498,0.099,0.3907,0.1519,-2.4659,-1.3921,1.1184,-2.3147,0.5955,1.5902,1.4388,1.8363,0.9115,-0.2328,-0.7588,1.1833,-0.0877,-2.7274,0.4447,-2.9324,-1.0262,1.5366,-0.8863,0.7916,1.334,-0.2845,0.434,2.3366,-1.6394,0.044,2.4753,-1.5522,2.1798,-1.7809,2.4571,-0.3022,-1.8836,2.2663,-0.4521,2.6738,-1.4305,-2.0529,-0.5973,-0.0277,1.6558,2.9432,-0.1031,1.5115,0.0158,1.1641,2.7889,2.6918,-0.3752,1.5064,5.6094,0.2762,1.2271,-1.4305,-0.3383,0.8246,-0.3752,0.3231,1.3225,2.118,-0.3201,-0.3022,1.1117,0.4125,-0.0425,-0.0877,-1.1811,-0.7108,2.9052,1.6558,1.0363,1.9638,-0.1993,3.4778,-0.1504,1.8643,-0.9971,-0.7834,1.2516,-1.7322,-1.9942,0.1648,-0.7346,1.9749,0.4761,-1.5522,3.8818,0.058,-2.6349,-0.8863,1.7273,1.412,-0.7346,-1.3921,-0.0574,-0.1828,1.0151,1.5709,1.5266,2.6624,1.1117,-0.3201,3.0876
CCNE2,-1.685,-1.1488,-0.2671,4.523,-0.8339,0.1124,1.2696,-0.1031,-0.9686,0.3796,-2.2447,-1.7322,-0.8339,0.1124,-1.9379,0.4967,1.9601,1.7828,1.2271,-0.9406,3.4856,2.2931,-2.3884,1.5758,0.9789,1.4859,1.0151,2.7972,-0.3566,-0.1345,1.9188,2.2543,0.3115,-0.5543,1.2455,0.7832,1.4704,-0.5973,3.0481,-0.3022,-2.7274,-0.6193,-3.1714,1.1833,0.058,1.0573,-0.2498,-1.4699,-0.0877,-2.1779,1.0503,0.346,0.5763,-1.7322,1.3901,-2.3147,-1.685,-2.3147,-2.8262,-2.6349,-1.4699,-2.6349,-1.3548,-0.9132,-1.1811,-5.0116,0.2029,-0.8599,1.4494,3.0808,-0.7346,0.0014,0.8408,-0.6873,3.9774,-0.1828,-0.2159,-0.5543,-4.6082,0.679,-0.0277,2.4857,-0.8339,-0.0277,-0.6873,-0.6643,-2.6349,1.5758,-2.114,0.1124,-0.5543,1.0503,2.9692,-0.2328,-0.7588,-1.6394,0.3796,0.2642,-0.3201,-0.1828,-1.8314,0.6425,0.434,0.3796,-0.8599,-0.2328,-5.5735,-3.816,0.5271,-1.0559,-0.1187,0.1388,-1.7809,0.099,-1.6394,1.2394,-1.8836,2.7007,-1.8836,1.9452,-1.4305,1.8078,-1.6394,-1.3548,0.9038,-2.0529,-0.2498,-0.8339,-2.5479,0.1648,-1.5951,-0.4719,0.4865,-0.6643,-1.1488,-1.685,0.4552,-1.1172,-0.1993,-2.3884,-3.3076,-0.0425,0.8961,1.1706,0.8568,2.982,1.8643,-0.013,0.6699
CCNG1,4.2914,6.8917,5.5931,6.1312,5.1724,6.1613,6.392,6.2672,6.7092,5.8741,7.4377,4.839,5.6904,5.1244,6.5135,7.4011,6.5911,6.1102,5.7788,6.2259,5.9957,5.166,5.3209,5.5928,5.2411,4.6265,6.4445,5.8359,6.9443,6.4898,6.4366,6.4207,6.0348,5.9385,5.6453,5.4585,6.3393,6.3721,7.0913,5.9004,6.6858,6.0407,6.8867,5.3459,6.1396,6.4046,5.5889,5.178,5.3544,4.8704,6.1769,5.858,5.6913,5.6537,6.3973,7.5275,5.9723,6.6973,5.8912,4.8059,6.1342,4.5367,6.6362,5.3534,6.1663,5.62,5.9343,5.7236,5.5555,6.2595,6.4084,5.1347,6.1496,5.6398,6.5656,5.6074,6.2568,6.4732,5.5392,5.9821,5.4559,6.9709,5.2899,5.9635,6.2015,5.591,5.9656,5.8045,5.8051,5.7724,5.2589,5.0475,5.6041,5.5091,6.6251,5.2404,5.6091,7.0717,5.3886,5.3245,6.4436,6.8206,6.8088,6.2375,6.2752,5.9766,5.407,4.9327,5.4637,6.4512,5.2204,6.0148,5.66,5.656,3.9589,6.1506,6.7134,5.927,5.4115,6.1841,5.3555,5.7557,5.3129,5.6525,5.9035,6.2017,5.4771,5.859,5.9352,4.4686,5.6053,5.0229,5.5426,6.0405,5.856,4.6583,6.2005,5.3248,7.269,5.275,5.848,5.9148,6.1775,4.8924,6.3875,5.4286,5.8756,5.428,5.6314
